key_bom,bom_title,bom_budget,bom_worldwide_revenue,revenue,bom_release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,release_year,bom_runtime,runtime
b4810,friday the 13th (2009),19000000.0,91379051.0,3.8094237368421053,2009-02-13 00:00:00,02,1,44,6,2009,1 hrs. 35 min.,95.0
b4827,friends with benefits,35000000.0,149542245.0,3.2726355714285713,2011-07-22 00:00:00,07,3,203,29,2011,2 hrs. 0 min.,120.0
b4829,friends with money,6500000.0,18245244.0,1.8069606153846154,2006-04-07 00:00:00,04,2,97,14,2006,1 hrs. 27 min.,87.0
b4831,fright night (2011),30000000.0,41002607.0,0.36675356666666664,2011-08-19 00:00:00,08,3,231,33,2011,1 hrs. 46 min.,106.0
b4841,from hell,35000000.0,74558115.0,1.1302318571428571,2001-10-19 00:00:00,10,4,292,41,2001,2 hrs. 2 min.,122.0
b4847,from paris with love,52000000.0,52826594.0,0.01589603846153846,2010-02-05 00:00:00,02,1,36,5,2010,1 hrs. 35 min.,95.0
b4858,frost/nixon,25000000.0,27426335.0,0.0970534,2008-12-05 00:00:00,12,4,340,48,2008,2 hrs. 2 min.,122.0
b4859,frozen,150000000.0,1276480335.0,7.5098689,2013-11-22 00:00:00,11,4,326,46,2013,1 hrs. 48 min.,108.0
b4867,full frontal,2000000.0,3438804.0,0.719402,2002-08-02 00:00:00,08,3,214,30,2002,1 hrs. 51 min.,111.0
b4876,fun size,14000000.0,11417362.0,-0.18447414285714286,2012-10-26 00:00:00,10,4,300,43,2012,1 hrs. 30 min.,90.0
b4877,fun with dick and jane,100000000.0,202026112.0,1.02026112,2005-12-21 00:00:00,12,4,355,51,2005,1 hrs. 30 min.,90.0
b4887,funny people,75000000.0,71585235.0,-0.0455302,2009-07-31 00:00:00,07,3,212,30,2009,2 hrs. 16 min.,136.0
b4889,furious 7,190000000.0,1516045911.0,6.979189005263158,2015-04-03 00:00:00,04,2,93,13,2015,2 hrs. 17 min.,137.0
b4890,furry vengeance,35000000.0,36236710.0,0.03533457142857143,2010-04-30 00:00:00,04,2,120,17,2010,1 hrs. 32 min.,92.0
b4892,fury (2014),68000000.0,211817906.0,2.114969205882353,2014-10-17 00:00:00,10,4,290,41,2014,2 hrs. 14 min.,134.0
b4897,g-force,150000000.0,292817841.0,0.95211894,2009-07-24 00:00:00,07,3,205,29,2009,1 hrs. 30 min.,90.0
b4901,g.i. joe: retaliation,130000000.0,375740705.0,1.8903131153846153,2013-03-28 00:00:00,03,1,87,12,2013,1 hrs. 39 min.,99.0
b4902,g.i. joe: the rise of cobra,175000000.0,302469017.0,0.7283943828571429,2009-08-07 00:00:00,08,3,219,31,2009,1 hrs. 58 min.,118.0
b4915,galaxy quest,45000000.0,90683916.0,1.0151981333333333,1999-12-25 00:00:00,12,4,359,51,1999,1 hrs. 42 min.,102.0
b4932,gangs of new york,100000000.0,193772504.0,0.93772504,2002-12-20 00:00:00,12,4,354,50,2002,2 hrs. 40 min.,160.0
b4934,gangster squad,60000000.0,105200903.0,0.7533483833333333,2013-01-11 00:00:00,01,1,11,1,2013,1 hrs. 53 min.,113.0
b4946,garfield: the movie,50000000.0,200804534.0,3.01609068,2004-06-11 00:00:00,06,2,163,23,2004,1 hrs. 25 min.,85.0
b4976,gentlemen broncos,10000000.0,118492.0,-0.9881508,2009-10-30 00:00:00,10,4,303,43,2009,1 hrs. 29 min.,89.0
b4979,george a. romero's land of the dead,15000000.0,46770602.0,2.1180401333333334,2005-06-24 00:00:00,06,2,175,25,2005,1 hrs. 33 min.,93.0
b4980,george a. romero's survival of the dead,4000000.0,143191.0,-0.96420225,2010-05-28 00:00:00,05,2,148,21,2010,1 hrs. 30 min.,90.0
b4983,george of the jungle,55000000.0,174463257.0,2.1720592181818184,1997-07-18 00:00:00,07,3,199,28,1997,1 hrs. 32 min.,92.0
b4994,get carter,63600000.0,19412993.0,-0.6947642610062893,2000-10-06 00:00:00,10,4,280,40,2000,1 hrs. 42 min.,102.0
b4996,get hard,40000000.0,111811453.0,1.795286325,2015-03-27 00:00:00,03,1,86,12,2015,1 hrs. 40 min.,100.0
b4997,get him to the greek,40000000.0,91261479.0,1.281536975,2010-06-04 00:00:00,06,2,155,22,2010,1 hrs. 49 min.,109.0
b4998,get low,7000000.0,9695282.0,0.3850402857142857,2010-07-30 00:00:00,07,3,211,30,2010,1 hrs. 40 min.,100.0
b5001,get over it,22000000.0,19900366.0,-0.09543790909090909,2001-03-09 00:00:00,03,1,68,9,2001,1 hrs. 26 min.,86.0
b5003,get rich or die tryin',40000000.0,46442528.0,0.1610632,2005-11-09 00:00:00,11,4,313,45,2005,2 hrs. 14 min.,134.0
b5006,get smart,80000000.0,230685453.0,1.8835681625,2008-06-20 00:00:00,06,2,172,24,2008,1 hrs. 50 min.,110.0
b5023,ghost rider,110000000.0,228738393.0,1.0794399363636364,2007-02-16 00:00:00,02,1,47,6,2007,1 hrs. 50 min.,110.0
b5024,ghost rider: spirit of vengeance,57000000.0,132563930.0,1.3256829824561402,2012-02-17 00:00:00,02,1,48,7,2012,1 hrs. 35 min.,95.0
b5025,ghost ship,20000000.0,68349884.0,2.4174942,2002-10-25 00:00:00,10,4,298,42,2002,1 hrs. 28 min.,88.0
b5029,ghost town,20000000.0,27074492.0,0.3537246,2008-09-19 00:00:00,09,3,263,37,2008,1 hrs. 42 min.,102.0
b5031,ghost world,7000000.0,8764007.0,0.252001,2001-07-20 00:00:00,07,3,201,28,2001,1 hrs. 51 min.,111.0
b5034,ghost in the shell (2017),110000000.0,154562931.0,0.40511755454545456,2017-03-31 00:00:00,03,1,90,13,2017,2 hrs. 0 min.,120.0
b5037,ghostbusters,30000000.0,295212467.0,8.840415566666668,1984-06-08 00:00:00,06,2,160,23,1984,1 hrs. 47 min.,107.0
b5038,ghostbusters (2016),144000000.0,229147509.0,0.5913021458333333,2016-07-15 00:00:00,07,3,197,28,2016,1 hrs. 48 min.,108.0
b5054,gigli,54000000.0,7266209.0,-0.865440574074074,2003-08-01 00:00:00,08,3,213,30,2003,2 hrs. 4 min.,124.0
b5063,ginger snaps ii: unleashed,3500000.0,80372.0,-0.9770365714285715,2004-01-30 00:00:00,01,1,30,4,2004,1 hrs. 34 min.,94.0
b5076,"""girl, interrupted""",40000000.0,48350205.0,0.208755125,1999-12-21 00:00:00,12,4,355,51,1999,2 hrs. 7 min.,127.0
b5092,gladiator,103000000.0,457640427.0,3.4431109417475727,2000-05-05 00:00:00,05,2,126,18,2000,2 hrs. 35 min.,155.0
b5099,glee the 3d concert movie,9000000.0,18663238.0,1.0736931111111112,2011-08-12 00:00:00,08,3,224,32,2011,1 hrs. 40 min.,100.0
b5104,glitter,22000000.0,5271666.0,-0.7603788181818182,2001-09-21 00:00:00,09,3,264,37,2001,1 hrs. 44 min.,104.0
b5113,go,20000000.0,28451622.0,0.4225811,1999-04-09 00:00:00,04,2,99,14,1999,1 hrs. 38 min.,98.0
b5144,gods and generals,56000000.0,12923936.0,-0.7692154285714285,2003-02-21 00:00:00,02,1,52,7,2003,3 hrs. 30 min.,210.0
b5145,gods and monsters,10000000.0,6451628.0,-0.3548372,1998-11-06 00:00:00,11,4,310,44,1998,1 hrs. 45 min.,105.0
b5146,gods of egypt,140000000.0,150680864.0,0.07629188571428572,2016-02-26 00:00:00,02,1,57,8,2016,2 hrs. 7 min.,127.0
b5147,godsend,25000000.0,30114487.0,0.20457948,2004-04-30 00:00:00,04,2,121,17,2004,1 hrs. 42 min.,102.0
b5149,godzilla,130000000.0,379014294.0,1.9154945692307692,1998-05-20 00:00:00,05,2,140,20,1998,2 hrs. 20 min.,140.0
b5150,godzilla (2014),160000000.0,529076069.0,2.30672543125,2014-05-16 00:00:00,05,2,136,19,2014,2 hrs. 3 min.,123.0
b5154,godzilla 2000,13000000.0,12924063.0,-0.0058413076923076925,2000-08-18 00:00:00,08,3,231,33,2000,1 hrs. 39 min.,99.0
b5168,going in style (2017),25000000.0,39500793.0,0.58003172,2017-04-07 00:00:00,04,2,97,14,2017,1 hrs. 36 min.,96.0
b5169,going the distance,32000000.0,42052757.0,0.31414865625,2010-09-03 00:00:00,09,3,246,35,2010,1 hrs. 37 min.,97.0
b5185,gone baby gone,19000000.0,34619699.0,0.8220894210526316,2007-10-19 00:00:00,10,4,292,41,2007,1 hrs. 54 min.,114.0
b5188,gone girl,61000000.0,369330363.0,5.054596114754099,2014-10-03 00:00:00,10,4,276,39,2014,2 hrs. 25 min.,145.0
b5189,gone in 60 seconds,90000000.0,237202299.0,1.6355811,2000-06-09 00:00:00,06,2,161,23,2000,1 hrs. 57 min.,117.0
b5196,good boy!,18000000.0,45312217.0,1.5173453888888888,2003-10-10 00:00:00,10,4,283,40,2003,1 hrs. 36 min.,96.0
b5211,"""good night, and good luck.""",7000000.0,54641191.0,6.805884428571429,2005-10-07 00:00:00,10,4,280,40,2005,1 hrs. 30 min.,90.0
b5228,goosebumps,58000000.0,150170815.0,1.5891519827586207,2015-10-16 00:00:00,10,4,289,41,2015,1 hrs. 43 min.,103.0
b5236,gosford park,19800000.0,87754044.0,3.432022424242424,2001-12-26 00:00:00,12,4,360,51,2001,2 hrs. 17 min.,137.0
b5238,gossip,24000000.0,12591270.0,-0.47536375,2000-04-21 00:00:00,04,2,112,16,2000,1 hrs. 30 min.,90.0
b5241,gothika,40000000.0,141591324.0,2.5397831,2003-11-21 00:00:00,11,4,325,46,2003,1 hrs. 35 min.,95.0
b5254,gracie,9000000.0,3826568.0,-0.5748257777777778,2007-06-01 00:00:00,06,2,152,21,2007,1 hrs. 35 min.,95.0
b5256,gran torino,33000000.0,269958228.0,7.180552363636363,2008-12-12 00:00:00,12,4,347,49,2008,1 hrs. 56 min.,116.0
b5277,gravity,100000000.0,723192705.0,6.23192705,2013-10-04 00:00:00,10,4,277,39,2013,1 hrs. 31 min.,91.0
b5300,green lantern,200000000.0,219851172.0,0.09925586,2011-06-17 00:00:00,06,2,168,24,2011,1 hrs. 45 min.,105.0
b5303,green zone,100000000.0,94882549.0,-0.05117451,2010-03-12 00:00:00,03,1,71,10,2010,1 hrs. 55 min.,115.0
b5320,gridiron gang,30000000.0,41480851.0,0.3826950333333333,2006-09-15 00:00:00,09,3,258,37,2006,2 hrs. 0 min.,120.0
b5324,grind,6000000.0,5141166.0,-0.143139,2003-08-15 00:00:00,08,3,227,32,2003,1 hrs. 40 min.,100.0
b5325,grindhouse,67000000.0,25422088.0,-0.6205658507462687,2007-04-06 00:00:00,04,2,96,13,2007,3 hrs. 11 min.,191.0
b5335,grown ups,80000000.0,271430189.0,2.3928773625,2010-06-25 00:00:00,06,2,176,25,2010,1 hrs. 42 min.,102.0
b5336,grown ups 2,80000000.0,246984278.0,2.087303475,2013-07-12 00:00:00,07,3,193,27,2013,1 hrs. 41 min.,101.0
b5337,grudge match,40000000.0,44907260.0,0.1226815,2013-12-25 00:00:00,12,4,359,51,2013,1 hrs. 53 min.,113.0
b5343,guardians of the galaxy,170000000.0,773328629.0,3.5489919352941177,2014-08-01 00:00:00,08,3,213,30,2014,2 hrs. 1 min.,121.0
b5358,gulliver's travels,112000000.0,237382724.0,1.1194886071428571,2010-12-25 00:00:00,12,4,359,51,2010,1 hrs. 25 min.,85.0
b5364,gun shy,14000000.0,3221280.0,-0.7699085714285714,2000-02-04 00:00:00,02,1,35,5,2000,1 hrs. 42 min.,102.0
b5393,"""hail, caesar!""",22000000.0,63647656.0,1.8930752727272728,2016-02-05 00:00:00,02,1,36,5,2016,1 hrs. 40 min.,100.0
b5406,hall pass,36000000.0,83160734.0,1.3100203888888888,2011-02-25 00:00:00,02,1,56,8,2011,1 hrs. 38 min.,98.0
b5413,halloween ii (2009),15000000.0,39421467.0,1.6280978,2009-08-28 00:00:00,08,3,240,34,2009,1 hrs. 41 min.,101.0
b5416,halloween: resurrection,13000000.0,37664855.0,1.8972965384615386,2002-07-12 00:00:00,07,3,193,27,2002,1 hrs. 34 min.,94.0
b5423,hamlet (1996),18000000.0,4739189.0,-0.7367117222222223,1996-12-27 00:00:00,12,4,362,51,1996,4 hrs. 2 min.,242.0
b5425,hamlet 2,9000000.0,4925288.0,-0.4527457777777778,2008-08-22 00:00:00,08,3,235,33,2008,1 hrs. 32 min.,92.0
b5429,hancock,150000000.0,624386746.0,3.1625783066666666,2008-07-02 00:00:00,07,3,184,26,2008,1 hrs. 32 min.,92.0
b5436,hanging up,60000000.0,51880044.0,-0.1353326,2000-02-18 00:00:00,02,1,49,7,2000,1 hrs. 35 min.,95.0
b5440,hanna,30000000.0,63782078.0,1.1260692666666667,2011-04-08 00:00:00,04,2,98,14,2011,1 hrs. 51 min.,111.0
b5450,hannibal,87000000.0,351692268.0,3.0424398620689654,2001-02-09 00:00:00,02,1,40,5,2001,2 hrs. 11 min.,131.0
b5454,hansel and gretel: witch hunters,50000000.0,226349749.0,3.52699498,2013-01-25 00:00:00,01,1,25,3,2013,1 hrs. 28 min.,88.0
b5466,happy feet,100000000.0,384335608.0,2.84335608,2006-11-17 00:00:00,11,4,321,46,2006,1 hrs. 48 min.,108.0
b5468,happy gilmore,12000000.0,41205099.0,2.43375825,1996-02-16 00:00:00,02,1,47,6,1996,1 hrs. 32 min.,92.0
b5495,hardball,32000000.0,44102389.0,0.37819965625,2001-09-14 00:00:00,09,3,257,36,2001,1 hrs. 46 min.,106.0
b5507,harold and kumar escape from guantanamo bay,12000000.0,43493123.0,2.6244269166666667,2008-04-25 00:00:00,04,2,116,16,2008,1 hrs. 42 min.,102.0
b5508,harold and kumar go to white castle,9000000.0,23936908.0,1.6596564444444444,2004-07-30 00:00:00,07,3,212,30,2004,1 hrs. 28 min.,88.0
b5514,harry brown,7300000.0,10329747.0,0.41503383561643836,2010-04-30 00:00:00,04,2,120,17,2010,1 hrs. 43 min.,103.0
b5517,harry potter and the chamber of secrets,100000000.0,878979634.0,7.78979634,2002-11-15 00:00:00,11,4,319,45,2002,2 hrs. 41 min.,161.0
b5520,harry potter and the goblet of fire,150000000.0,896911078.0,4.979407186666666,2005-11-18 00:00:00,11,4,322,46,2005,2 hrs. 33 min.,153.0
b5521,harry potter and the half-blood prince,250000000.0,934416487.0,2.737665948,2009-07-15 00:00:00,07,3,196,28,2009,2 hrs. 33 min.,153.0
b5522,harry potter and the order of the phoenix,150000000.0,939885929.0,5.2659061933333335,2007-07-11 00:00:00,07,3,192,27,2007,2 hrs. 19 min.,139.0
b5523,harry potter and the prisoner of azkaban,130000000.0,796688549.0,5.128373453846154,2004-06-04 00:00:00,06,2,156,22,2004,2 hrs. 22 min.,142.0
b5524,harry potter and the sorcerer's stone,125000000.0,974755371.0,6.798042968,2001-11-16 00:00:00,11,4,320,45,2001,2 hrs. 33 min.,153.0
b5529,hart's war,70000000.0,32287044.0,-0.5387565142857142,2002-02-15 00:00:00,02,1,46,6,2002,2 hrs. 5 min.,125.0
b5557,havoc,9000000.0,371000.0,-0.9587777777777777,,,,,,,1 hrs. 26 min.,86.0
b5560,haywire,23000000.0,33372606.0,0.4509828695652174,2012-01-20 00:00:00,01,1,20,3,2012,1 hrs. 33 min.,93.0
b5574,head over heels,14000000.0,13127022.0,-0.06235557142857143,2001-02-02 00:00:00,02,1,33,4,2001,1 hrs. 27 min.,87.0
b5576,head of state,35200000.0,38620484.0,0.09717284090909091,2003-03-28 00:00:00,03,1,87,12,2003,1 hrs. 35 min.,95.0
b5597,heartbreakers,35000000.0,57756408.0,0.6501830857142857,2001-03-23 00:00:00,03,1,82,11,2001,2 hrs. 2 min.,122.0
b5602,hearts in atlantis,31000000.0,30919415.0,-0.002599516129032258,2001-09-28 00:00:00,09,3,271,38,2001,1 hrs. 41 min.,101.0
b5616,heaven is for real,12000000.0,101332962.0,7.4444135,2014-04-16 00:00:00,04,2,106,15,2014,1 hrs. 40 min.,100.0
b5617,heaven's gate,44000000.0,3484331.0,-0.9208106590909091,1980-11-19 00:00:00,11,4,324,46,1980,3 hrs. 39 min.,219.0
b5632,heist,39000000.0,28510652.0,-0.268957641025641,2001-11-09 00:00:00,11,4,313,44,2001,1 hrs. 51 min.,111.0
b5633,heist (2015),8900000.0,50136.0,-0.9943667415730337,2015-11-13 00:00:00,11,4,317,45,2015,1 hrs. 33 min.,93.0
b5644,hell or high water,12000000.0,27007844.0,1.2506536666666668,2016-08-12 00:00:00,08,3,225,32,2016,1 hrs. 42 min.,102.0
b5651,hellboy,66000000.0,99318987.0,0.5048331363636364,2004-04-02 00:00:00,04,2,93,13,2004,1 hrs. 52 min.,112.0
b5652,hellboy ii: the golden army,85000000.0,160388063.0,0.8869183882352941,2008-07-11 00:00:00,07,3,193,27,2008,1 hrs. 50 min.,110.0
b5676,her (2013),23000000.0,47351251.0,1.0587500434782608,2013-12-18 00:00:00,12,4,352,50,2013,2 hrs. 0 min.,120.0
b5689,herbie: fully loaded,50000000.0,144146816.0,1.88293632,2005-06-22 00:00:00,06,2,173,25,2005,1 hrs. 32 min.,92.0
b5690,hercules,85000000.0,252712101.0,1.9730835411764707,1997-06-15 00:00:00,06,2,166,24,1997,1 hrs. 32 min.,92.0
b5692,hercules (2014),100000000.0,244819862.0,1.44819862,2014-07-25 00:00:00,07,3,206,29,2014,1 hrs. 38 min.,98.0
b5700,here on earth,15000000.0,10873148.0,-0.27512346666666665,2000-03-24 00:00:00,03,1,84,12,2000,1 hrs. 36 min.,96.0
b5701,hereafter,50000000.0,105197635.0,1.1039527,2010-10-15 00:00:00,10,4,288,41,2010,2 hrs. 9 min.,129.0
b5714,hesher,7000000.0,382946.0,-0.9452934285714286,2011-05-13 00:00:00,05,2,133,19,2011,1 hrs. 49 min.,109.0
b5716,hey arnold! the movie,3000000.0,15249308.0,4.083102666666667,2002-06-28 00:00:00,06,2,179,25,2002,1 hrs. 15 min.,75.0
b5722,hidalgo,100000000.0,108103450.0,0.0810345,2004-03-05 00:00:00,03,1,65,9,2004,2 hrs. 16 min.,136.0
b5724,hidden figures,25000000.0,227496995.0,8.0998798,2016-12-25 00:00:00,12,4,360,52,2016,2 hrs. 7 min.,127.0
b5740,high crimes,42000000.0,63781810.0,0.5186145238095238,2002-04-05 00:00:00,04,2,95,13,2002,1 hrs. 55 min.,115.0
b5741,high fidelity,30000000.0,47126295.0,0.5708765,2000-03-31 00:00:00,03,1,91,13,2000,1 hrs. 54 min.,114.0
b5744,high heels and low lifes,10000000.0,228194.0,-0.9771806,2001-10-26 00:00:00,10,4,299,42,2001,1 hrs. 26 min.,86.0
b5762,higher ground,2000000.0,841733.0,-0.5791335,2011-08-26 00:00:00,08,3,238,34,2011,1 hrs. 49 min.,109.0
b5767,highlander: endgame,25000000.0,15843608.0,-0.36625568,2000-09-01 00:00:00,09,3,245,35,2000,1 hrs. 28 min.,88.0
b5789,hit and run,2000000.0,14453354.0,6.226677,2012-08-22 00:00:00,08,3,235,34,2012,1 hrs. 40 min.,100.0
b5790,hitch,70000000.0,368100420.0,4.258577428571429,2005-02-11 00:00:00,02,1,42,6,2005,1 hrs. 55 min.,115.0
b5795,hitman: agent 47,35000000.0,82347656.0,1.3527901714285715,2015-08-21 00:00:00,08,3,233,33,2015,1 hrs. 36 min.,96.0
b5805,holes,20000000.0,71406573.0,2.57032865,2003-04-18 00:00:00,04,2,108,15,2003,1 hrs. 57 min.,117.0
b5813,hollow man,95000000.0,190213455.0,1.0022468947368421,2000-08-04 00:00:00,08,3,217,31,2000,1 hrs. 53 min.,113.0
b5819,hollywood homicide,75000000.0,51142659.0,-0.31809788,2003-06-13 00:00:00,06,2,164,23,2003,1 hrs. 51 min.,111.0
b5832,home (2015),135000000.0,386041607.0,1.8595674592592593,2015-03-27 00:00:00,03,1,86,12,2015,1 hrs. 34 min.,94.0
b5835,home alone 3,32000000.0,79082515.0,1.47132859375,1997-12-12 00:00:00,12,4,346,49,1997,1 hrs. 42 min.,102.0
b5850,home on the range,110000000.0,103951461.0,-0.05498671818181818,2004-04-02 00:00:00,04,2,93,13,2004,1 hrs. 16 min.,76.0
b5851,homefront,22000000.0,43058898.0,0.9572226363636364,2013-11-27 00:00:00,11,4,331,47,2013,1 hrs. 50 min.,110.0
b5861,honey,18000000.0,62228395.0,2.4571330555555555,2003-12-05 00:00:00,12,4,339,48,2003,1 hrs. 34 min.,94.0
b5873,hoodwinked too! hood vs. evil,30000000.0,16960968.0,-0.4346344,2011-04-29 00:00:00,04,2,119,17,2011,1 hrs. 25 min.,85.0
b5874,hook,70000000.0,300854823.0,3.2979260428571426,1991-12-11 00:00:00,12,4,345,49,1991,2 hrs. 22 min.,142.0
b5879,hoot,15000000.0,8224998.0,-0.4516668,2006-05-05 00:00:00,05,2,125,18,2006,1 hrs. 30 min.,90.0
b5880,hop,63000000.0,183953723.0,1.9199003650793651,2011-04-01 00:00:00,04,2,91,13,2011,1 hrs. 30 min.,90.0
b5886,horrible bosses,35000000.0,209638559.0,4.989673114285714,2011-07-08 00:00:00,07,3,189,27,2011,1 hrs. 40 min.,100.0
b5887,horrible bosses 2,42000000.0,107670357.0,1.5635799285714285,2014-11-26 00:00:00,11,4,330,47,2014,1 hrs. 48 min.,108.0
b5896,hostel part ii,10200000.0,35619521.0,2.4921099019607844,2007-06-08 00:00:00,06,2,159,22,2007,1 hrs. 34 min.,94.0
b5901,hot pursuit,35000000.0,51680201.0,0.4765771714285714,2015-05-08 00:00:00,05,2,128,18,2015,1 hrs. 27 min.,87.0
b5904,hot shots!,26000000.0,181096164.0,5.965237076923077,1991-07-31 00:00:00,07,3,212,30,1991,1 hrs. 24 min.,84.0
b5908,hot tub time machine,36000000.0,64572262.0,0.7936739444444444,2010-03-26 00:00:00,03,1,85,12,2010,1 hrs. 40 min.,100.0
b5909,hot tub time machine 2,14000000.0,13081651.0,-0.06559635714285714,2015-02-20 00:00:00,02,1,51,7,2015,1 hrs. 33 min.,93.0
b5917,hotel transylvania,85000000.0,358375603.0,3.2161835647058825,2012-09-28 00:00:00,09,3,272,39,2012,1 hrs. 31 min.,91.0
b5918,hotel transylvania 2,80000000.0,473226958.0,4.915336975,2015-09-25 00:00:00,09,3,268,38,2015,1 hrs. 29 min.,89.0
b5932,house at the end of the street,10000000.0,44287131.0,3.4287131,2012-09-21 00:00:00,09,3,265,38,2012,1 hrs. 41 min.,101.0
b5933,"""house of 1,000 corpses""",7000000.0,16829545.0,1.4042207142857144,2003-04-11 00:00:00,04,2,101,14,2003,1 hrs. 28 min.,88.0
b5941,house of sand and fog,16500000.0,16942795.0,0.026836060606060606,2003-12-19 00:00:00,12,4,353,50,2003,2 hrs. 6 min.,126.0
b5944,house of the dead,12000000.0,13818181.0,0.15151508333333333,2003-10-10 00:00:00,10,4,283,40,2003,1 hrs. 32 min.,92.0
b5946,house on haunted hill,37000000.0,40846082.0,0.10394816216216216,1999-10-29 00:00:00,10,4,302,43,1999,1 hrs. 35 min.,95.0
b5956,how do you know,120000000.0,48668907.0,-0.594425775,2010-12-17 00:00:00,12,4,351,50,2010,1 hrs. 56 min.,116.0
b5959,how high,20000000.0,31283740.0,0.564187,2001-12-21 00:00:00,12,4,355,50,2001,1 hrs. 33 min.,93.0
b5966,how stella got her groove back,20000000.0,39278722.0,0.9639361,1998-08-14 00:00:00,08,3,226,32,1998,2 hrs. 4 min.,124.0
b5968,how the grinch stole christmas,123000000.0,345141403.0,1.8060276666666666,2000-11-17 00:00:00,11,4,322,46,2000,1 hrs. 44 min.,104.0
b5971,how to be single,38000000.0,112343513.0,1.9564082368421052,2016-02-12 00:00:00,02,1,43,6,2016,1 hrs. 50 min.,110.0
b5976,how to deal,16000000.0,14308132.0,-0.10574175,2003-07-18 00:00:00,07,3,199,28,2003,1 hrs. 42 min.,102.0
b5983,how to lose friends and alienate people,28000000.0,19151797.0,-0.31600725,2008-10-03 00:00:00,10,4,277,39,2008,1 hrs. 50 min.,110.0
b5993,how to train your dragon,165000000.0,494878759.0,1.999265206060606,2010-03-26 00:00:00,03,1,85,12,2010,1 hrs. 38 min.,98.0
b5994,how to train your dragon 2,145000000.0,621537519.0,3.286465648275862,2014-06-13 00:00:00,06,2,164,23,2014,1 hrs. 45 min.,105.0
b5998,howard the duck,37000000.0,37962774.0,0.02602091891891892,1986-08-01 00:00:00,08,3,213,30,1986,1 hrs. 51 min.,111.0
b6009,hulk,137000000.0,245360480.0,0.7909524087591241,2003-06-20 00:00:00,06,2,171,24,2003,2 hrs. 15 min.,135.0
b6032,hurlyburly,15000000.0,1798862.0,-0.8800758666666667,1998-12-25 00:00:00,12,4,359,51,1998,2 hrs. 3 min.,123.0
b6040,hustle and flow,2800000.0,23563727.0,7.415616785714286,2005-07-22 00:00:00,07,3,203,29,2005,1 hrs. 54 min.,114.0
b6054,i am legend,150000000.0,585349010.0,2.902326733333333,2007-12-14 00:00:00,12,4,348,49,2007,1 hrs. 40 min.,100.0
b6057,i am number four,60000000.0,149878437.0,1.49797395,2011-02-18 00:00:00,02,1,49,7,2011,1 hrs. 44 min.,104.0
b6066,i capture the castle,8000000.0,6586341.0,-0.176707375,2003-07-11 00:00:00,07,3,192,27,2003,1 hrs. 53 min.,113.0
b6073,i don't know how she does it,24000000.0,30551495.0,0.27297895833333335,2011-09-16 00:00:00,09,3,259,37,2011,1 hrs. 35 min.,95.0
b6075,i dreamed of africa,50000000.0,14400327.0,-0.71199346,2000-05-05 00:00:00,05,2,126,18,2000,1 hrs. 55 min.,115.0
b6081,i heart huckabees,20000000.0,20072172.0,0.0036086,2004-10-01 00:00:00,10,4,275,39,2004,1 hrs. 46 min.,106.0
b6090,i love you beth cooper,18000000.0,15821907.0,-0.12100516666666666,2009-07-10 00:00:00,07,3,191,27,2009,1 hrs. 42 min.,102.0
b6095,"""i love you, phillip morris""",13000000.0,20722843.0,0.5940648461538461,2010-12-03 00:00:00,12,4,337,48,2010,1 hrs. 40 min.,100.0
b6099,i now pronounce you chuck and larry,85000000.0,186072214.0,1.1890848705882353,2007-07-20 00:00:00,07,3,201,28,2007,1 hrs. 50 min.,110.0
b6109,i spit on your grave,2000000.0,572809.0,-0.7135955,2010-10-08 00:00:00,10,4,281,40,2010,1 hrs. 48 min.,108.0
b6111,i spy,70000000.0,50732945.0,-0.27524364285714287,2002-11-01 00:00:00,11,4,305,43,2002,1 hrs. 36 min.,96.0
b6115,i think i love my wife,11000000.0,13196245.0,0.19965863636363637,2007-03-16 00:00:00,03,1,75,10,2007,1 hrs. 30 min.,90.0
b6153,"""i, frankenstein""",65000000.0,71154592.0,0.09468603076923077,2014-01-24 00:00:00,01,1,24,3,2014,1 hrs. 32 min.,92.0
b6155,"""i, robot""",120000000.0,347234916.0,1.8936243,2004-07-16 00:00:00,07,3,198,28,2004,1 hrs. 45 min.,105.0
b6160,ice age,59000000.0,383257136.0,5.495883661016949,2002-03-15 00:00:00,03,1,74,10,2002,1 hrs. 21 min.,81.0
b6161,ice age: collision course,105000000.0,408579038.0,2.891228933333333,2016-07-22 00:00:00,07,3,204,29,2016,1 hrs. 34 min.,94.0
b6162,ice age: continental drift,95000000.0,877244782.0,8.2341556,2012-07-13 00:00:00,07,3,195,28,2012,1 hrs. 34 min.,94.0
b6163,ice age: dawn of the dinosaurs,90000000.0,886686817.0,8.852075744444445,2009-07-01 00:00:00,07,3,182,26,2009,1 hrs. 27 min.,87.0
b6164,ice age: the meltdown,80000000.0,660940780.0,7.26175975,2006-03-31 00:00:00,03,1,90,13,2006,1 hrs. 30 min.,90.0
b6172,identity,28000000.0,90259536.0,2.223554857142857,2003-04-25 00:00:00,04,2,115,16,2003,1 hrs. 27 min.,87.0
b6173,identity thief,35000000.0,173965010.0,3.970428857142857,2013-02-08 00:00:00,02,1,39,5,2013,1 hrs. 51 min.,111.0
b6179,if i stay,11000000.0,78874843.0,6.170440272727273,2014-08-22 00:00:00,08,3,234,33,2014,1 hrs. 46 min.,106.0
