,link,name,budget,rev_tot,rev_lif,rel_dt,runtime,distributor,genre,rating,awards
845,http://www.boxofficemojo.com/movies/?id=alongcamepolly.htm,Along Came Polly,42000000.0,88097164.0,,16-Jan-04,1 hrs. 30 min.,Universal,Romantic Comedy,PG-13,No Academy Awards Information
846,http://www.boxofficemojo.com/movies/?id=alongcameaspider.htm,Along Came a Spider,60000000.0,74078174.0,,6-Apr-01,1 hrs. 43 min.,Paramount,Thriller,R,No Academy Awards Information
857,http://www.boxofficemojo.com/movies/?id=alvinandthechipmunks.htm,Alvin and the Chipmunks,60000000.0,217326974.0,,14-Dec-07,1 hrs. 32 min.,Fox,Family Comedy,PG,No Academy Awards Information
858,http://www.boxofficemojo.com/movies/?id=alvin3d.htm,Alvin and the Chipmunks: Chipwrecked,75000000.0,133110742.0,,16-Dec-11,1 hrs. 27 min.,Fox,Family Comedy,G,No Academy Awards Information
860,http://www.boxofficemojo.com/movies/?id=alvinandthechipmunksii.htm,Alvin and the Chipmunks: The Squeakquel,75000000.0,219614612.0,,23-Dec-09,1 hrs. 28 min.,Fox,Family Comedy,PG,No Academy Awards Information
874,http://www.boxofficemojo.com/movies/?id=amelia.htm,Amelia,40000000.0,14245415.0,,23-Oct-09,2 hrs. 0 min.,Fox Searchlight,Historical Drama,PG,No Academy Awards Information
875,http://www.boxofficemojo.com/movies/?id=amelie.htm,Amelie,10000000.0,33225499.0,,2-Nov-01,2 hrs. 2 min.,Miramax,Foreign,R,Nominated for Four Oscars.
883,http://www.boxofficemojo.com/movies/?id=americassweethearts.htm,America's Sweethearts,46000000.0,93607673.0,,20-Jul-01,1 hrs. 42 min.,Sony (Revolution),Romantic Comedy,PG-13,No Academy Awards Information
888,http://www.boxofficemojo.com/movies/?id=americanbeauty.htm,American Beauty,15000000.0,130096601.0,,15-Sep-99,2 hrs. 2 min.,DreamWorks,Drama,R,"""Nominated for Eight Oscars, Including Five Wins."""
896,http://www.boxofficemojo.com/movies/?id=americandreamz.htm,American Dreamz,17000000.0,7191830.0,,21-Apr-06,1 hrs. 47 min.,Universal,Comedy,PG-13,No Academy Awards Information
899,http://www.boxofficemojo.com/movies/?id=americangangster.htm,American Gangster,100000000.0,130164645.0,,2-Nov-07,2 hrs. 40 min.,Universal,Crime Drama,R,Nominated for Two Oscars.
906,http://www.boxofficemojo.com/movies/?id=americanhistoryx.htm,American History X,20000000.0,6719864.0,,30-Oct-98,2 hrs. 7 min.,New Line,Crime Drama,R,Nominated for One Oscar.
909,http://www.boxofficemojo.com/movies/?id=davido2013.htm,American Hustle,40000000.0,150117807.0,,13-Dec-13,2 hrs. 18 min.,Sony / Columbia,Drama,R,Nominated for Ten Oscars.
923,http://www.boxofficemojo.com/movies/?id=americanpie.htm,American Pie,11000000.0,102561004.0,,9-Jul-99,1 hrs. 35 min.,Universal,Comedy,R,No Academy Awards Information
924,http://www.boxofficemojo.com/movies/?id=americanpie2.htm,American Pie 2,30000000.0,145103595.0,,10-Aug-01,1 hrs. 44 min.,Universal,Comedy,R,No Academy Awards Information
928,http://www.boxofficemojo.com/movies/?id=americanpsycho.htm,American Psycho,7000000.0,15070285.0,,14-Apr-00,1 hrs. 44 min.,Lions Gate,Thriller,R,No Academy Awards Information
929,http://www.boxofficemojo.com/movies/?id=americanreunion.htm,American Reunion,50000000.0,57011521.0,,6-Apr-12,1 hrs. 53 min.,Universal,Comedy,R,No Academy Awards Information
930,http://www.boxofficemojo.com/movies/?id=americansniper.htm,American Sniper,58800000.0,350126372.0,,25-Dec-14,2 hrs. 12 min.,Warner Bros.,Drama,R,"""Nominated for Six Oscars, Including One Win."""
937,http://www.boxofficemojo.com/movies/?id=americanultra.htm,American Ultra,28000000.0,14440985.0,,21-Aug-15,1 hrs. 36 min.,Lionsgate,Action Comedy,R,No Academy Awards Information
939,http://www.boxofficemojo.com/movies/?id=americanwedding.htm,American Wedding,55000000.0,104565114.0,,1-Aug-03,1 hrs. 42 min.,Universal,Comedy,R,No Academy Awards Information
947,http://www.boxofficemojo.com/movies/?id=amigo.htm,Amigo,1500000.0,184705.0,,19-Aug-11,2 hrs. 7 min.,Variance Films,Drama,Unrated,No Academy Awards Information
949,http://www.boxofficemojo.com/movies/?id=amistad.htm,Amistad,36000000.0,44229441.0,,10-Dec-97,2 hrs. 32 min.,DreamWorks,Period Drama,R,Nominated for Four Oscars.
955,http://www.boxofficemojo.com/movies/?id=amongstfriends.htm,Amongst Friends,1000000.0,265000.0,,23-Jul-93,1 hrs. 28 min.,Fine Line,Unknown,R,No Academy Awards Information
959,http://www.boxofficemojo.com/movies/?id=amour.htm,Amour,8900000.0,6739492.0,,19-Dec-12,2 hrs. 5 min.,Sony Classics,Foreign,PG-13,"""Nominated for Five Oscars, Including One Win."""
973,http://www.boxofficemojo.com/movies/?id=americancarol.htm,An American Carol,20000000.0,7013191.0,,3-Oct-08,1 hrs. 23 min.,Vivendi Entertainment,Comedy,PG-13,No Academy Awards Information
975,http://www.boxofficemojo.com/movies/?id=americanhaunting.htm,An American Haunting,14000000.0,16298046.0,,5-May-06,1 hrs. 30 min.,Freestyle Releasing,Horror,PG-13,No Academy Awards Information
980,http://www.boxofficemojo.com/movies/?id=americanwerewolfinparis.htm,An American Werewolf in Paris,25000000.0,26570463.0,,25-Dec-97,1 hrs. 38 min.,Buena Vista,Horror Comedy,R,No Academy Awards Information
983,http://www.boxofficemojo.com/movies/?id=awfullybigadventure.htm,An Awfully Big Adventure,4000000.0,259724.0,,21-Jul-95,1 hrs. 52 min.,Fine Line,Unknown,R,No Academy Awards Information
984,http://www.boxofficemojo.com/movies/?id=aneducation.htm,An Education,7500000.0,12574914.0,,9-Oct-09,1 hrs. 35 min.,Sony Classics,Period Drama,PG-13,Nominated for Three Oscars.
985,http://www.boxofficemojo.com/movies/?id=aneverlastingpiece.htm,An Everlasting Piece,14000000.0,75228.0,,22-Dec-00,1 hrs. 43 min.,DreamWorks,Unknown,R,No Academy Awards Information
995,http://www.boxofficemojo.com/movies/?id=unfinishedlife.htm,An Unfinished Life,30000000.0,8586392.0,,9-Sep-05,1 hrs. 40 min.,Miramax,Drama,PG-13,No Academy Awards Information
999,http://www.boxofficemojo.com/movies/?id=anacondas.htm,Anacondas: The Hunt for the Blood Orchid,20000000.0,32238923.0,,27-Aug-04,1 hrs. 33 min.,Sony / Screen Gems,Horror,PG-13,No Academy Awards Information
1000,http://www.boxofficemojo.com/movies/?id=analyzethat.htm,Analyze That,60000000.0,32130627.0,,6-Dec-02,1 hrs. 40 min.,Warner Bros.,Crime Comedy,R,No Academy Awards Information
1001,http://www.boxofficemojo.com/movies/?id=analyzethis.htm,Analyze This,80000000.0,106885658.0,,5-Mar-99,1 hrs. 43 min.,Warner Bros.,Crime Comedy,R,No Academy Awards Information
1010,http://www.boxofficemojo.com/movies/?id=anchorman2.htm,Anchorman 2: The Legend Continues,50000000.0,125168368.0,127352707,18-Dec-13,1 hrs. 59 min.,Paramount,Comedy,PG-13,No Academy Awards Information
1011,http://www.boxofficemojo.com/movies/?id=anchorman.htm,Anchorman: The Legend of Ron Burgundy,26000000.0,85288303.0,,9-Jul-04,1 hrs. 31 min.,DreamWorks,Comedy,PG-13,No Academy Awards Information
1028,http://www.boxofficemojo.com/movies/?id=angeleyes.htm,Angel Eyes,53000000.0,24174218.0,,18-May-01,1 hrs. 42 min.,Warner Bros.,Romance,R,No Academy Awards Information
1030,http://www.boxofficemojo.com/movies/?id=angelheart.htm,Angel Heart,17000000.0,17185632.0,,6-Mar-87,1 hrs. 53 min.,TriStar,Horror Thriller,R,No Academy Awards Information
1034,http://www.boxofficemojo.com/movies/?id=angelasashes.htm,Angela's Ashes,50000000.0,13042112.0,,25-Dec-99,2 hrs. 25 min.,Paramount,Period Drama,R,Nominated for One Oscar.
1035,http://www.boxofficemojo.com/movies/?id=angelsanddemons.htm,Angels &amp; Demons,150000000.0,133375846.0,,15-May-09,2 hrs. 20 min.,Sony / Columbia,Thriller,PG-13,No Academy Awards Information
1041,http://www.boxofficemojo.com/movies/?id=angermanagement.htm,Anger Management,75000000.0,135645823.0,,11-Apr-03,1 hrs. 41 min.,Sony (Revolution),Comedy,PG-13,No Academy Awards Information
1061,http://www.boxofficemojo.com/movies/?id=annaandtheking.htm,Anna and the King,92000000.0,39263420.0,,17-Dec-99,2 hrs. 28 min.,Fox,Period Drama,PG-13,Nominated for Two Oscars.
1062,http://www.boxofficemojo.com/movies/?id=newlinehorror.htm,Annabelle,6500000.0,84273813.0,,3-Oct-14,1 hrs. 35 min.,Warner Bros. (New Line),Horror,R,No Academy Awards Information
1071,http://www.boxofficemojo.com/movies/?id=annie2014.htm,Annie (2014),65000000.0,85911262.0,,19-Dec-14,1 hrs. 58 min.,Sony / Columbia,Musical,PG,No Academy Awards Information
1073,http://www.boxofficemojo.com/movies/?id=anniehall.htm,Annie Hall,4000000.0,38251425.0,,20-Apr-77,1 hrs. 33 min.,United Artists,Romantic Comedy,PG,No Academy Awards Information
1075,http://www.boxofficemojo.com/movies/?id=anomalisa.htm,Anomalisa,8000000.0,3759286.0,,30-Dec-15,1 hrs. 30 min.,Paramount,Animation,R,Nominated for One Oscar.
1076,http://www.boxofficemojo.com/movies/?id=anonymous.htm,Anonymous,30000000.0,4463292.0,,28-Oct-11,2 hrs. 10 min.,Sony / Columbia,Period Drama,PG-13,Nominated for One Oscar.
1089,http://www.boxofficemojo.com/movies/?id=anotheryear.htm,Another Year,8000000.0,3205706.0,,29-Dec-10,2 hrs. 9 min.,Sony Classics,Drama,PG-13,Nominated for One Oscar.
1090,http://www.boxofficemojo.com/movies/?id=anotheryou.htm,Another You,17000000.0,2865916.0,,26-Jul-91,1 hrs. 34 min.,TriStar,Comedy,R,No Academy Awards Information
1092,http://www.boxofficemojo.com/movies/?id=antman.htm,Ant-Man,130000000.0,180202163.0,,17-Jul-15,1 hrs. 57 min.,Buena Vista,Action / Adventure,PG-13,No Academy Awards Information
1106,http://www.boxofficemojo.com/movies/?id=antwonefisher.htm,Antwone Fisher,12500000.0,21078145.0,,19-Dec-02,2 hrs. 0 min.,Fox Searchlight,Drama,PG-13,No Academy Awards Information
1107,http://www.boxofficemojo.com/movies/?id=antz.htm,Antz,105000000.0,90757863.0,,2-Oct-98,1 hrs. 24 min.,DreamWorks,Animation,PG,No Academy Awards Information
1111,http://www.boxofficemojo.com/movies/?id=anygivensunday.htm,Any Given Sunday,55000000.0,75530832.0,,22-Dec-99,2 hrs. 37 min.,Warner Bros.,Sports Drama,R,No Academy Awards Information
1114,http://www.boxofficemojo.com/movies/?id=anythingelse.htm,Anything Else,18000000.0,3212310.0,,19-Sep-03,1 hrs. 48 min.,DreamWorks,Romantic Comedy,R,No Academy Awards Information
1116,http://www.boxofficemojo.com/movies/?id=anywherebuthere.htm,Anywhere But Here,23000000.0,18670401.0,,12-Nov-99,1 hrs. 54 min.,Fox,Drama,PG-13,No Academy Awards Information
1125,http://www.boxofficemojo.com/movies/?id=apocalypto.htm,Apocalypto,40000000.0,50866635.0,,8-Dec-06,2 hrs. 18 min.,Buena Vista,Period Adventure,R,Nominated for Three Oscars.
1128,http://www.boxofficemojo.com/movies/?id=apollo18.htm,Apollo 18,5000000.0,17687709.0,,2-Sep-11,1 hrs. 26 min.,Weinstein / Dimension,Sci-Fi Thriller,PG-13,No Academy Awards Information
1129,http://www.boxofficemojo.com/movies/?id=appaloosa.htm,Appaloosa,20000000.0,20211394.0,,19-Sep-08,1 hrs. 48 min.,Warner Bros. (New Line),Western,R,No Academy Awards Information
1143,http://www.boxofficemojo.com/movies/?id=aquateenhungerforce.htm,Aqua Teen Hunger Force Colon Movie Film for Theaters,750000.0,5520368.0,,13-Apr-07,1 hrs. 27 min.,First Look,Animation,R,No Academy Awards Information
1145,http://www.boxofficemojo.com/movies/?id=aquamarine.htm,Aquamarine,12000000.0,18597342.0,,3-Mar-06,1 hrs. 49 min.,Fox,Family Comedy,PG,No Academy Awards Information
1148,http://www.boxofficemojo.com/movies/?id=arabianknight.htm,Arabian Knight,25000000.0,669276.0,,25-Aug-95,1 hrs. 11 min.,Miramax,Animation,G,No Academy Awards Information
1154,http://www.boxofficemojo.com/movies/?id=ararat.htm,Ararat,15500000.0,1555959.0,,15-Nov-02,2 hrs. 6 min.,Miramax,Drama,R,No Academy Awards Information
1161,http://www.boxofficemojo.com/movies/?id=arewethereyet.htm,Are We There Yet?,32000000.0,82674398.0,,21-Jan-05,1 hrs. 34 min.,Sony (Revolution),Family Comedy,PG,No Academy Awards Information
1166,http://www.boxofficemojo.com/movies/?id=argo.htm,Argo,44500000.0,136025503.0,,12-Oct-12,2 hrs. 0 min.,Warner Bros.,Drama / Thriller,R,"""Nominated for Seven Oscars, Including Three Wins."""
1171,http://www.boxofficemojo.com/movies/?id=arlingtonroad.htm,Arlington Road,31000000.0,24756177.0,,9-Jul-99,1 hrs. 59 min.,Sony / Columbia,Thriller,R,No Academy Awards Information
1174,http://www.boxofficemojo.com/movies/?id=armageddon.htm,Armageddon,140000000.0,201578182.0,,1-Jul-98,2 hrs. 24 min.,Buena Vista,Sci-Fi Action,PG-13,Nominated for Four Oscars.
1176,http://www.boxofficemojo.com/movies/?id=armored.htm,Armored,20000000.0,15988876.0,,4-Dec-09,1 hrs. 28 min.,Sony / Screen Gems,Thriller,PG-13,No Academy Awards Information
1184,http://www.boxofficemojo.com/movies/?id=aroundtheworldin80days.htm,Around the World in 80 Days,110000000.0,24008137.0,,16-Jun-04,2 hrs. 0 min.,Buena Vista,Family Adventure,PG,No Academy Awards Information
1186,http://www.boxofficemojo.com/movies/?id=arrival2016.htm,Arrival,47000000.0,100546139.0,,11-Nov-16,1 hrs. 56 min.,Paramount,Sci-Fi,PG-13,"""Nominated for Eight Oscars, Including One Win."""
1192,http://www.boxofficemojo.com/movies/?id=artofsubmission.htm,Art of Submission,4500000.0,9004.0,,21-Sep-12,1 hrs. 59 min.,Pro-Motion Pictures,Action Thriller,PG-13,No Academy Awards Information
1197,http://www.boxofficemojo.com/movies/?id=arthur2011.htm,Arthur (2011),40000000.0,33035397.0,,8-Apr-11,1 hrs. 50 min.,Warner Bros.,Comedy,PG-13,No Academy Awards Information
1201,http://www.boxofficemojo.com/movies/?id=arthurandtheinvisibles.htm,Arthur and the Invisibles,86000000.0,15132763.0,,29-Dec-06,1 hrs. 43 min.,MGM (Weinstein),Animation,PG,No Academy Awards Information
1208,http://www.boxofficemojo.com/movies/?id=asgoodasitgets.htm,As Good as It Gets,50000000.0,148478011.0,,23-Dec-97,2 hrs. 19 min.,Sony / Columbia,Romantic Comedy,PG-13,"""Nominated for Seven Oscars, Including Two Wins."""
1224,http://www.boxofficemojo.com/movies/?id=assassinscreed.htm,Assassin's Creed,125000000.0,54647948.0,,21-Dec-16,2 hrs. 20 min.,Fox,Action,PG-13,No Academy Awards Information
1229,http://www.boxofficemojo.com/movies/?id=assassins.htm,Assassins,50000000.0,30303072.0,,6-Oct-95,2 hrs. 13 min.,Warner Bros.,Action,R,No Academy Awards Information
1230,http://www.boxofficemojo.com/movies/?id=assaultonprecinct13.htm,Assault on Precinct 13,30000000.0,20040895.0,,19-Jan-05,1 hrs. 49 min.,Rogue Pictures,Action Thriller,R,No Academy Awards Information
1235,http://www.boxofficemojo.com/movies/?id=astroboy.htm,Astro Boy,65000000.0,19551067.0,,23-Oct-09,1 hrs. 34 min.,Summit Entertainment,Animation,PG,No Academy Awards Information
1241,http://www.boxofficemojo.com/movies/?id=atfirstsight.htm,At First Sight,60000000.0,22365133.0,,15-Jan-99,2 hrs. 4 min.,MGM,Romance,PG-13,No Academy Awards Information
1246,http://www.boxofficemojo.com/movies/?id=atlantis.htm,Atlantis: The Lost Empire,120000000.0,84056472.0,,8-Jun-01,1 hrs. 35 min.,Buena Vista,Animation,PG,No Academy Awards Information
1248,http://www.boxofficemojo.com/movies/?id=atlasshrugged.htm,Atlas Shrugged: Part I,20000000.0,4627375.0,,15-Apr-11,1 hrs. 42 min.,Rocky Mountain Pictures,Drama,PG-13,No Academy Awards Information
1256,http://www.boxofficemojo.com/movies/?id=attacktheblock.htm,Attack the Block,13000000.0,1024175.0,,29-Jul-11,1 hrs. 28 min.,Sony / Screen Gems,Sci-Fi Comedy,R,No Academy Awards Information
1272,http://www.boxofficemojo.com/movies/?id=austinpowers3.htm,Austin Powers in Goldmember,63000000.0,213307889.0,,26-Jul-02,1 hrs. 34 min.,New Line,Comedy,PG-13,No Academy Awards Information
1273,http://www.boxofficemojo.com/movies/?id=austinpowers.htm,Austin Powers: International Man of Mystery,16500000.0,53883989.0,,2-May-97,1 hrs. 40 min.,New Line,Comedy,PG-13,No Academy Awards Information
1274,http://www.boxofficemojo.com/movies/?id=austinpowers2.htm,Austin Powers: The Spy Who Shagged Me,33000000.0,206040086.0,,11-Jun-99,1 hrs. 35 min.,New Line,Comedy,PG-13,Nominated for One Oscar.
1275,http://www.boxofficemojo.com/movies/?id=australia.htm,Australia,130000000.0,49554002.0,,26-Nov-08,2 hrs. 45 min.,Fox,Period Adventure,PG-13,Nominated for One Oscar.
1285,http://www.boxofficemojo.com/movies/?id=autumninnewyork.htm,Autumn in New York,65000000.0,37761915.0,,11-Aug-00,1 hrs. 44 min.,MGM,Romance,PG-13,No Academy Awards Information
1289,http://www.boxofficemojo.com/movies/?id=avengers2.htm,Avengers: Age of Ultron,250000000.0,459005868.0,,1-May-15,2 hrs. 21 min.,Buena Vista,Action / Adventure,PG-13,No Academy Awards Information
1294,http://www.boxofficemojo.com/movies/?id=awake.htm,Awake,8600000.0,14377198.0,,30-Nov-07,1 hrs. 24 min.,MGM (Weinstein),Thriller,R,No Academy Awards Information
1297,http://www.boxofficemojo.com/movies/?id=awaywego.htm,Away We Go,17000000.0,9451946.0,,5-Jun-09,1 hrs. 38 min.,Focus Features,Comedy,R,No Academy Awards Information
1301,http://www.boxofficemojo.com/movies/?id=aynrand.htm,Ayn Rand: A Sense of Life,1000000.0,205246.0,,13-Feb-98,2 hrs. 25 min.,Strand,Documentary,Unrated,Nominated for One Oscar.
1321,http://www.boxofficemojo.com/movies/?id=babepiginthecity.htm,Babe: Pig in the City,90000000.0,18319860.0,,25-Nov-98,1 hrs. 30 min.,Universal,Family Adventure,G,Nominated for One Oscar.
1327,http://www.boxofficemojo.com/movies/?id=babyboy.htm,Baby Boy,16000000.0,28734552.0,,27-Jun-01,2 hrs. 9 min.,Sony / Columbia,Drama,R,No Academy Awards Information
1331,http://www.boxofficemojo.com/movies/?id=babygeniuses.htm,Baby Geniuses,12000000.0,27250736.0,,12-Mar-99,1 hrs. 35 min.,Sony / Columbia,Family Comedy,PG,No Academy Awards Information
1332,http://www.boxofficemojo.com/movies/?id=babymama.htm,Baby Mama,30000000.0,60494212.0,,25-Apr-08,1 hrs. 36 min.,Universal,Comedy,PG-13,No Academy Awards Information
1333,http://www.boxofficemojo.com/movies/?id=babysdayout.htm,Baby's Day Out,48000000.0,16827402.0,,1-Jul-94,1 hrs. 39 min.,Fox,Family Comedy,PG,No Academy Awards Information
1334,http://www.boxofficemojo.com/movies/?id=babyitsyou.htm,"""Baby, It's You""",3000000.0,1867792.0,,4-Mar-83,1 hrs. 45 min.,Paramount,Unknown,R,No Academy Awards Information
1336,http://www.boxofficemojo.com/movies/?id=babylon.htm,Babylon A.D.,70000000.0,22532572.0,,29-Aug-08,1 hrs. 30 min.,Fox,Sci-Fi Thriller,PG-13,No Academy Awards Information
1348,http://www.boxofficemojo.com/movies/?id=backtothefuture.htm,Back to the Future,19000000.0,210609762.0,,3-Jul-85,1 hrs. 51 min.,Universal,Sci-Fi Adventure,PG,"""Nominated for Four Oscars, Including One Win."""
1350,http://www.boxofficemojo.com/movies/?id=backtothefuture2.htm,Back to the Future Part II,40000000.0,118450002.0,,22-Nov-89,1 hrs. 48 min.,Universal,Sci-Fi Adventure,PG,Nominated for One Oscar.
1351,http://www.boxofficemojo.com/movies/?id=backtothefuture3.htm,Back to the Future Part III,40000000.0,87727583.0,,25-May-90,1 hrs. 58 min.,Universal,Western,PG,No Academy Awards Information
1365,http://www.boxofficemojo.com/movies/?id=badboys.htm,Bad Boys,19000000.0,65807024.0,,7-Apr-95,2 hrs. 3 min.,Sony / Columbia,Action Comedy,R,No Academy Awards Information
1368,http://www.boxofficemojo.com/movies/?id=badboys2.htm,Bad Boys II,130000000.0,138608444.0,,18-Jul-03,2 hrs. 27 min.,Sony / Columbia,Action Comedy,R,No Academy Awards Information
1370,http://www.boxofficemojo.com/movies/?id=badcompany.htm,Bad Company,70000000.0,30160161.0,,7-Jun-02,1 hrs. 57 min.,Buena Vista,Action Comedy,PG-13,No Academy Awards Information
1376,http://www.boxofficemojo.com/movies/?id=badeducation.htm,Bad Education,5000000.0,5211842.0,,19-Nov-04,1 hrs. 49 min.,Sony Classics,Foreign,NC-17,No Academy Awards Information
1381,http://www.boxofficemojo.com/movies/?id=badlieutenant09.htm,Bad Lieutenant: Port of Call New Orleans,25000000.0,1702112.0,,20-Nov-09,2 hrs. 1 min.,First Look,Crime Drama,R,No Academy Awards Information
1385,http://www.boxofficemojo.com/movies/?id=untitledlucasmoore.htm,Bad Moms,20000000.0,113257297.0,,29-Jul-16,1 hrs. 41 min.,STX Entertainment,Comedy,R,No Academy Awards Information
