,link,name,budget,rev_tot,rev_lif,rel_dt,runtime,distributor,genre,rating,awards
1496,http://www.boxofficemojo.com/movies/?id=bats.htm,Bats,5250000.0,10155690.0,,22-Oct-99,1 hrs. 31 min.,Destination,Horror,PG-13,No Academy Awards Information
1508,http://www.boxofficemojo.com/movies/?id=planetbboy3d.htm,Battle of the Year,20000000.0,8888355.0,,20-Sep-13,1 hrs. 49 min.,Sony / Screen Gems,Drama,PG-13,No Academy Awards Information
1509,http://www.boxofficemojo.com/movies/?id=battlelosangeles.htm,Battle: Los Angeles,70000000.0,83552429.0,,11-Mar-11,1 hrs. 56 min.,Sony / Columbia,Sci-Fi Action,PG-13,No Academy Awards Information
1511,http://www.boxofficemojo.com/movies/?id=battlefieldearth.htm,Battlefield Earth,73000000.0,21471685.0,,12-May-00,1 hrs. 57 min.,Warner Bros.,Sci-Fi Adventure,PG-13,No Academy Awards Information
1512,http://www.boxofficemojo.com/movies/?id=battleship.htm,Battleship,209000000.0,65422625.0,,18-May-12,2 hrs. 11 min.,Universal,Action,PG-13,No Academy Awards Information
1516,http://www.boxofficemojo.com/movies/?id=becool.htm,Be Cool,53000000.0,56046979.0,,4-Mar-05,1 hrs. 44 min.,MGM,Crime Comedy,PG-13,No Academy Awards Information
1525,http://www.boxofficemojo.com/movies/?id=bean.htm,Bean,18000000.0,45319423.0,,17-Oct-97,1 hrs. 30 min.,Gramercy,Comedy,PG-13,No Academy Awards Information
1529,http://www.boxofficemojo.com/movies/?id=beastly.htm,Beastly,17000000.0,27865571.0,,4-Mar-11,1 hrs. 35 min.,CBS Films,Fantasy,PG-13,No Academy Awards Information
1538,http://www.boxofficemojo.com/movies/?id=beautiful.htm,Beautiful,14000000.0,3157348.0,,29-Sep-00,1 hrs. 52 min.,Destination,Comedy / Drama,PG-13,No Academy Awards Information
1542,http://www.boxofficemojo.com/movies/?id=beautifulcreatures13.htm,Beautiful Creatures (2013),60000000.0,19452138.0,,14-Feb-13,2 hrs. 12 min.,Warner Bros.,Drama,PG-13,No Academy Awards Information
1552,http://www.boxofficemojo.com/movies/?id=beautyandthebeast.htm,Beauty and the Beast,25000000.0,145863363.0,218967620,15-Nov-91,1 hrs. 24 min.,Buena Vista,Animation,G,"""Nominated for Six Oscars, Including Two Wins."""
1557,http://www.boxofficemojo.com/movies/?id=beautyandthebeast2017.htm,Beauty and the Beast (2017),160000000.0,459833200.0,,17-Mar-17,2 hrs. 9 min.,Buena Vista,Fantasy,PG,No Academy Awards Information
1562,http://www.boxofficemojo.com/movies/?id=beavisandbuttheaddoamerica.htm,Beavis and Butt-Head Do America,12000000.0,63118386.0,,20-Dec-96,1 hrs. 20 min.,Paramount,Animation,PG-13,No Academy Awards Information
1565,http://www.boxofficemojo.com/movies/?id=winndixie.htm,Because of Winn-Dixie,14000000.0,32647042.0,,18-Feb-05,1 hrs. 46 min.,Fox,Family,PG,No Academy Awards Information
1573,http://www.boxofficemojo.com/movies/?id=bedazzled.htm,Bedazzled (2000),48000000.0,37886980.0,,20-Oct-00,1 hrs. 33 min.,Fox,Fantasy Comedy,PG-13,No Academy Awards Information
1575,http://www.boxofficemojo.com/movies/?id=bedtimestories.htm,Bedtime Stories,80000000.0,110101975.0,,25-Dec-08,1 hrs. 35 min.,Buena Vista,Family Adventure,PG,No Academy Awards Information
1576,http://www.boxofficemojo.com/movies/?id=beemovie.htm,Bee Movie,150000000.0,126631277.0,,2-Nov-07,1 hrs. 30 min.,Paramount (DreamWorks),Animation,PG,No Academy Awards Information
1577,http://www.boxofficemojo.com/movies/?id=beeseason.htm,Bee Season,14000000.0,1180560.0,,11-Nov-05,1 hrs. 45 min.,Fox Searchlight,Drama,PG-13,No Academy Awards Information
1595,http://www.boxofficemojo.com/movies/?id=beforesunrise.htm,Before Sunrise,2500000.0,5535405.0,,27-Jan-95,1 hrs. 41 min.,Sony / Columbia,Romance,R,No Academy Awards Information
1596,http://www.boxofficemojo.com/movies/?id=beforesunset.htm,Before Sunset,2700000.0,5820649.0,,2-Jul-04,1 hrs. 20 min.,Warner Independent,Romance,R,Nominated for One Oscar.
1605,http://www.boxofficemojo.com/movies/?id=beginners.htm,Beginners,3200000.0,5790894.0,,3-Jun-11,1 hrs. 44 min.,Focus Features,Drama,R,"""Nominated for One Oscar, Including One Win."""
1607,http://www.boxofficemojo.com/movies/?id=behindenemylines.htm,Behind Enemy Lines,40000000.0,58856790.0,,30-Nov-01,1 hrs. 48 min.,Fox,Action Thriller,PG-13,No Academy Awards Information
1618,http://www.boxofficemojo.com/movies/?id=beinghuman.htm,Being Human,40000000.0,1519366.0,,6-May-94,2 hrs. 2 min.,Warner Bros.,Fantasy Drama,PG-13,No Academy Awards Information
1619,http://www.boxofficemojo.com/movies/?id=beingjohnmalkovich.htm,Being John Malkovich,13000000.0,22863596.0,,29-Oct-99,1 hrs. 53 min.,USA Films,Fantasy Comedy,R,Nominated for Three Oscars.
1624,http://www.boxofficemojo.com/movies/?id=believe.htm,Believe,5000000.0,6206566.0,,25-Dec-13,1 hrs. 31 min.,Open Road Films,Documentary,PG,No Academy Awards Information
1629,http://www.boxofficemojo.com/movies/?id=bella.htm,Bella,3300000.0,8070537.0,,26-Oct-07,1 hrs. 31 min.,Roadside Attractions,Drama,PG-13,No Academy Awards Information
1637,http://www.boxofficemojo.com/movies/?id=beloved.htm,Beloved,80000000.0,22852487.0,,16-Oct-98,2 hrs. 52 min.,Buena Vista,Period Drama,R,Nominated for One Oscar.
1642,http://www.boxofficemojo.com/movies/?id=benhur.htm,Ben-Hur,15000000.0,74000000.0,,18-Nov-59,3 hrs. 32 min.,MGM,Historical Epic,G,No Academy Awards Information
1644,http://www.boxofficemojo.com/movies/?id=benhur2016.htm,Ben-Hur (2016),100000000.0,26410477.0,,19-Aug-16,2 hrs. 3 min.,Paramount,Historical Epic,PG-13,No Academy Awards Information
1656,http://www.boxofficemojo.com/movies/?id=beowulf.htm,Beowulf,150000000.0,82280579.0,,16-Nov-07,1 hrs. 53 min.,Paramount,Animation,PG-13,No Academy Awards Information
1671,http://www.boxofficemojo.com/movies/?id=bestlaidplans.htm,Best Laid Plans,7000000.0,27816.0,,10-Sep-99,1 hrs. 32 min.,Fox Searchlight,Unknown,R,No Academy Awards Information
1679,http://www.boxofficemojo.com/movies/?id=bestinshow.htm,Best in Show,10000000.0,18715392.0,,29-Sep-00,1 hrs. 30 min.,Warner Bros.,Comedy,PG-13,No Academy Awards Information
1693,http://www.boxofficemojo.com/movies/?id=betterlucktomorrow.htm,Better Luck Tomorrow,250000.0,3802390.0,,11-Apr-03,1 hrs. 38 min.,Paramount,Crime Drama,R,No Academy Awards Information
1711,http://www.boxofficemojo.com/movies/?id=beverlyhillscop3.htm,Beverly Hills Cop III,50000000.0,42614912.0,,25-May-94,1 hrs. 45 min.,Paramount,Action Comedy,R,No Academy Awards Information
1715,http://www.boxofficemojo.com/movies/?id=bewitched.htm,Bewitched,85000000.0,63313159.0,,24-Jun-05,1 hrs. 30 min.,Sony / Columbia,Romantic Comedy,PG-13,No Academy Awards Information
1718,http://www.boxofficemojo.com/movies/?id=beyondborders.htm,Beyond Borders,35000000.0,4430101.0,,24-Oct-03,2 hrs. 7 min.,Paramount,Romance,R,No Academy Awards Information
1735,http://www.boxofficemojo.com/movies/?id=blackbird.htm,Beyond the Lights,7000000.0,14618727.0,,14-Nov-14,1 hrs. 56 min.,Relativity,Drama,PG-13,Nominated for One Oscar.
1750,http://www.boxofficemojo.com/movies/?id=bicentennialman.htm,Bicentennial Man,100000000.0,58223861.0,,17-Dec-99,2 hrs. 11 min.,Buena Vista,Sci-Fi,PG,Nominated for One Oscar.
1761,http://www.boxofficemojo.com/movies/?id=bigdaddy.htm,Big Daddy,34200000.0,163479795.0,,25-Jun-99,1 hrs. 33 min.,Sony / Columbia,Comedy,PG-13,No Academy Awards Information
1765,http://www.boxofficemojo.com/movies/?id=bigfatliar.htm,Big Fat Liar,15000000.0,48360547.0,,8-Feb-02,1 hrs. 27 min.,Universal,Family Comedy,PG,No Academy Awards Information
1766,http://www.boxofficemojo.com/movies/?id=bigfish.htm,Big Fish,70000000.0,66809693.0,,10-Dec-03,2 hrs. 5 min.,Sony / Columbia,Fantasy Drama,PG-13,Nominated for One Oscar.
1770,http://www.boxofficemojo.com/movies/?id=disney2014.htm,Big Hero 6,165000000.0,222527828.0,,7-Nov-14,1 hrs. 48 min.,Buena Vista,Animation,PG,"""Nominated for One Oscar, Including One Win."""
1775,http://www.boxofficemojo.com/movies/?id=everybodyloveswhales.htm,Big Miracle,40000000.0,20157300.0,,3-Feb-12,2 hrs. 3 min.,Universal,Drama,PG,No Academy Awards Information
1776,http://www.boxofficemojo.com/movies/?id=bigmommashouse.htm,Big Momma's House,30000000.0,117559438.0,,2-Jun-00,1 hrs. 38 min.,Fox,Action Comedy,PG-13,No Academy Awards Information
1777,http://www.boxofficemojo.com/movies/?id=bigmommashouse2.htm,Big Momma's House 2,40000000.0,70165972.0,,27-Jan-06,1 hrs. 39 min.,Fox,Action Comedy,PG-13,No Academy Awards Information
1778,http://www.boxofficemojo.com/movies/?id=bigmomma3.htm,"""Big Mommas: Like Father, Like Son""",32000000.0,37915414.0,,18-Feb-11,1 hrs. 47 min.,Fox,Action Comedy,PG-13,No Academy Awards Information
1789,http://www.boxofficemojo.com/movies/?id=bigtrouble.htm,Big Trouble,40000000.0,7267307.0,,5-Apr-02,1 hrs. 25 min.,Buena Vista,Comedy,PG-13,No Academy Awards Information
1792,http://www.boxofficemojo.com/movies/?id=biggerthanthesky.htm,Bigger Than the Sky,750000.0,21398.0,,18-Feb-05,1 hrs. 46 min.,MGM,Comedy,PG-13,No Academy Awards Information
1795,http://www.boxofficemojo.com/movies/?id=bikerboyz.htm,Biker Boyz,24000000.0,22076772.0,,31-Jan-03,1 hrs. 51 min.,DreamWorks,Action / Crime,PG-13,No Academy Awards Information
1805,http://www.boxofficemojo.com/movies/?id=billybathgate.htm,Billy Bathgate,48000000.0,15565363.0,,1-Nov-91,1 hrs. 47 min.,Buena Vista,Crime Drama,R,No Academy Awards Information
1807,http://www.boxofficemojo.com/movies/?id=billyelliot.htm,Billy Elliot,5000000.0,21995263.0,,13-Oct-00,1 hrs. 30 min.,Focus Features,Music Drama,R,Nominated for Three Oscars.
1809,http://www.boxofficemojo.com/movies/?id=billymadison.htm,Billy Madison,10000000.0,25588734.0,,10-Feb-95,1 hrs. 28 min.,Universal,Comedy,PG-13,No Academy Awards Information
1822,http://www.boxofficemojo.com/movies/?id=birdman.htm,Birdman,18000000.0,42340598.0,,17-Oct-14,1 hrs. 59 min.,Fox Searchlight,Comedy / Drama,R,"""Nominated for Nine Oscars, Including Four Wins."""
1824,http://www.boxofficemojo.com/movies/?id=birth.htm,Birth,20000000.0,5095038.0,,29-Oct-04,1 hrs. 40 min.,New Line,Fantasy Drama,R,No Academy Awards Information
1837,http://www.boxofficemojo.com/movies/?id=blackbook.htm,Black Book,21000000.0,4398532.0,,4-Apr-07,2 hrs. 25 min.,Sony Classics,Foreign,R,No Academy Awards Information
1849,http://www.boxofficemojo.com/movies/?id=blackhawkdown.htm,Black Hawk Down,92000000.0,108638745.0,,28-Dec-01,2 hrs. 24 min.,Sony (Revolution),War,R,"""Nominated for Four Oscars, Including Two Wins."""
1852,http://www.boxofficemojo.com/movies/?id=blackknight.htm,Black Knight,50000000.0,33426971.0,,21-Nov-01,1 hrs. 35 min.,Fox,Adventure Comedy,PG-13,No Academy Awards Information
1854,http://www.boxofficemojo.com/movies/?id=whiteybulger15.htm,Black Mass,53000000.0,62575678.0,,18-Sep-15,2 hrs. 2 min.,Warner Bros.,Crime Drama,R,No Academy Awards Information
1856,http://www.boxofficemojo.com/movies/?id=blacknativity.htm,Black Nativity,17500000.0,7018189.0,,27-Nov-13,1 hrs. 32 min.,Fox Searchlight,Musical,PG,No Academy Awards Information
1867,http://www.boxofficemojo.com/movies/?id=blacksnakemoan.htm,Black Snake Moan,15000000.0,9396870.0,,2-Mar-07,1 hrs. 56 min.,Paramount Vantage,Drama,R,No Academy Awards Information
1871,http://www.boxofficemojo.com/movies/?id=blackswan.htm,Black Swan,13000000.0,106954678.0,,3-Dec-10,1 hrs. 43 min.,Fox Searchlight,Drama / Thriller,R,"""Nominated for Five Oscars, Including One Win."""
1874,http://www.boxofficemojo.com/movies/?id=blackandwhite.htm,Black and White,12000000.0,5277299.0,,7-Apr-00,1 hrs. 39 min.,Sony / Columbia,Crime Drama,R,No Academy Awards Information
1875,http://www.boxofficemojo.com/movies/?id=blackorwhite.htm,Black or White,9000000.0,21571189.0,,30-Jan-15,2 hrs. 1 min.,Relativity,Drama,PG-13,No Academy Awards Information
1881,http://www.boxofficemojo.com/movies/?id=mann2015.htm,Blackhat,70000000.0,8005980.0,,16-Jan-15,2 hrs. 15 min.,Universal,Thriller,R,No Academy Awards Information
1887,http://www.boxofficemojo.com/movies/?id=blade2.htm,Blade II,54000000.0,82348319.0,,22-Mar-02,1 hrs. 57 min.,New Line,Action Horror,R,No Academy Awards Information
1893,http://www.boxofficemojo.com/movies/?id=blade3.htm,Blade: Trinity,65000000.0,52411906.0,,8-Dec-04,1 hrs. 54 min.,New Line,Action Horror,R,No Academy Awards Information
1894,http://www.boxofficemojo.com/movies/?id=bladesofglory.htm,Blades of Glory,61000000.0,118594548.0,,30-Mar-07,1 hrs. 33 min.,Paramount (DreamWorks),Sports Comedy,PG-13,No Academy Awards Information
1895,http://www.boxofficemojo.com/movies/?id=woods2016.htm,Blair Witch,5000000.0,20777061.0,,16-Sep-16,1 hrs. 30 min.,Lionsgate,Horror,R,No Academy Awards Information
1903,http://www.boxofficemojo.com/movies/?id=blastfromthepast.htm,Blast from the Past,35000000.0,26511114.0,,12-Feb-99,1 hrs. 51 min.,New Line,Romantic Comedy,PG-13,No Academy Awards Information
1909,http://www.boxofficemojo.com/movies/?id=bleedforthis.htm,Bleed for This,6000000.0,5083906.0,,18-Nov-16,1 hrs. 56 min.,Open Road Films,Sports Drama,R,No Academy Awards Information
1911,http://www.boxofficemojo.com/movies/?id=blended.htm,Blended,40000000.0,46294610.0,,23-May-14,1 hrs. 57 min.,Warner Bros.,Romantic Comedy,PG-13,No Academy Awards Information
1913,http://www.boxofficemojo.com/movies/?id=blessthechild.htm,Bless the Child,65000000.0,29381494.0,,11-Aug-00,1 hrs. 47 min.,Paramount,Horror Thriller,R,No Academy Awards Information
1922,http://www.boxofficemojo.com/movies/?id=blindness08.htm,Blindness,25000000.0,3351751.0,,3-Oct-08,1 hrs. 58 min.,Miramax,Drama / Thriller,R,No Academy Awards Information
1934,http://www.boxofficemojo.com/movies/?id=blooddiamond.htm,Blood Diamond,100000000.0,57377916.0,,8-Dec-06,2 hrs. 18 min.,Warner Bros.,Adventure,R,Nominated for Five Oscars.
1935,http://www.boxofficemojo.com/movies/?id=blooddonesignmyname.htm,Blood Done Sign My Name,10000000.0,109383.0,,19-Feb-10,2 hrs. 8 min.,Paladin,Drama,PG-13,No Academy Awards Information
1940,http://www.boxofficemojo.com/movies/?id=bloodties.htm,Blood Ties,20000.0,2760.0,,11-Feb-11,1 hrs. 33 min.,AfterLight,Action,Unrated,No Academy Awards Information
1942,http://www.boxofficemojo.com/movies/?id=bloodwork.htm,Blood Work,50000000.0,26235081.0,,9-Aug-02,1 hrs. 50 min.,Warner Bros.,Thriller,R,No Academy Awards Information
1954,http://www.boxofficemojo.com/movies/?id=bloodrayne.htm,BloodRayne,25000000.0,2405420.0,,6-Jan-06,1 hrs. 34 min.,Romar Entertainment,Action Horror,R,No Academy Awards Information
1968,http://www.boxofficemojo.com/movies/?id=blow.htm,Blow,53000000.0,52990775.0,,6-Apr-01,2 hrs. 4 min.,New Line,Crime Drama,R,No Academy Awards Information
1979,http://www.boxofficemojo.com/movies/?id=bluecrush.htm,Blue Crush,25000000.0,40390647.0,,16-Aug-02,1 hrs. 44 min.,Universal,Sports Drama,PG-13,No Academy Awards Information
1991,http://www.boxofficemojo.com/movies/?id=bluestreak.htm,Blue Streak,65000000.0,68518533.0,,17-Sep-99,1 hrs. 34 min.,Sony / Columbia,Action Comedy,PG-13,No Academy Awards Information
1993,http://www.boxofficemojo.com/movies/?id=bluevalentine.htm,Blue Valentine,1000000.0,9706328.0,,29-Dec-10,1 hrs. 52 min.,Weinstein Company,Drama,R,Nominated for One Oscar.
1994,http://www.boxofficemojo.com/movies/?id=bluevelvet.htm,Blue Velvet,6000000.0,8551228.0,,19-Sep-86,2 hrs. 0 min.,DEG,Unknown,R,Nominated for One Oscar.
2003,http://www.boxofficemojo.com/movies/?id=boattrip.htm,Boat Trip,20000000.0,8600126.0,,21-Mar-03,1 hrs. 35 min.,Artisan,Comedy,R,No Academy Awards Information
2009,http://www.boxofficemojo.com/movies/?id=bobbyjonesstrokeofgenius.htm,Bobby Jones: Stroke of Genius,20000000.0,2694071.0,,30-Apr-04,2 hrs. 0 min.,Film Foundry,Sports Drama,PG,No Academy Awards Information
2019,http://www.boxofficemojo.com/movies/?id=bodyofevidence.htm,Body of Evidence,30000000.0,13273595.0,,15-Jan-93,1 hrs. 39 min.,MGM,Romantic Thriller,R,No Academy Awards Information
2020,http://www.boxofficemojo.com/movies/?id=bodyoflies.htm,Body of Lies,70000000.0,39394666.0,,10-Oct-08,2 hrs. 8 min.,Warner Bros.,Drama / Thriller,R,No Academy Awards Information
2025,http://www.boxofficemojo.com/movies/?id=boilerroom.htm,Boiler Room,7000000.0,16970581.0,,18-Feb-00,2 hrs. 0 min.,New Line,Drama,R,No Academy Awards Information
2034,http://www.boxofficemojo.com/movies/?id=bolt.htm,Bolt,150000000.0,114053579.0,,21-Nov-08,1 hrs. 36 min.,Buena Vista,Animation,PG,Nominated for One Oscar.
2042,http://www.boxofficemojo.com/movies/?id=bones.htm,Bones,16000000.0,7316658.0,,26-Oct-01,1 hrs. 32 min.,New Line,Horror,R,No Academy Awards Information
2050,http://www.boxofficemojo.com/movies/?id=booamadeahalloween.htm,Boo! A Madea Halloween,20000000.0,73206343.0,,21-Oct-16,1 hrs. 43 min.,Lionsgate,Horror Comedy,PG-13,No Academy Awards Information
2051,http://www.boxofficemojo.com/movies/?id=boogeyman.htm,Boogeyman,20000000.0,46752382.0,,4-Feb-05,1 hrs. 26 min.,Sony / Screen Gems,Horror,PG-13,No Academy Awards Information
2053,http://www.boxofficemojo.com/movies/?id=boogienights.htm,Boogie Nights,15000000.0,26400640.0,,10-Oct-97,2 hrs. 32 min.,New Line,Drama,R,Nominated for Three Oscars.
2056,http://www.boxofficemojo.com/movies/?id=bookofmormonmovie.htm,Book of Mormon Movie,1500000.0,1680020.0,,12-Sep-03,2 hrs. 0 min.,Mormon Movies,Period Adventure,PG,No Academy Awards Information
2057,http://www.boxofficemojo.com/movies/?id=blairwitch2.htm,Book of Shadows: Blair Witch 2,15000000.0,26437094.0,,27-Oct-00,1 hrs. 30 min.,Artisan,Horror,R,No Academy Awards Information
2060,http://www.boxofficemojo.com/movies/?id=boomerang.htm,Boomerang,42000000.0,70052444.0,,1-Jul-92,1 hrs. 57 min.,Paramount,Romantic Comedy,R,No Academy Awards Information
2064,http://www.boxofficemojo.com/movies/?id=borat.htm,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000.0,128505958.0,,3-Nov-06,1 hrs. 24 min.,Fox,Comedy,R,Nominated for One Oscar.
2087,http://www.boxofficemojo.com/movies/?id=bottlerocket.htm,Bottle Rocket,7000000.0,560069.0,,21-Feb-96,1 hrs. 32 min.,Sony / Columbia,Crime Comedy,R,No Academy Awards Information
2090,http://www.boxofficemojo.com/movies/?id=bounce.htm,Bounce,35000000.0,36805288.0,,17-Nov-00,1 hrs. 46 min.,Miramax,Romance,PG-13,No Academy Awards Information
2095,http://www.boxofficemojo.com/movies/?id=bowfinger.htm,Bowfinger,55000000.0,66384775.0,,13-Aug-99,1 hrs. 37 min.,Universal,Comedy,PG-13,No Academy Awards Information
2096,http://www.boxofficemojo.com/movies/?id=bowlingforcolumbine.htm,Bowling for Columbine,4000000.0,21576018.0,,11-Oct-02,2 hrs. 0 min.,United Artists,Documentary,R,"""Nominated for One Oscar, Including One Win."""
2112,http://www.boxofficemojo.com/movies/?id=boyhood.htm,Boyhood,4000000.0,25352281.0,,11-Jul-14,2 hrs. 46 min.,IFC,Drama,R,"""Nominated for Six Oscars, Including One Win."""
2115,http://www.boxofficemojo.com/movies/?id=boysdontcry.htm,Boys Don't Cry,2000000.0,11540607.0,,8-Oct-99,1 hrs. 58 min.,Fox Searchlight,Drama,R,"""Nominated for Two Oscars, Including One Win."""
2120,http://www.boxofficemojo.com/movies/?id=boysandgirls.htm,Boys and Girls,35000000.0,21799652.0,,16-Jun-00,1 hrs. 42 min.,Dimension Films,Romantic Comedy,PG-13,No Academy Awards Information
2122,http://www.boxofficemojo.com/movies/?id=boyznthehood.htm,Boyz N the Hood,6500000.0,57504069.0,,12-Jul-91,1 hrs. 47 min.,Columbia,Crime Drama,R,Nominated for Two Oscars.
2131,http://www.boxofficemojo.com/movies/?id=bramstokersdracula.htm,Bram Stoker's Dracula,40000000.0,82522790.0,,13-Nov-92,2 hrs. 7 min.,Columbia,Period Horror,R,"""Nominated for Four Oscars, Including Three Wins."""
2138,http://www.boxofficemojo.com/movies/?id=bearandthebow.htm,Brave,185000000.0,237283207.0,,22-Jun-12,1 hrs. 40 min.,Buena Vista,Animation,PG,"""Nominated for One Oscar, Including One Win."""
2139,http://www.boxofficemojo.com/movies/?id=braveheart.htm,Braveheart,72000000.0,75609945.0,,24-May-95,2 hrs. 57 min.,Paramount,Historical Epic,R,"""Nominated for Ten Oscars, Including Five Wins."""
2146,http://www.boxofficemojo.com/movies/?id=breakdown.htm,Breakdown,36000000.0,50159144.0,,2-May-97,1 hrs. 33 min.,Paramount,Thriller,R,No Academy Awards Information
2148,http://www.boxofficemojo.com/movies/?id=breakfastofchampions.htm,Breakfast of Champions,12000000.0,178278.0,,17-Sep-99,1 hrs. 50 min.,Buena Vista,Unknown,R,No Academy Awards Information
2154,http://www.boxofficemojo.com/movies/?id=breakinalltherules.htm,Breakin' All the Rules,10000000.0,12264319.0,,14-May-04,1 hrs. 22 min.,Sony / Screen Gems,Romantic Comedy,PG-13,No Academy Awards Information
2161,http://www.boxofficemojo.com/movies/?id=breakingupward.htm,Breaking Upwards,15000.0,77389.0,,2-Apr-10,1 hrs. 29 min.,IFC,Romance,Unrated,No Academy Awards Information
2179,http://www.boxofficemojo.com/movies/?id=brickmansions.htm,Brick Mansions,28000000.0,20396829.0,,25-Apr-14,1 hrs. 30 min.,Relativity,Action,PG-13,No Academy Awards Information
2181,http://www.boxofficemojo.com/movies/?id=bridewars.htm,Bride Wars,30000000.0,58715510.0,,9-Jan-09,1 hrs. 30 min.,Fox,Comedy,PG,No Academy Awards Information
2182,http://www.boxofficemojo.com/movies/?id=brideandprejudice.htm,Bride and Prejudice,7000000.0,6605592.0,,11-Feb-05,1 hrs. 51 min.,Miramax,Romance,PG-13,No Academy Awards Information
2183,http://www.boxofficemojo.com/movies/?id=brideofchucky.htm,Bride of Chucky,25000000.0,32383850.0,,16-Oct-98,1 hrs. 29 min.,Universal,Horror Comedy,R,No Academy Awards Information
2188,http://www.boxofficemojo.com/movies/?id=wiigapatow.htm,Bridesmaids,32500000.0,169106725.0,,13-May-11,2 hrs. 5 min.,Universal,Comedy,R,Nominated for Two Oscars.
2189,http://www.boxofficemojo.com/movies/?id=coldwar2015.htm,Bridge of Spies,40000000.0,72313754.0,,16-Oct-15,2 hrs. 20 min.,Buena Vista,Thriller,PG-13,"""Nominated for Six Oscars, Including One Win."""
2191,http://www.boxofficemojo.com/movies/?id=bridgetjonessbaby.htm,Bridget Jones's Baby,35000000.0,24252420.0,,16-Sep-16,2 hrs. 2 min.,Universal,Romantic Comedy,R,No Academy Awards Information
2192,http://www.boxofficemojo.com/movies/?id=bridgetjonessdiary.htm,Bridget Jones's Diary,25000000.0,71543427.0,,13-Apr-01,1 hrs. 37 min.,Miramax,Romantic Comedy,R,Nominated for One Oscar.
2193,http://www.boxofficemojo.com/movies/?id=bridgetjones2.htm,Bridget Jones: The Edge of Reason,40000000.0,40226215.0,,12-Nov-04,1 hrs. 48 min.,Universal,Romantic Comedy,R,No Academy Awards Information
2203,http://www.boxofficemojo.com/movies/?id=brightstar.htm,Bright Star,8500000.0,4444637.0,,16-Sep-09,1 hrs. 59 min.,Apparition,Period Drama,PG,Nominated for One Oscar.
2206,http://www.boxofficemojo.com/movies/?id=brightonrock.htm,Brighton Rock,12000000.0,229653.0,,26-Aug-11,1 hrs. 51 min.,IFC,Period Drama,R,No Academy Awards Information
2208,http://www.boxofficemojo.com/movies/?id=bringiton.htm,Bring It On,11000000.0,68379000.0,,25-Aug-00,1 hrs. 38 min.,Universal,Sports Comedy,PG-13,No Academy Awards Information
2210,http://www.boxofficemojo.com/movies/?id=bringingdownthehouse.htm,Bringing Down the House,33000000.0,132716677.0,,7-Mar-03,1 hrs. 45 min.,Buena Vista,Comedy,PG-13,No Academy Awards Information
2211,http://www.boxofficemojo.com/movies/?id=bringingoutthedead.htm,Bringing Out the Dead,55000000.0,16797191.0,,22-Oct-99,2 hrs. 1 min.,Paramount,Drama,R,No Academy Awards Information
2219,http://www.boxofficemojo.com/movies/?id=brokebackmountain.htm,Brokeback Mountain,14000000.0,83043761.0,,9-Dec-05,2 hrs. 15 min.,Focus Features,Western,R,"""Nominated for Eight Oscars, Including Three Wins."""
2220,http://www.boxofficemojo.com/movies/?id=brokedownpalace.htm,Brokedown Palace,25000000.0,10115013.0,,13-Aug-99,1 hrs. 40 min.,Fox,Drama / Thriller,PG-13,No Academy Awards Information
2225,http://www.boxofficemojo.com/movies/?id=brokencity.htm,Broken City,35000000.0,19701164.0,,18-Jan-13,1 hrs. 49 min.,Fox,Crime Thriller,R,No Academy Awards Information
2239,http://www.boxofficemojo.com/movies/?id=brooklynrules.htm,Brooklyn Rules,8000000.0,458232.0,,11-May-07,1 hrs. 35 min.,City Lights Pictures Releasing,Crime Drama,R,No Academy Awards Information
2240,http://www.boxofficemojo.com/movies/?id=brooklynsfinest.htm,Brooklyn's Finest,17000000.0,27163593.0,,5-Mar-10,2 hrs. 13 min.,Overture Films,Action / Crime,R,No Academy Awards Information
2251,http://www.boxofficemojo.com/movies/?id=brotherhoodofthewolf.htm,Brotherhood of the Wolf,29000000.0,11260096.0,,11-Jan-02,2 hrs. 22 min.,Universal,Foreign / Action,R,No Academy Awards Information
2253,http://www.boxofficemojo.com/movies/?id=brothers09.htm,Brothers,26000000.0,28544157.0,,4-Dec-09,1 hrs. 50 min.,Lionsgate,Drama,R,No Academy Awards Information
2260,http://www.boxofficemojo.com/movies/?id=brownsugar.htm,Brown Sugar,8000000.0,27363891.0,,11-Oct-02,1 hrs. 48 min.,Fox Searchlight,Romantic Comedy,PG-13,No Academy Awards Information
2263,http://www.boxofficemojo.com/movies/?id=brucealmighty.htm,Bruce Almighty,81000000.0,242829261.0,,23-May-03,1 hrs. 41 min.,Universal,Fantasy Comedy,PG-13,No Academy Awards Information
2268,http://www.boxofficemojo.com/movies/?id=bubble.htm,Bubble,1600000.0,145626.0,,27-Jan-06,1 hrs. 12 min.,Magnolia,Drama,R,No Academy Awards Information
2269,http://www.boxofficemojo.com/movies/?id=bubbleboy.htm,Bubble Boy,13000000.0,5007898.0,,24-Aug-01,1 hrs. 24 min.,Buena Vista,Comedy,PG-13,No Academy Awards Information
2273,http://www.boxofficemojo.com/movies/?id=borntobeastar.htm,Bucky Larson: Born to Be a Star,10000000.0,2529395.0,,9-Sep-11,1 hrs. 36 min.,Sony / Columbia,Comedy,R,No Academy Awards Information
