link	name	budget	domestic_total_gross	domestic_lifetime_gross	release_date	runtime	distributor	genre	rating	awards
http://www.boxofficemojo.com/movies/?id=20000daysonearth.htm	"20,000 Days on Earth"	N/A	279558		17-Sep-14	1 hrs. 37 min.	Drafthouse	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=200cartas.htm	200 Cartas	N/A	9338		14-Jun-13	1 hrs. 37 min.	Vanguardia Films	Romantic Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=200cigarettes.htm	200 Cigarettes	$6 million	6852450		26-Feb-99	1 hrs. 41 min.	Paramount	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2001.htm	2001: A Space Odyssey	$12 million	56715371	56954992	3-Apr-68	2 hrs. 19 min.	MGM	Sci-Fi Adventure	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=20012013.htm	2001: A Space Odyssey (2013 re-release)	N/A	214618	57169610	2-Jan-13	N/A	Warner Bros.	Sci-Fi Adventure	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=200101.htm	2001: A Space Odyssey (Re-issue)	N/A	239621	56954992	5-Oct-01	2 hrs. 28 min.	Warner Bros.	Unknown	G	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=shorts06.htm	2005 Academy Award Nominated Short Films	N/A	157415		24-Feb-06	2 hrs. 42 min.	Magnolia	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2007shortfilms.htm	2007 Academy Award Nominated Short Films	N/A	508695		15-Feb-08	1 hrs. 30 min.	Magnolia	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2008oscarshorts.htm	2009 Oscar Shorts	N/A	644635		6-Feb-09	N/A	Shorts International	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2010.htm	2010	N/A	40400657		7-Dec-84	1 hrs. 56 min.	MGM	Sci-Fi Adventure	PG	Nominated for Five Oscars.
http://www.boxofficemojo.com/movies/?id=2010oscarshorts.htm	2010 Oscar Shorts	N/A	1018169		19-Feb-10	N/A	Shorts International	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2011oscarshorts.htm	2011 Oscar Shorts	N/A	1352152		11-Feb-11	N/A	Shorts International	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2012.htm	2012	$200 million	166112167		13-Nov-09	2 hrs. 38 min.	Sony / Columbia	Action Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2012oscarshorts.htm	2012 Oscar Nominated Short Films	N/A	1702415		10-Feb-12	N/A	Shorts International	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2012timeforchange.htm	2012: Time for Change	N/A	68339		9-Apr-10	N/A	Mangusta Productions	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2013oscar.htm	2013 Oscar Nominated Short Films	N/A	2142342		1-Feb-13	N/A	Shorts International	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2014oscar.htm	2014 Oscar Nominated Short Films	N/A	2171849		31-Jan-14	N/A	Shorts International	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2015oscarshorts.htm	2015 Oscar Nominated Short Films	N/A	2412593		30-Jan-15	N/A	Shorts International	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2016obamasamerica.htm	2016 Obama's America	N/A	33449086		13-Jul-12	1 hrs. 29 min.	Rocky Mountain Pictures	Documentary	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2016oscarnominatedshortfilms.htm	2016 Oscar Nominated Short Films	N/A	2816816		29-Jan-16	N/A	Shorts International	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=godparticle.htm	2017 Cloverfield Movie	N/A			27-Oct-17	N/A	Paramount	Sci-Fi	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2046.htm	2046	$12 million	1444588		5-Aug-05	2 hrs. 9 min.	Sony Classics	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=20thcenturywomen.htm	20th Century Women	N/A	5653357		28-Dec-16	1 hrs. 58 min.	A24	Comedy / Drama	R	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=21.htm	21	$35 million	81159365		28-Mar-08	2 hrs. 3 min.	Sony / Columbia	Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=21grams.htm	21 Grams	$20 million	16290476		21-Nov-03	2 hrs. 5 min.	Focus Features	Drama	R	Nominated for Two Oscars.
http://www.boxofficemojo.com/movies/?id=21jumpstreet.htm	21 Jump Street	$42 million	138447667		16-Mar-12	1 hrs. 49 min.	Sony / Columbia	Action Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=21andover.htm	21 and Over	$13 million	25682380		1-Mar-13	1 hrs. 33 min.	Relativity	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=22bullets.htm	22 Bullets	N/A			13-Jan	1 hrs. 57 min.	Cinedigm Entertainment	Foreign / Action	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=21jumpstreet2.htm	22 Jump Street	$50 million	191719337		13-Jun-14	1 hrs. 52 min.	Sony / Columbia	Action Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=23blast.htm	23 Blast	N/A	549185		24-Oct-14	1 hrs. 38 min.	Ocean Avenue Entertainment	Sports Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=242016.htm	24 (2016)	N/A			TBD	2 hrs. 44 min.	Eros	Sci-Fi	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=24city.htm	24 City	N/A	30800		5-Jun-09	1 hrs. 52 min.	Cinema Guild	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=24hourparty.htm	24 Hour Party People	N/A	1184096		9-Aug-02	1 hrs. 55 min.	MGM	Music Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=25thhour.htm	25th Hour	$5 million	13084595		19-Dec-02	2 hrs. 14 min.	Buena Vista	Crime Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=27dresses.htm	27 Dresses	$30 million	76808654		18-Jan-08	1 hrs. 47 min.	Fox	Romantic Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=28days.htm	28 Days	$43 million	37170488		14-Apr-00	1 hrs. 43 min.	Sony / Columbia	Comedy / Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=28dayslater.htm	28 Days Later	$8 million	45064915	45064915	27-Jun-03	1 hrs. 53 min.	Fox Searchlight	Horror	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=28dayslatersecretcinema.htm	28 Days Later (Secret Cinema)	N/A			TBD	1 hrs. 53 min.	Unknown	Horror	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=28hotelrooms.htm	28 Hotel Rooms	N/A	18869		9-Nov-12	1 hrs. 22 min.	Oscilloscope Pictures	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=28weekslater.htm	28 Weeks Later	N/A	28638916		11-May-07	1 hrs. 31 min.	Fox Atomic	Horror	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=29thstreet.htm	29th Street	N/A	2120564		1-Nov-91	1 hrs. 41 min.	Fox	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=2by4.htm	2by4	N/A	17162		26-Nov-99	1 hrs. 30 min.	Strand	Unknown	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3.htm	3 (2011)	N/A	59954		16-Sep-11	1 hrs. 59 min.	Strand	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3minutes10bullets.htm	"3 1/2 Minutes, 10 Bullets"	N/A	30407		19-Jun-15	1 hrs. 38 min.	Participant Media	Documentary	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3backyards.htm	3 Backyards	N/A	43073		11-Mar-11	1 hrs. 28 min.	Screen Media	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=threedaystokill.htm	3 Days to Kill	$28 million	30697999		21-Feb-14	1 hrs. 57 min.	Relativity	Action Thriller	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3geezers.htm	3 Geezers!	N/A	4175		22-May-13	1 hrs. 21 min.	Unknown	Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3godfathers.htm	3 Godfathers	N/A			1-Dec-48	1 hrs. 46 min.	MGM	Western	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3hearts.htm	3 Hearts	N/A	164992		13-Mar-15	1 hrs. 46 min.	Cohen Media Group	Foreign	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3idiots.htm	3 Idiots	N/A	6532874		23-Dec-09	2 hrs. 40 min.	Reliance Big Pictures	Comedy / Drama	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3needles.htm	3 Needles	N/A			1-Dec-06	2 hrs. 7 min.	Wolfe Releasing	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3nightsinthedesert.htm	3 Nights in the Desert	N/A	1297		6-Feb-15	1 hrs. 30 min.	"Monterey Media, Inc."	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3ninjas.htm	3 Ninjas	N/A	29000301		7-Aug-92	1 hrs. 25 min.	Buena Vista	Family Adventure	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3ninjaskickback.htm	3 Ninjas Kick Back	N/A	11798854		6-May-94	1 hrs. 34 min.	TriStar	Family Adventure	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3ninjasknuckleup.htm	3 Ninjas Knuckle Up	N/A	413479		10-Mar-95	1 hrs. 27 min.	Sony / Columbia	Unknown	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3ninjas4.htm	3 Ninjas: High Noon at Mega Mountain	N/A	375805		10-Apr-98	1 hrs. 33 min.	Sony / Columbia	Unknown	PG	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3strikes.htm	3 Strikes	$3.4 million	9832166		1-Mar-00	1 hrs. 22 min.	MGM	Crime Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3weeksinyerevan.htm	3 Weeks in Yerevan	N/A	45536		16-Sep-16	1 hrs. 33 min.	Richmond Media Ent.	Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=321frankie.htm	"3,2,1... Frankie Go Boom"	N/A			12-Oct-12	1 hrs. 28 min.	Variance Films	Comedy	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3iron.htm	3-Iron	N/A	241914		29-Apr-05	1 hrs. 35 min.	Sony Classics	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=30beats.htm	30 Beats	N/A	14693		20-Jul-12	N/A	Roadside Attractions	Romantic Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=30daysofnight.htm	30 Days of Night	$30 million	39568996		19-Oct-07	1 hrs. 53 min.	Sony / Columbia	Horror	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=30minutesorless.htm	30 Minutes or Less	$28 million	37053924		12-Aug-11	1 hrs. 23 min.	Sony / Columbia	Action Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=30yearstolife.htm	30 Years to Life	N/A	103540		7-Jun-02	1 hrs. 50 min.	Innovation Film Group	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=300.htm	300	$65 million	210614939		9-Mar-07	1 hrs. 57 min.	Warner Bros.	Period Action	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3000milestograceland.htm	3000 Miles to Graceland	$62 million	15749959		23-Feb-01	2 hrs. 5 min.	Warner Bros.	Action Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=300sequel.htm	300: Rise of An Empire	$110 million	106580051		7-Mar-14	1 hrs. 42 min.	Warner Bros.	Period Action	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=31.htm	31	N/A	779820		26-Aug-16	1 hrs. 42 min.	Saban Films	Horror	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=35shotsofrum.htm	35 Shots of Rum	N/A	177511		16-Sep-09	1 hrs. 40 min.	Cinema Guild	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=35up.htm	35 Up	N/A	922872		15-Jan-92	2 hrs. 3 min.	Samuel Goldwyn	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=35andticking.htm	35 and Ticking	N/A	113794		20-May-11	1 hrs. 30 min.	Image Entertainment	Romantic Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=36hours.htm	36 Hours	N/A			28-Jan-65	1 hrs. 55 min.	MGM	Thriller	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=36saints.htm	36 Saints	N/A	11640		6-Sep-13	N/A	Active Fox Productions	Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=360.htm	360	N/A	100343		3-Aug-12	1 hrs. 51 min.	Magnolia	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=39poundsoflove.htm	39 Pounds of Love	N/A	28195		23-Nov-05	1 hrs. 10 min.	Balcony Releasing	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=3:10toyuma57.htm	3:10 to Yuma (1957)	N/A			7-Aug-57	1 hrs. 32 min.	Columbia	Western	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=310toyuma.htm	3:10 to Yuma (2007)	$55 million	53606916		7-Sep-07	1 hrs. 57 min.	Lionsgate	Western	R	Nominated for Two Oscars.
http://www.boxofficemojo.com/movies/?id=4.htm	4	N/A	20523		7-Apr-06	2 hrs. 6 min.	Leisure Time	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=4littlegirls.htm	4 Little Girls	N/A	130146		9-Jul-97	1 hrs. 42 min.	Green Valley	Documentary	Unrated	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=4months3weeks2days.htm	"4 Months, 3 Weeks, 2 Days"	N/A	1198208		25-Jan-08	1 hrs. 53 min.	IFC	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=40daysand40nights.htm	40 Days and 40 Nights	N/A	37950822		1-Mar-02	1 hrs. 34 min.	Miramax	Romantic Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=42.htm	42	$40 million	95020213		12-Apr-13	2 hrs. 8 min.	Warner Bros.	Sports Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=42up.htm	42 Up	N/A	300880		17-Nov-99	2 hrs. 19 min.	First Run	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=42ndstreet.htm	42nd Street	N/A			9-Mar-33	1 hrs. 29 min.	Warner Bros.	Musical	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=44inchchest.htm	44 Inch Chest	N/A	39033		15-Jan-10	1 hrs. 35 min.	Image Entertainment	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=45years.htm	45 Years	N/A	4247285		23-Dec-15	1 hrs. 35 min.	IFC	Drama	R	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=45365.htm	45365	N/A	853		26-Feb-10	1 hrs. 30 min.	Seven Arts Distribution	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=47ronin.htm	47 Ronin	$175 million	38362475		25-Dec-13	2 hrs. 7 min.	Universal	Action Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=48hrs.htm	48 HRS.	N/A	78868508		10-Dec-82	1 hrs. 36 min.	Paramount	Action Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=49up.htm	49 Up	N/A	241772		6-Oct-06	2 hrs. 15 min.	First Run	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=49thparallel.htm	49th Parallel	N/A			5-Mar-42	2 hrs. 3 min.	Columbia	War Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=444lastdayonearth.htm	4:44: Last Day on Earth	N/A	17801		23-Mar-12	1 hrs. 21 min.	IFC	Fantasy Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=fivebrokencameras.htm	5 Broken Cameras	N/A	109983		30-May-12	1 hrs. 30 min.	Kino Lorber	Foreign	Unrated	Nominated for One Oscar.
http://www.boxofficemojo.com/movies/?id=5daysofwar.htm	5 Days of War	$12 million	17479		19-Aug-11	1 hrs. 53 min.	Anchor Bay Films	Action Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=5flightsup.htm	5 Flights Up	N/A	1020921		8-May-15	1 hrs. 32 min.	Focus Features	Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=5to7.htm	5 to 7	N/A	162685		3-Apr-15	1 hrs. 35 min.	IFC	Romance	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=50firstdates.htm	50 First Dates	$75 million	120908074		13-Feb-04	1 hrs. 36 min.	Sony / Columbia	Romantic Comedy	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=50waysofsayingfabulous.htm	50 Ways of Saying Fabulous	N/A	4800		2-Jun-06	1 hrs. 30 min.	Olive Films	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=50to1.htm	50 to 1	N/A	1064454		21-Mar-14	1 hrs. 50 min.	Ten Furlongs	Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=50fifty.htm	50/50	$8 million	35014192		30-Sep-11	1 hrs. 39 min.	Summit Entertainment	Comedy / Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=51birchstreet.htm	51 Birch Street	N/A	84689		18-Oct-06	1 hrs. 30 min.	Truly Indie	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=52pickup.htm	52 Pick-Up	N/A	5186646		7-Nov-86	1 hrs. 50 min.	Cannon Films	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=52tuesdays.htm	52 Tuesdays	N/A			3-Apr-15	1 hrs. 49 min.	Kino Lorber	Drama	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=54.htm	54	N/A	16757163		28-Aug-98	1 hrs. 26 min.	Miramax	Drama	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=56up.htm	56 Up	N/A	701278		4-Jan-13	2 hrs. 24 min.	First Run	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=5x2.htm	5x2	N/A	128752		10-Jun-05	1 hrs. 30 min.	ThinkFilm	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=6monthrule.htm	6 Month Rule	N/A	14057		1-Jun-12	1 hrs. 39 min.	Secret Identity	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=shelter2011.htm	6 Souls	N/A			5-Apr-13	1 hrs. 52 min.	Radius-TWC	Horror Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=6years.htm	6 Years	N/A			18-Aug-15	1 hrs. 25 min.	The Orchard	Drama	Not Yet Rated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=600millas.htm	600 Millas	N/A			TBD	1 hrs. 25 min.	Unknown	Drama / Thriller	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=7boxes.htm	7 Boxes	N/A	38106		7-Feb-14	1 hrs. 40 min.	Breaking Glass Pictures	Foreign / Action	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=7chinesebrothers.htm	7 Chinese Brothers	N/A	28180		28-Aug-15	1 hrs. 16 min.	Screen Media	Comedy	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=7dias.htm	7 Dias	N/A	16791		17-Aug-07	1 hrs. 35 min.	Xenon Pictures	Foreign	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=7khoonmaaf.htm	7 Khoon Maaf	N/A	270207		18-Feb-11	2 hrs. 17 min.	UTV Communications	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=7minutes.htm	7 Minutes	N/A			26-Jun-15	1 hrs. 24 min.	Starz Media	Crime Thriller	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=71intothefire.htm	71 Into the Fire	N/A	176638		30-Jul-10	2 hrs. 0 min.	JS Media & Entertainment	War	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=7500.htm	7500	N/A			TBD	N/A	CBS Films	Thriller	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=7thstreet.htm	7th Street	N/A	15629		17-Jan-03	1 hrs. 11 min.	Paradise Acres	Documentary	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=81299.htm	8 1/2 (re-issue)	N/A	98760	98760	9-Apr-99	2 hrs. 18 min.	Kino	Foreign	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=812women.htm	8 1/2 Women	N/A	424123		26-May-00	2 hrs. 0 min.	Lions Gate	Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=8filmstodiefor2015.htm	8 Films to Die For (2015)	N/A			16-Oct-15	N/A	After Dark Films	Horror	Unrated	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=8headsinaduffelbag.htm	8 Heads in a Duffel Bag	N/A	3602884		18-Apr-97	1 hrs. 35 min.	Orion Pictures	Crime Comedy	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=8mile.htm	8 Mile	$41 million	116750901		8-Nov-02	1 hrs. 58 min.	Universal	Music Drama	R	"Nominated for One Oscar, Including One Win."
http://www.boxofficemojo.com/movies/?id=8millionwaystodie.htm	8 Million Ways to Die	N/A	1305114		25-Apr-86	1 hrs. 55 min.	TriStar	Unknown	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=8seconds.htm	8 Seconds	N/A	19623396		25-Feb-94	1 hrs. 44 min.	New Line	Sports Drama	PG-13	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=8women.htm	8 Women	N/A	3098776		6-Sep-02	1 hrs. 43 min.	Focus Features	Foreign	R	No Academy Awards Information
http://www.boxofficemojo.com/movies/?id=800bullets.htm	800 Bullets	N/A	866		29-Oct-04	2 hrs. 4 min.	TLA Releasing	Foreign	R	No Academy Awards Information
