title	link	key_bom	year_bom	year_bom_format
a christmas tale	http://www.boxofficemojo.com/movies/?id=christmastale.htm	b276	14-Nov-08	2008
a cinderella story	http://www.boxofficemojo.com/movies/?id=cinderellastory.htm	b277	16-Jul-04	2004
a civil action	http://www.boxofficemojo.com/movies/?id=civilaction.htm	b278	25-Dec-98	1998
a clockwork orange	http://www.boxofficemojo.com/movies/?id=clockworkorange.htm	b279	2-Feb-72	1972
a coffee in berlin	http://www.boxofficemojo.com/movies/?id=acoffeeinberlin.htm	b280	13-Jun-14	2014
"a cool, dry place"	http://www.boxofficemojo.com/movies/?id=cooldryplace.htm	b281	29-Jan-99	1999
a cry in the dark	http://www.boxofficemojo.com/movies/?id=cryinthedark.htm	b282	11-Nov-88	1988
a cry in the wild	http://www.boxofficemojo.com/movies/?id=cryinthewild.htm	b283	1-Jun-90	1990
a cuban legend	http://www.boxofficemojo.com/movies/?id=cubanlegend.htm	b284	11-Oct-02	2002
a cure for wellness	http://www.boxofficemojo.com/movies/?id=acureforwellness.htm	b285	17-Feb-17	2017
a dangerous method	http://www.boxofficemojo.com/movies/?id=dangerousmethod.htm	b286	23-Nov-11	2011
a dangerous woman	http://www.boxofficemojo.com/movies/?id=dangerouswoman.htm	b287	30-Nov-93	1993
a dark truth	http://www.boxofficemojo.com/movies/?id=adarktruth.htm	b288	4-Jan-13	2013
a day without a mexican	http://www.boxofficemojo.com/movies/?id=daywithoutamexican.htm	b289	14-May-04	2004
a decade under the influence	http://www.boxofficemojo.com/movies/?id=decadeundertheinfluence.htm	b290	25-Apr-03	2003
a decent factory	http://www.boxofficemojo.com/movies/?id=decentfactory.htm	b291	29-Jun-05	2005
a delicate balance	http://www.boxofficemojo.com/movies/?id=delicatebalance.htm	b292	10-Dec-73	1973
a different american dream	http://www.boxofficemojo.com/movies/?id=adifferentamericandream.htm	b293	6-Jan-17	2017
a dirty shame	http://www.boxofficemojo.com/movies/?id=dirtyshame.htm	b294	17-Sep-04	2004
a dog year	http://www.boxofficemojo.com/movies/?id=dogyear.htm	b295	TBD	0
a dog of flanders	http://www.boxofficemojo.com/movies/?id=dogofflanders.htm	b296	27-Aug-99	1999
a dog's purpose	http://www.boxofficemojo.com/movies/?id=adogspurpose.htm	b297	27-Jan-17	2017
a dry white season	http://www.boxofficemojo.com/movies/?id=drywhiteseason.htm	b298	20-Sep-89	1989
a face in the crowd	http://www.boxofficemojo.com/movies/?id=faceinthecrowd.htm	b299	28-May-57	1957
a family affair	http://www.boxofficemojo.com/movies/?id=familyaffair.htm	b300	21-Feb-03	2003
a family thing	http://www.boxofficemojo.com/movies/?id=familything.htm	b301	29-Mar-96	1996
a fantastic fear of everything	http://www.boxofficemojo.com/movies/?id=fantasticfear.htm	b302	7-Feb-14	2014
a far off place	http://www.boxofficemojo.com/movies/?id=faroffplace.htm	b303	12-Mar-93	1993
a farewell to arms	http://www.boxofficemojo.com/movies/?id=farewelltoarms.htm	b304	14-Dec-57	1957
a farewell to fools	http://www.boxofficemojo.com/movies/?id=farewelltofools.htm	b305	7-Mar-14	2014
a few good men	http://www.boxofficemojo.com/movies/?id=fewgoodmen.htm	b306	11-Dec-92	1992
a field in england	http://www.boxofficemojo.com/movies/?id=fieldinengland.htm	b307	7-Feb-14	2014
a fierce green fire	http://www.boxofficemojo.com/movies/?id=fiercegreenfire.htm	b308	22-Feb-13	2013
a film unfinished	http://www.boxofficemojo.com/movies/?id=afilmunfinished.htm	b309	18-Aug-10	2010
a fine madness	http://www.boxofficemojo.com/movies/?id=finemadness.htm	b310	1966	0
a fine mess	http://www.boxofficemojo.com/movies/?id=finemess.htm	b311	8-Aug-86	1986
a fine romance	http://www.boxofficemojo.com/movies/?id=fineromance.htm	b312	11-Sep-92	1992
a fish called wanda	http://www.boxofficemojo.com/movies/?id=fishcalledwanda.htm	b313	15-Jul-88	1988
a fish without a bicycle	http://www.boxofficemojo.com/movies/?id=fishwithoutabicycle.htm	b314	22-Oct-04	2004
a fistful of dollars	http://www.boxofficemojo.com/movies/?id=fistfulofdollars.htm	b315	18-Jan-67	1967
a five star life	http://www.boxofficemojo.com/movies/?id=fivestarlife.htm	b316	18-Jul-14	2014
a fond kiss	http://www.boxofficemojo.com/movies/?id=fondkiss.htm	b317	26-Nov-04	2004
a fool (yi ge shao zi)	http://www.boxofficemojo.com/movies/?id=afool.htm	b318	27-Nov-15	2015
a foreign affair	http://www.boxofficemojo.com/movies/?id=foreignaffair.htm	b319	7-May-04	2004
a four letter word	http://www.boxofficemojo.com/movies/?id=fourletterword.htm	b320	28-Mar-08	2008
a girl called rosemarie	http://www.boxofficemojo.com/movies/?id=girlcalledrosemarie.htm	b321	15-Oct-99	1999
a girl cut in two	http://www.boxofficemojo.com/movies/?id=girlcutintwo.htm	b322	15-Aug-08	2008
a girl like grace	http://www.boxofficemojo.com/movies/?id=agirllikegrace.htm	b323	2-Dec-16	2016
a girl like her	http://www.boxofficemojo.com/movies/?id=agirllikeme.htm	b324	27-Mar-15	2015
a girl walks home alone at night	http://www.boxofficemojo.com/movies/?id=girlwalkshomealone.htm	b325	21-Nov-14	2014
a girl and a gun	http://www.boxofficemojo.com/movies/?id=girlgun.htm	b326	3-Jul-13	2013
a glimpse inside the mind of charles swan iii	http://www.boxofficemojo.com/movies/?id=charlesswan3.htm	b327	8-Feb-13	2013
a good day to be black and sexy	http://www.boxofficemojo.com/movies/?id=gooddaytobeblackandsexy.htm	b328	5-Dec-08	2008
a good day to die	http://www.boxofficemojo.com/movies/?id=agooddaytodie.htm	b329	4-Nov-11	2011
a good day to die hard	http://www.boxofficemojo.com/movies/?id=diehard5.htm	b330	14-Feb-13	2013
a good man in africa	http://www.boxofficemojo.com/movies/?id=agoodmaninafrica.htm	b331	9-Sep-94	1994
a good old fashioned orgy	http://www.boxofficemojo.com/movies/?id=goodorgy.htm	b332	2-Sep-11	2011
a good woman	http://www.boxofficemojo.com/movies/?id=goodwoman.htm	b333	3-Feb-06	2006
a good year	http://www.boxofficemojo.com/movies/?id=goodyear.htm	b334	10-Nov-06	2006
a goofy movie	http://www.boxofficemojo.com/movies/?id=goofymovie.htm	b335	7-Apr-95	1995
a great day in harlem	http://www.boxofficemojo.com/movies/?id=greatdayinharlem.htm	b336	17-Feb-95	1995
a green story	http://www.boxofficemojo.com/movies/?id=greenstory.htm	b337	24-May-13	2013
a guide to recognizing your saints	http://www.boxofficemojo.com/movies/?id=guidetorecognizingyoursaints.htm	b338	29-Sep-06	2006
a guy thing	http://www.boxofficemojo.com/movies/?id=guything.htm	b339	17-Jan-03	2003
a handful of dust	http://www.boxofficemojo.com/movies/?id=handfulofdust.htm	b340	24-Jun-88	1988
a hard day	http://www.boxofficemojo.com/movies/?id=ahardday.htm	b341	17-Jul-15	2015
a hard day's night (2014 re-release)	http://www.boxofficemojo.com/movies/?id=harddaysnight14.htm	b342	4-Jul-14	2014
a hard day's night (re-issue)	http://www.boxofficemojo.com/movies/?id=harddaysnight00.htm	b343	1-Dec-00	2000
a haunted house	http://www.boxofficemojo.com/movies/?id=hauntedhouse.htm	b344	11-Jan-13	2013
a haunted house 2	http://www.boxofficemojo.com/movies/?id=hauntedhouse2.htm	b345	18-Apr-14	2014
a hijacking	http://www.boxofficemojo.com/movies/?id=ahijacking.htm	b346	21-Jun-13	2013
a history of violence	http://www.boxofficemojo.com/movies/?id=historyofviolence.htm	b347	23-Sep-05	2005
a hole in my heart	http://www.boxofficemojo.com/movies/?id=holeinmyheart.htm	b348	8-Apr-05	2005
a hole in one	http://www.boxofficemojo.com/movies/?id=holeinone.htm	b349	6-May-05	2005
a hole in the head	http://www.boxofficemojo.com/movies/?id=holeinthehead.htm	b350	15-Jul-59	1959
a hologram for the king	http://www.boxofficemojo.com/movies/?id=ahologramfortheking.htm	b351	22-Apr-16	2016
a home at the end of the world	http://www.boxofficemojo.com/movies/?id=homeattheendoftheworld.htm	b352	23-Jul-04	2004
a home of our own	http://www.boxofficemojo.com/movies/?id=homeofourown.htm	b353	5-Nov-93	1993
a house on a hill	http://www.boxofficemojo.com/movies/?id=houseonahill.htm	b354	14-Nov-03	2003
a jihad for love	http://www.boxofficemojo.com/movies/?id=jihadforlove.htm	b355	21-May-08	2008
a journey through time with anthony	http://www.boxofficemojo.com/movies/?id=ajourneythroughtimewithanthony.htm	b356	18-Nov-15	2015
a kid in king arthur's court	http://www.boxofficemojo.com/movies/?id=kidinkingarthurscourt.htm	b357	11-Aug-95	1995
a killing affair	http://www.boxofficemojo.com/movies/?id=killingaffair.htm	b358	15-Jul-88	1988
a kind of murder	http://www.boxofficemojo.com/movies/?id=akindofmurder.htm	b359	16-Dec-16	2016
a kiss before dying	http://www.boxofficemojo.com/movies/?id=kissbeforedying.htm	b360	26-Apr-91	1991
a knight's tale	http://www.boxofficemojo.com/movies/?id=aknightstale.htm	b361	11-May-01	2001
a lego brickumentary	http://www.boxofficemojo.com/movies/?id=beyondthebrick.htm	b362	31-Jul-15	2015
a la mala	http://www.boxofficemojo.com/movies/?id=alamala.htm	b363	27-Feb-15	2015
a lady takes a chance	http://www.boxofficemojo.com/movies/?id=ladytakesachance.htm	b364	19-Aug-43	1943
a late quartet	http://www.boxofficemojo.com/movies/?id=alatequartet.htm	b365	2-Nov-12	2012
a lawyer walks into a bar...	http://www.boxofficemojo.com/movies/?id=lawyerwalksintoabar.htm	b366	29-Feb-08	2008
a league of ordinary gentlemen	http://www.boxofficemojo.com/movies/?id=leagueofordinarygentlemen.htm	b367	27-May-05	2005
a league of their own	http://www.boxofficemojo.com/movies/?id=leagueoftheirown.htm	b368	1-Jul-92	1992
a letter to momo	http://www.boxofficemojo.com/movies/?id=lettertomomo.htm	b369	23-Jul-14	2014
a letter to true	http://www.boxofficemojo.com/movies/?id=lettertotrue.htm	b370	8-Sep-04	2004
a life less ordinary	http://www.boxofficemojo.com/movies/?id=lifelessordinary.htm	b371	24-Oct-97	1997
a little bit of heaven	http://www.boxofficemojo.com/movies/?id=littlebitofheaven.htm	b372	4-May-12	2012
a little bit of soul	http://www.boxofficemojo.com/movies/?id=littlebitofsoul.htm	b373	6-Aug-99	1999
a little chaos	http://www.boxofficemojo.com/movies/?id=alittlechaos.htm	b374	26-Jun-15	2015
a little game	http://www.boxofficemojo.com/movies/?id=littlegame.htm	b375	TBD	0
a little help	http://www.boxofficemojo.com/movies/?id=alittlehelp.htm	b376	22-Jul-11	2011
a little princess	http://www.boxofficemojo.com/movies/?id=littleprincess.htm	b377	12-May-95	1995
a little romance	http://www.boxofficemojo.com/movies/?id=littleromance.htm	b378	27-Apr-79	1979
a little sex	http://www.boxofficemojo.com/movies/?id=littlesex.htm	b379	2-Apr-82	1982
a lonely hero	http://www.boxofficemojo.com/movies/?id=alonelyhero.htm	b380	8-May-15	2015
a lonely place for dying	http://www.boxofficemojo.com/movies/?id=lonelyplacefordying.htm	b381	24-Aug-12	2012
a long way down	http://www.boxofficemojo.com/movies/?id=alongwaydown.htm	b382	11-Jul-14	2014
a long way off	http://www.boxofficemojo.com/movies/?id=alongwayoff.htm	b383	16-May-14	2014
a lot like love	http://www.boxofficemojo.com/movies/?id=lotlikelove.htm	b384	22-Apr-05	2005
a love song for bobby long	http://www.boxofficemojo.com/movies/?id=lovesongforbobbylong.htm	b385	29-Dec-04	2004
a low down dirty shame	http://www.boxofficemojo.com/movies/?id=lowdowndirtyshame.htm	b386	25-Nov-94	1994
a man apart	http://www.boxofficemojo.com/movies/?id=manapart.htm	b387	4-Apr-03	2003
a man called ove	http://www.boxofficemojo.com/movies/?id=amancalledove.htm	b388	30-Sep-16	2016
a man called sarge	http://www.boxofficemojo.com/movies/?id=mancalledsarge.htm	b389	2-Feb-90	1990
a man in love	http://www.boxofficemojo.com/movies/?id=maninlove.htm	b390	1987	0
a man named pearl	http://www.boxofficemojo.com/movies/?id=mannamedpearl.htm	b391	31-Aug-07	2007
a man vanishes (2012 re-release)	http://www.boxofficemojo.com/movies/?id=amanvanishes2012.htm	b392	15-Nov-12	2012
a man for all seasons	http://www.boxofficemojo.com/movies/?id=manforallseasons.htm	b393	22-Dec-66	1966
a man of no importance	http://www.boxofficemojo.com/movies/?id=amanofnoimportance.htm	b394	22-Dec-94	1994
"a man, a woman and a bank"	http://www.boxofficemojo.com/movies/?id=amanawomanandabank.htm	b395	28-Sep-79	1979
a map of the world	http://www.boxofficemojo.com/movies/?id=mapoftheworld.htm	b396	3-Dec-99	1999
a married woman (une femme mariee) [2015 re-release]	http://www.boxofficemojo.com/movies/?id=amarriedwoman2015.htm	b397	4-Dec-15	2015
a master builder	http://www.boxofficemojo.com/movies/?id=amasterbuilder.htm	b398	23-Jul-14	2014
a matter of faith	http://www.boxofficemojo.com/movies/?id=matteroffaith.htm	b399	17-Oct-14	2014
a matter of taste	http://www.boxofficemojo.com/movies/?id=matteroftaste.htm	b400	31-Aug-01	2001
a melody to remember	http://www.boxofficemojo.com/movies/?id=amelodytoremember.htm	b401	29-Jan-16	2016
a midnight clear	http://www.boxofficemojo.com/movies/?id=midnightclear.htm	b402	24-Apr-92	1992
a midsummer night's dream	http://www.boxofficemojo.com/movies/?id=midsummernightsdream.htm	b403	14-May-99	1999
a midsummer night's sex comedy	http://www.boxofficemojo.com/movies/?id=midsummernightssexcomedy.htm	b404	16-Jul-82	1982
a midwinter's tale	http://www.boxofficemojo.com/movies/?id=midwinterstale.htm	b405	9-Feb-96	1996
a mighty heart	http://www.boxofficemojo.com/movies/?id=mightyheart.htm	b406	22-Jun-07	2007
a mighty wind	http://www.boxofficemojo.com/movies/?id=mightywind.htm	b407	16-Apr-03	2003
a million ways to die in the west	http://www.boxofficemojo.com/movies/?id=millionwaystodie.htm	b408	30-May-14	2014
a million to juan	http://www.boxofficemojo.com/movies/?id=milliontojuan.htm	b409	13-May-94	1994
a miracle in spanish harlem	http://www.boxofficemojo.com/movies/?id=miracleharlem.htm	b410	6-Dec-13	2013
a modern affair	http://www.boxofficemojo.com/movies/?id=modernaffair.htm	b411	24-May-96	1996
a monster calls	http://www.boxofficemojo.com/movies/?id=amonstercalls.htm	b412	23-Dec-16	2016
a monster with a thousand heads	http://www.boxofficemojo.com/movies/?id=monsterthousandheads.htm	b413	11-May-16	2016
a month by the lake	http://www.boxofficemojo.com/movies/?id=monthbythelake.htm	b414	22-Sep-95	1995
a most violent year	http://www.boxofficemojo.com/movies/?id=amostviolentyear.htm	b415	31-Dec-14	2014
a most wanted man	http://www.boxofficemojo.com/movies/?id=amostwantedman.htm	b416	25-Jul-14	2014
a mother's courage: talking back to autism	http://www.boxofficemojo.com/movies/?id=amotherscourage.htm	b417	24-Sep-10	2010
a new day in old sana'a	http://www.boxofficemojo.com/movies/?id=newdayinoldsanaa.htm	b418	10-Nov-06	2006
a new life	http://www.boxofficemojo.com/movies/?id=newlife.htm	b419	25-Mar-88	1988
a night at the roxbury	http://www.boxofficemojo.com/movies/?id=nightattheroxbury.htm	b420	2-Oct-98	1998
a night in heaven	http://www.boxofficemojo.com/movies/?id=nightinheaven.htm	b421	18-Nov-83	1983
a nightmare on elm street	http://www.boxofficemojo.com/movies/?id=elmst.htm	b422	9-Nov-84	1984
a nightmare on elm street (2010)	http://www.boxofficemojo.com/movies/?id=nightmareonelmstreet10.htm	b423	30-Apr-10	2010
a nightmare on elm street 2: freddy's revenge	http://www.boxofficemojo.com/movies/?id=elmst2.htm	b424	1-Nov-85	1985
a nightmare on elm street 3: dream warriors	http://www.boxofficemojo.com/movies/?id=elmst3.htm	b425	27-Feb-87	1987
a nightmare on elm street 4: the dream master	http://www.boxofficemojo.com/movies/?id=elmst4.htm	b426	19-Aug-88	1988
a nightmare on elm street 5: the dream child	http://www.boxofficemojo.com/movies/?id=elmst5.htm	b427	11-Aug-89	1989
a passage to india	http://www.boxofficemojo.com/movies/?id=passagetoindia.htm	b428	14-Dec-84	1984
a people uncounted	http://www.boxofficemojo.com/movies/?id=apeopleuncounted.htm	b429	16-May-14	2014
a perfect candidate	http://www.boxofficemojo.com/movies/?id=perfectcandidate.htm	b430	19-Jun-96	1996
a perfect couple	http://www.boxofficemojo.com/movies/?id=perfectcouple.htm	b431	6-Apr-79	1979
a perfect day	http://www.boxofficemojo.com/movies/?id=aperfectday.htm	b432	15-Jan-16	2016
a perfect getaway	http://www.boxofficemojo.com/movies/?id=perfectgetaway.htm	b433	7-Aug-09	2009
a perfect man	http://www.boxofficemojo.com/movies/?id=aperfectman.htm	b434	1-Nov-13	2013
a perfect murder	http://www.boxofficemojo.com/movies/?id=perfectmurder.htm	b435	5-Jun-98	1998
a perfect world	http://www.boxofficemojo.com/movies/?id=perfectworld.htm	b436	24-Nov-93	1993
a personal journey with martin scorsese through american movies	http://www.boxofficemojo.com/movies/?id=personaljourney.htm	b437	6-Mar-98	1998
a picture of you	http://www.boxofficemojo.com/movies/?id=pictureofyou.htm	b438	20-Jun-14	2014
a piece of eden	http://www.boxofficemojo.com/movies/?id=pieceofeden.htm	b439	15-Sep-00	2000
a pig across paris (2013 re-issue)	http://www.boxofficemojo.com/movies/?id=apigacrossparis.htm	b440	24-May-13	2013
a pigeon sat on a branch reflecting on existence	http://www.boxofficemojo.com/movies/?id=pigeon.htm	b441	3-Jun-15	2015
a place called chiapas	http://www.boxofficemojo.com/movies/?id=placecalledchiapas.htm	b442	4-Nov-98	1998
a place at the table	http://www.boxofficemojo.com/movies/?id=aplaceatthetable.htm	b443	1-Mar-13	2013
a place in the sun	http://www.boxofficemojo.com/movies/?id=placeinthesun.htm	b444	15-Aug-51	1951
a place in the world	http://www.boxofficemojo.com/movies/?id=placeintheworld.htm	b445	1-Jul-94	1994
a plumm summer	http://www.boxofficemojo.com/movies/?id=plummsummer.htm	b446	25-Apr-08	2008
a poem is a naked person (2015 re-issue)	http://www.boxofficemojo.com/movies/?id=apoemisanakedperson.htm	b447	1-Jul-15	2015
a prairie home companion	http://www.boxofficemojo.com/movies/?id=prairiehomecompanion.htm	b448	9-Jun-06	2006
a prayer for the dying	http://www.boxofficemojo.com/movies/?id=prayerforthedying.htm	b449	11-Sep-87	1987
a price above rubies	http://www.boxofficemojo.com/movies/?id=priceaboverubies.htm	b450	27-Mar-98	1998
a private function	http://www.boxofficemojo.com/movies/?id=privatefunction.htm	b451	1-Mar-85	1985
a prophet (un prophète)	http://www.boxofficemojo.com/movies/?id=aprophet.htm	b452	26-Feb-10	2010
a pure formality	http://www.boxofficemojo.com/movies/?id=pureformality.htm	b453	26-May-95	1995
a pyromaniac's love story	http://www.boxofficemojo.com/movies/?id=pyromaniacslovestory.htm	b454	28-Apr-95	1995
a quiet passion	http://www.boxofficemojo.com/movies/?id=aquietpassion.htm	b455	14-Apr-17	2017
a rage in harlem	http://www.boxofficemojo.com/movies/?id=rageinharlem.htm	b456	3-May-91	1991
a real young girl	http://www.boxofficemojo.com/movies/?id=realyounggirl.htm	b457	1-Jun-01	2001
a reason	http://www.boxofficemojo.com/movies/?id=areason.htm	b458	28-Aug-15	2015
a remarkable life	http://www.boxofficemojo.com/movies/?id=aremarkablelife.htm	b459	17-Jun-16	2016
a resurrection	http://www.boxofficemojo.com/movies/?id=aresurrection.htm	b460	22-Mar-13	2013
a river runs through it	http://www.boxofficemojo.com/movies/?id=riverrunsthroughit.htm	b461	9-Oct-92	1992
a room for romeo brass	http://www.boxofficemojo.com/movies/?id=roomforromeobrass.htm	b462	27-Oct-00	2000
a room with a view	http://www.boxofficemojo.com/movies/?id=roomwithaview.htm	b463	7-Mar-86	1986
a royal affair	http://www.boxofficemojo.com/movies/?id=aroyalaffair.htm	b464	9-Nov-12	2012
a royal night out	http://www.boxofficemojo.com/movies/?id=aroyalnightout.htm	b465	4-Dec-15	2015
a rumor of angels	http://www.boxofficemojo.com/movies/?id=rumorofangels.htm	b466	1-Feb-02	2002
a safe place	http://www.boxofficemojo.com/movies/?id=safeplace.htm	b467	1-Oct-71	1971
a scanner darkly	http://www.boxofficemojo.com/movies/?id=scannerdarkly.htm	b468	7-Jul-06	2006
a screaming man	http://www.boxofficemojo.com/movies/?id=ascreamingman.htm	b469	13-Apr-11	2011
a secret	http://www.boxofficemojo.com/movies/?id=asecret.htm	b470	5-Sep-08	2008
a separation	http://www.boxofficemojo.com/movies/?id=aseperation.htm	b471	30-Dec-11	2011
a serious man	http://www.boxofficemojo.com/movies/?id=seriousman.htm	b472	2-Oct-09	2009
a shock to the system	http://www.boxofficemojo.com/movies/?id=shocktothesystem.htm	b473	23-Mar-90	1990
a shot at glory	http://www.boxofficemojo.com/movies/?id=shotatglory.htm	b474	10-May-02	2002
a shot in the dark	http://www.boxofficemojo.com/movies/?id=shotinthedark.htm	b475	23-Jun-64	1964
a show of force	http://www.boxofficemojo.com/movies/?id=showofforce.htm	b476	11-May-90	1990
a silent love	http://www.boxofficemojo.com/movies/?id=silentlove.htm	b477	29-Oct-04	2004
