key_bom,key_wiki,key_omdb,bom_title,wiki_title,omdb_title,year_bom_format,year_wiki_format,year_omdb_format,wiki_budget,wiki_gross,bom_budget,bom_domestic_gross,bom_worldwide_revenue,budget,gross
b7624,w22926,,lost in translation,lost in translation ,,2003.0,2003,,4000000.0,119700000.0,4000000.0,44585453.0,4000000.0,4000000.0,4000000.0
b7626,w22972,,lottery ticket,lottery ticket (2010 film),,2010.0,2010,,17000000.0,24700000.0,17000000.0,24719879.0,17000000.0,17000000.0,17000000.0
b7634,w23008,o10657,love &amp; basketball,love & basketball,love & basketball,2000.0,2000,2000.0,20000000.0,27728118.0,20000000.0,27459615.0,20000000.0,20000000.0,20000000.0
b7653,w23078,o18760,love happens,love happens,love happens,2009.0,2009,2009.0,18000000.0,36100000.0,18000000.0,22965110.0,18000000.0,18000000.0,18000000.0
b7668,w23159,o8069,love ranch,love ranch,love ranch,2010.0,2010,2010.0,25000000.0,137885.0,25000000.0,137885.0,25000000.0,25000000.0,25000000.0
b7676,w23012,o10491,love and death,love and death,love and death,1975.0,1975,1975.0,3000000.0,20123742.0,3000000.0,20123742.0,3000000.0,3000000.0,3000000.0
b7684,w23025,o8068,love and other drugs,love & other drugs,love & other drugs,2010.0,2010,2010.0,30000000.0,102800000.0,30000000.0,32367005.0,30000000.0,30000000.0,30000000.0
b7699,w23175,o8925,love the coopers,love the coopers,love the coopers,2015.0,2015,2015.0,24000000.0,42400000.0,17000000.0,26302731.0,17000000.0,17000000.0,17000000.0
b7741,w23326,o10659,lucky numbers,lucky numbers,lucky numbers,2000.0,2000,2000.0,63000000.0,10890222.0,63000000.0,10042516.0,63000000.0,63000000.0,63000000.0
b7753,w23414,o3837,"""lust, caution""","""lust, caution""","""lust, caution""",2007.0,2007,2007.0,15000000.0,67091915.0,15000000.0,4604982.0,15000000.0,15000000.0,15000000.0
b7776,w23477,,macgruber,macgruber ,,2010.0,2010,,10000000.0,9300000.0,10000000.0,8525600.0,10000000.0,10000000.0,10000000.0
b7780,w23480,,machete,machete ,,2010.0,2010,,10500000.0,44093316.0,10500000.0,26593646.0,10500000.0,10500000.0,10500000.0
b7782,w23484,o2592,machine gun preacher,machine gun preacher,machine gun preacher,2011.0,2011,2011.0,30000000.0,3300000.0,30000000.0,538690.0,30000000.0,30000000.0,30000000.0
b7785,w23498,,mad city,mad city ,,1997.0,1997,,50000000.0,10500000.0,50000000.0,10541523.0,50000000.0,50000000.0,50000000.0
b7794,w23520,o8927,mad max: fury road,mad max: fury road,mad max: fury road,2015.0,2015,2015.0,150000000.0,378900000.0,150000000.0,153636354.0,150000000.0,150000000.0,150000000.0
b7802,w23534,o16637,madagascar: escape 2 africa,madagascar: escape 2 africa,madagascar: escape 2 africa,2008.0,2008,2008.0,150000000.0,603900000.0,150000000.0,180010950.0,150000000.0,150000000.0,150000000.0
b7818,w23575,o16638,made of honor,made of honor,made of honor,2008.0,2008,2008.0,40000000.0,106000000.0,40000000.0,46012734.0,40000000.0,40000000.0,40000000.0
b7827,w23603,o13779,madonna: truth or dare,madonna: truth or dare,madonna: truth or dare,1991.0,1991,1991.0,4500000.0,29012935.0,4500000.0,15012935.0,4500000.0,4500000.0,4500000.0
b7830,w23610,o13572,mafia!,mafia!,mafia!,1998.0,1998,1998.0,10000000.0,30200000.0,10000000.0,19889299.0,10000000.0,10000000.0,10000000.0
b7836,w23638,o3439,magic mike,magic mike,magic mike,2012.0,2012,2012.0,7000000.0,167200000.0,7000000.0,113721571.0,7000000.0,7000000.0,7000000.0
b7837,w23639,o8930,magic mike xxl,magic mike xxl,magic mike xxl,2015.0,2015,2015.0,14800000.0,122500000.0,14800000.0,66013057.0,14800000.0,14800000.0,14800000.0
b7846,w23672,,magnolia,magnolia ,,1999.0,1999,,37000000.0,48500000.0,37000000.0,22455976.0,37000000.0,37000000.0,37000000.0
b7850,w23677,o16290,maid in manhattan,maid in manhattan,maid in manhattan,2002.0,2002,2002.0,55000000.0,154900000.0,55000000.0,94011225.0,55000000.0,55000000.0,55000000.0
b7880,w23767,,maleficent,maleficent ,,2014.0,2014,,180000000.0,758500000.0,180000000.0,241410378.0,180000000.0,180000000.0,180000000.0
b7883,w23774,o9745,malibu's most wanted,malibu's most wanted,malibu's most wanted,2003.0,2003,2003.0,15000000.0,34622504.0,15000000.0,34432201.0,15000000.0,15000000.0,15000000.0
b7894,w23800,,mamma mia!,mamma mia! ,,2008.0,2008,,52000000.0,609800000.0,52000000.0,144130063.0,52000000.0,52000000.0,52000000.0
b7904,w23931,,man of steel,man of steel ,,2013.0,2013,,225000000.0,668000000.0,225000000.0,291045518.0,225000000.0,225000000.0,225000000.0
b7913,w23945,o3440,man on a ledge,man on a ledge,man on a ledge,2012.0,2012,2012.0,42000000.0,46200000.0,42000000.0,18620000.0,42000000.0,42000000.0,42000000.0
b7916,w23955,,man on the moon,man on the moon ,,1999.0,1999,,52000000.0,47300000.0,82000000.0,34607430.0,82000000.0,82000000.0,82000000.0
b7937,w24117,o11758,maniac cop,maniac cop,maniac cop,1988.0,1988,1988.0,1100000.0,671382.0,1100000.0,671382.0,1100000.0,1100000.0,1100000.0
b7944,w24133,,mannequin two: on the move,mannequin two: on the move,,1991.0,1991,,13000000.0,3800000.0,13000000.0,3752428.0,13000000.0,13000000.0,13000000.0
b7959,w24181,o9746,marci x,marci x,marci x,2003.0,2003,2003.0,20000000.0,1700000.0,20000000.0,1648818.0,20000000.0,20000000.0,20000000.0
b7964,w24195,,margin call,margin call ,,2011.0,2011,,3500000.0,19500000.0,3500000.0,5354039.0,3500000.0,3500000.0,3500000.0
b7971,w24206,,marie antoinette,marie antoinette (2006 film),,2006.0,2006,,40000000.0,60917189.0,40000000.0,15962471.0,40000000.0,40000000.0,40000000.0
b7984,w24253,,marmaduke,marmaduke ,,2010.0,2010,,50000000.0,83800000.0,50000000.0,33644788.0,50000000.0,50000000.0,50000000.0
b7993,w24295,o2597,mars needs moms,mars needs moms,mars needs moms,2011.0,2011,2011.0,150000000.0,39000000.0,150000000.0,21392758.0,150000000.0,150000000.0,150000000.0
b8027,w24403,o9748,master and commander: the far side of the world,master and commander: the far side of the world,master and commander: the far side of the world,2003.0,2003,2003.0,150000000.0,212000000.0,150000000.0,93927920.0,150000000.0,150000000.0,150000000.0
b8053,w24481,,max (2015),max (2015 film),,2015.0,2015,,20000000.0,44000000.0,20000000.0,42656255.0,20000000.0,20000000.0,20000000.0
b8055,w24486,o20058,max keeble's big move,max keeble's big move,max keeble's big move,2001.0,2001,2001.0,25000000.0,18600000.0,25000000.0,17294293.0,25000000.0,25000000.0,25000000.0
b8056,w24488,,max payne,max payne ,,2008.0,2008,,35000000.0,85800000.0,35000000.0,40689393.0,35000000.0,35000000.0,35000000.0
b8075,w24531,o8935,maze runner: the scorch trials,maze runner: the scorch trials,maze runner: the scorch trials,2015.0,2015,2015.0,61000000.0,312300000.0,61000000.0,81697192.0,61000000.0,61000000.0,61000000.0
b8084,w24566,,me before you,me before you ,,2016.0,2016,,20000000.0,207900000.0,20000000.0,56245075.0,20000000.0,20000000.0,20000000.0
b8089,w24555,,me and earl and the dying girl,me and earl and the dying girl ,,2015.0,2015,,8000000.0,9100000.0,8000000.0,6758416.0,8000000.0,8000000.0,8000000.0
b8092,w24561,o16642,me and orson welles,me and orson welles,me and orson welles,2009.0,2008,2008.0,25000000.0,2336172.0,25000000.0,1190003.0,25000000.0,25000000.0,25000000.0
b8094,w24572,o10662,"""me, myself and irene""","""me, myself & irene""","""me, myself & irene""",2000.0,2000,2000.0,51000000.0,149270999.0,51000000.0,90570999.0,51000000.0,51000000.0,51000000.0
b8097,w24577,o22066,mean girls,mean girls,mean girls,2004.0,2004,2004.0,17000000.0,129000000.0,17000000.0,86058055.0,17000000.0,17000000.0,17000000.0
b8108,w24606,,medicine man,medicine man ,,1992.0,1992,,40000000.0,45500797.0,40000000.0,45500797.0,40000000.0,40000000.0,40000000.0
b8112,w24612,o8073,meek's cutoff,meek's cutoff,meek's cutoff,2011.0,2010,2010.0,2000000.0,1200000.0,2000000.0,977772.0,2000000.0,2000000.0,2000000.0
b8115,w24616,o16645,meet dave,meet dave,meet dave,2008.0,2008,2008.0,60000000.0,50700000.0,60000000.0,11803254.0,60000000.0,60000000.0,60000000.0
b8116,w24618,o13575,meet joe black,meet joe black,meet joe black,1998.0,1998,1998.0,90000000.0,142940100.0,90000000.0,44619100.0,90000000.0,90000000.0,90000000.0
b8118,w24622,o421,meet me in st. louis,meet me in st. louis,meet me in st. louis,1944.0,1944,1944.0,1885000.0,6566000.0,1700000.0,0.0,1700000.0,1700000.0,1700000.0
b8124,w24632,o22067,meet the fockers,meet the fockers,meet the fockers,2004.0,2004,2004.0,80000000.0,516000000.0,80000000.0,279261160.0,80000000.0,80000000.0,80000000.0
b8127,w24638,o10663,meet the parents,meet the parents,meet the parents,2000.0,2000,2000.0,55000000.0,330400000.0,55000000.0,166244045.0,55000000.0,55000000.0,55000000.0
b8136,w24662,o8077,megamind,megamind,megamind,2010.0,2010,2010.0,130000000.0,321800000.0,130000000.0,148415853.0,130000000.0,130000000.0,130000000.0
b8137,w24666,o20060,megiddo: the omega code ii,megiddo: the omega code 2,megiddo: the omega code 2,2001.0,2001,2001.0,20000000.0,6047691.0,22000000.0,6047691.0,22000000.0,22000000.0,22000000.0
b8145,w24698,,memoirs of a geisha,memoirs of a geisha ,,2005.0,2005,,85000000.0,162200000.0,85000000.0,57490508.0,85000000.0,85000000.0,85000000.0
b8160,w24738,,men in black,men in black ,,1997.0,1997,,90000000.0,589400000.0,90000000.0,250690539.0,90000000.0,90000000.0,90000000.0
b8161,w24739,o16292,men in black ii,men in black ii,men in black ii,2002.0,2002,2002.0,140000000.0,441800000.0,140000000.0,190418803.0,140000000.0,140000000.0,140000000.0
b8162,w24754,o10664,men of honor,men of honor,men of honor,2000.0,2000,2000.0,32000000.0,82343495.0,32000000.0,48818921.0,32000000.0,32000000.0,32000000.0
b8179,w24797,o10665,mercy streets,mercy streets,mercy streets,2000.0,2000,2000.0,600000.0,173599.0,600000.0,173599.0,600000.0,600000.0,600000.0
b8188,w24837,,message in a bottle,message in a bottle ,,1999.0,1999,,80000000.0,118880016.0,80000000.0,52880016.0,80000000.0,80000000.0,80000000.0
b8190,w24849,o1151,metallica through the never,metallica through the never,metallica through the never,2013.0,2013,2013.0,32000000.0,7972967.0,18000000.0,3419967.0,18000000.0,18000000.0,18000000.0
b8209,w24893,,miami vice,miami vice ,,2006.0,2006,,135000000.0,163800000.0,135000000.0,63450470.0,135000000.0,135000000.0,135000000.0
b8214,w24900,,michael collins,michael collins ,,1996.0,1996,,25000000.0,27572844.0,25000000.0,11092559.0,25000000.0,25000000.0,25000000.0
b8219,w24919,o2105,mickey blue eyes,mickey blue eyes,mickey blue eyes,1999.0,1999,1999.0,75000000.0,54264342.0,75000000.0,33864342.0,75000000.0,75000000.0,75000000.0
b8228,w24986,,middle of nowhere (2012),middle of nowhere (2012 film),,2012.0,2012,,200000.0,236806.0,200000.0,236806.0,200000.0,200000.0,200000.0
b8234,w25006,,midnight express,midnight express ,,1978.0,1978,,2300000.0,35000000.0,2300000.0,35000000.0,2300000.0,2300000.0,2300000.0
b8241,w25014,o2603,midnight in paris,midnight in paris,midnight in paris,2011.0,2011,2011.0,17.0,151100000.0,17000000.0,56817045.0,17000000.0,17000000.0,17000000.0
b8242,w25015,,midnight in the garden of good &amp; evil,midnight in the garden of good and evil ,,1997.0,1997,,30000000.0,25100000.0,35000000.0,25105255.0,35000000.0,35000000.0,35000000.0
b8247,w25071,,mighty joe young,mighty joe young (1998 film),,1998.0,1998,,90000000.0,50600000.0,90000000.0,50632037.0,90000000.0,90000000.0,90000000.0
b8250,w25088,o5414,mike and dave need wedding dates,mike and dave need wedding dates,mike and dave need wedding dates,2016.0,2016,2016.0,33000000.0,77100000.0,33000000.0,46009673.0,33000000.0,33000000.0,33000000.0
b8256,w25110,,milk,milk ,,2008.0,2008,,20000000.0,54600000.0,20000000.0,31841299.0,20000000.0,20000000.0,20000000.0
b8263,w25134,o10043,million dollar arm,million dollar arm,million dollar arm,2014.0,2014,2014.0,25000000.0,39200000.0,25000000.0,36457627.0,25000000.0,25000000.0,25000000.0
b8264,w25136,o22074,million dollar baby,million dollar baby,million dollar baby,2004.0,2004,2004.0,30000000.0,216800000.0,30000000.0,100492203.0,30000000.0,30000000.0,30000000.0
b8268,w25171,,mimic,mimic ,,1997.0,1997,,30000000.0,25500000.0,30000000.0,25480490.0,30000000.0,30000000.0,30000000.0
b8276,w25202,,minions,minions ,,2015.0,2015,,74000000.0,1159000.0,74000000.0,336045770.0,74000000.0,74000000.0,74000000.0
b8277,w25209,,minority report,minority report ,,2002.0,2002,,102000000.0,358400000.0,102000000.0,132072926.0,102000000.0,102000000.0,102000000.0
b8284,w25256,,miracles from heaven,miracles from heaven ,,2016.0,2016,,13000000.0,73900000.0,13000000.0,61705123.0,13000000.0,13000000.0,13000000.0
b8287,w25261,,mirror mirror,mirror mirror ,,2012.0,2012,,85000000.0,183000000.0,85000000.0,64935167.0,85000000.0,85000000.0,85000000.0
b8297,w25302,,miss congeniality,miss congeniality ,,2000.0,2000,,45000000.0,212800000.0,45000000.0,106807667.0,45000000.0,45000000.0,45000000.0
b8319,w25359,o10666,mission to mars,mission to mars,mission to mars,2000.0,2000,2000.0,100000000.0,111000000.0,100000000.0,60883407.0,100000000.0,100000000.0,100000000.0
b8321,w25361,,mission: impossible,mission: impossible ,,1996.0,1996,,80000000.0,457700000.0,80000000.0,180981856.0,80000000.0,80000000.0,80000000.0
b8322,w25362,o2606,mission: impossible - ghost protocol,mission: impossible â ghost protocol,mission: impossible - ghost protocol,2011.0,2011,2011.0,145000000.0,694700000.0,145000000.0,209397903.0,145000000.0,145000000.0,145000000.0
b8323,w25357,o8940,mission: impossible - rogue nation,mission: impossible â rogue nation,mission: impossible - rogue nation,2015.0,2015,2015.0,150000000.0,682700000.0,150000000.0,195042377.0,150000000.0,150000000.0,150000000.0
b8326,w25365,o20405,mission: impossible iii,mission: impossible iii,mission: impossible iii,2006.0,2006,2006.0,150000000.0,397900000.0,150000000.0,134029801.0,150000000.0,150000000.0,150000000.0
b8369,w25509,o10045,moms' night out,moms' night out,moms' night out,2014.0,2014,2014.0,5000000.0,10500000.0,5000000.0,10429707.0,5000000.0,5000000.0,5000000.0
b8372,w25511,o9753,mona lisa smile,mona lisa smile,mona lisa smile,2003.0,2003,2003.0,65000000.0,141300000.0,65000000.0,63860942.0,65000000.0,65000000.0,65000000.0
b8377,w25526,o5417,money monster,money monster,money monster,2016.0,2016,2016.0,27000000.0,93300000.0,27000000.0,41012075.0,27000000.0,27000000.0,27000000.0
b8381,w25536,,moneyball,moneyball ,,2011.0,2011,,50000000.0,110200000.0,50000000.0,75605492.0,50000000.0,50000000.0,50000000.0
b8392,w25560,o20065,monkeybone,monkeybone,monkeybone,2001.0,2001,2001.0,75000000.0,7600000.0,75000000.0,5411999.0,75000000.0,75000000.0,75000000.0
b8404,w25588,,monster house,monster house ,,2006.0,2006,,75000000.0,140200000.0,75000000.0,73661010.0,75000000.0,75000000.0,75000000.0
b8408,w25605,o20066,monster's ball,monster's ball,monster's ball,2001.0,2001,2001.0,4000000.0,44909486.0,4000000.0,31273922.0,4000000.0,4000000.0,4000000.0
b8409,w25603,o18334,monster-in-law,monster-in-law,monster-in-law,2005.0,2005,2005.0,44000000.0,154749918.0,43000000.0,82931301.0,43000000.0,43000000.0,43000000.0
b8412,w25609,o18772,monsters vs. aliens,monsters vs. aliens,monsters vs. aliens,2009.0,2009,2009.0,175000000.0,381500000.0,175000000.0,198351526.0,175000000.0,175000000.0,175000000.0
b8423,w25632,,monument ave.,monument ave. ,,1998.0,1998,,11000000.0,333760.0,11000000.0,333760.0,11000000.0,11000000.0,11000000.0
b8434,w25668,,moonlight mile,moonlight mile ,,2002.0,2002,,21000000.0,10000000.0,21000000.0,6835856.0,21000000.0,21000000.0,21000000.0
b8438,w25673,o3452,moonrise kingdom,moonrise kingdom,moonrise kingdom,2012.0,2012,2012.0,16000000.0,68300000.0,16000000.0,45512466.0,16000000.0,16000000.0,16000000.0
b8442,w25699,o8293,more american graffiti,more american graffiti,more american graffiti,1979.0,1979,1979.0,3000000.0,815000000.0,3000000.0,15014674.0,3000000.0,3000000.0,3000000.0
b8460,w25741,,mortdecai,mortdecai ,,2015.0,2015,,60000000.0,47300000.0,60000000.0,7696134.0,60000000.0,60000000.0,60000000.0
b8482,w25841,o20068,moulin rouge!,moulin rouge!,moulin rouge!,2001.0,yes,2001.0,52000000.0,179200000.0,50000000.0,57386607.0,50000000.0,50000000.0,50000000.0
b8486,w25877,,mouse hunt,mousehunt ,,1997.0,1997,,38000000.0,122400000.0,38000000.0,61917389.0,38000000.0,38000000.0,38000000.0
b8490,w25887,o1161,movie 43,movie 43,movie 43,2013.0,2013,2013.0,6000000.0,32400000.0,6000000.0,8840453.0,6000000.0,6000000.0,6000000.0
b8496,w25904,o18337,mozart and the whale,mozart and the whale,mozart and the whale,2006.0,2005,2005.0,12000000.0,84447.0,12000000.0,36006.0,12000000.0,12000000.0,12000000.0
b8509,w25938,o16299,mr. deeds,mr. deeds,mr. deeds,2002.0,2002,2002.0,50000000.0,171300000.0,50000000.0,126293452.0,50000000.0,50000000.0,50000000.0
b8518,w25965,,mr. magoo,mr. magoo ,,1997.0,1997,,30000000.0,21400000.0,30000000.0,21437192.0,30000000.0,30000000.0,30000000.0
b8525,w25981,o10049,mr. peabody &amp; sherman,mr. peabody & sherman,mr. peabody & sherman,2014.0,2014,2014.0,145000000.0,275700000.0,145000000.0,111506430.0,145000000.0,145000000.0,145000000.0
b8527,w25983,,mr. popper's penguins,mr. popper's penguins ,,2011.0,2011,,55000000.0,187300000.0,55000000.0,68224452.0,55000000.0,55000000.0,55000000.0
b8533,w25991,o22891,mr. smith goes to washington,mr. smith goes to washington,mr. smith goes to washington,1939.0,1939,1939.0,1500000.0,9000000.0,1900000.0,0.0,1900000.0,1900000.0,1900000.0
b8544,w26014,o19105,mrs. doubtfire,mrs. doubtfire,mrs. doubtfire,1993.0,1993,1993.0,25000000.0,441300000.0,25000000.0,219195243.0,25000000.0,25000000.0,25000000.0
b8551,w26033,,much ado about nothing,much ado about nothing (1993 film),,1993.0,1993,,11000000.0,36000000.0,11000000.0,22549338.0,11000000.0,11000000.0,11000000.0
b8571,w26077,,munich,munich ,,2005.0,2005,,70000000.0,130400000.0,70000000.0,47403685.0,70000000.0,70000000.0,70000000.0
b8574,w26088,o10050,muppets most wanted,muppets most wanted,muppets most wanted,2014.0,2014,2014.0,50000000.0,80400000.0,50000000.0,51183113.0,50000000.0,50000000.0,50000000.0
b8575,w26087,o2109,muppets from space,muppets from space,muppets from space,1999.0,1999,1999.0,24000000.0,22300000.0,24000000.0,16625807.0,24000000.0,24000000.0,24000000.0
b8582,w26111,o16301,murder by numbers,murder by numbers,murder by numbers,2002.0,2002,2002.0,50000000.0,56714147.0,50000000.0,31945749.0,50000000.0,50000000.0,50000000.0
b8605,w26225,o2111,music of the heart,music of the heart,music of the heart,1999.0,1999,1999.0,27000000.0,14936407.0,27000000.0,14859394.0,27000000.0,27000000.0,27000000.0
b8607,w26238,o18340,must love dogs,must love dogs,must love dogs,2005.0,29-Jul,2005.0,30000000.0,58405313.0,30000000.0,43894863.0,30000000.0,30000000.0,30000000.0
b8617,w26274,o22081,my baby's daddy,my baby's daddy,my baby's daddy,2004.0,2004,2004.0,12000000.0,18490423.0,12000000.0,17669317.0,12000000.0,12000000.0,12000000.0
b8621,w26277,,my best friend's girl,my best friend's girl (2008 film),,2008.0,2008,,20000000.0,41622502.0,20000000.0,19219250.0,20000000.0,20000000.0,20000000.0
b8622,w26278,o6466,my best friend's wedding,my best friend's wedding,my best friend's wedding,1997.0,1997,1997.0,38000000.0,299300000.0,38000000.0,127120029.0,38000000.0,38000000.0,38000000.0
b8624,w26282,o16303,my big fat greek wedding,my big fat greek wedding,my big fat greek wedding,2002.0,2002,2002.0,5000000.0,368700000.0,5000000.0,241438208.0,5000000.0,5000000.0,5000000.0
b8628,w26288,,my bloody valentine 3-d,my bloody valentine 3d,,2009.0,2009,,14000000.0,100700000.0,15000000.0,51545952.0,15000000.0,15000000.0,15000000.0
b8633,w26295,o9755,my boss's daughter,my boss's daughter,my boss's daughter,2003.0,2003,2003.0,14000000.0,18191005.0,14000000.0,15550605.0,14000000.0,14000000.0,14000000.0
b8645,w26313,o22082,my date with drew,my date with drew,my date with drew,2005.0,2004,2004.0,1100.0,262770.0,1100.0,181041.0,1100.0,1100.0,1100.0
b8651,w26325,,my fair lady,my fair lady ,,1964.0,1964,,17000000.0,72000000.0,17000000.0,72000000.0,17000000.0,17000000.0,17000000.0
b8656,w26336,,my favorite martian,my favorite martian ,,1999.0,1999,,65000000.0,36850101.0,65000000.0,36850101.0,65000000.0,65000000.0,65000000.0
b8660,w26344,o20071,my first mister,my first mister,my first mister,2001.0,2001,2001.0,5250000.0,595005.0,5250000.0,568762.0,5250000.0,5250000.0,5250000.0
b8668,w26357,,my girl,my girl ,,1991.0,1991,,17000000.0,59500000.0,17000000.0,59489799.0,17000000.0,17000000.0,17000000.0
b8706,w26454,,my sister's keeper,my sister's keeper ,,2009.0,2009,,30000000.0,95700000.0,30000000.0,49200230.0,30000000.0,30000000.0,30000000.0
b8708,w26463,o8088,my soul to take,my soul to take,my soul to take,2010.0,2010,2010.0,25000000.0,21500000.0,25000000.0,14744435.0,25000000.0,25000000.0,25000000.0
b8726,w26535,o2114,mystery men,mystery men,mystery men,1999.0,1999,1999.0,68000000.0,33500000.0,68000000.0,29762011.0,68000000.0,68000000.0,68000000.0
b8730,w26566,o2115,"""mystery, alaska""","""mystery, alaska""","""mystery, alaska""",1999.0,1999,1999.0,28000000.0,8891623.0,28000000.0,8891623.0,28000000.0,28000000.0,28000000.0
b8732,w26568,,mystic river,mystic river ,,2003.0,2003,,30000000.0,156800000.0,25000000.0,90135191.0,25000000.0,25000000.0,25000000.0
b8740,w26578,o20415,nacho libre,nacho libre,nacho libre,2006.0,2006,2006.0,35000000.0,99300000.0,35000000.0,80197993.0,35000000.0,35000000.0,35000000.0
b8760,w26651,o22085,napoleon dynamite,napoleon dynamite,napoleon dynamite,2004.0,2004,2004.0,400000.0,46100000.0,400000.0,44540956.0,400000.0,400000.0,400000.0
b8762,w26654,,narc,narc ,,2002.0,2002,,6500000.0,12600000.0,6500000.0,10465659.0,6500000.0,6500000.0,6500000.0
b8781,w26688,,national treasure,national treasure ,,2004.0,2004,,100000000.0,358500000.0,100000000.0,173008894.0,100000000.0,100000000.0,100000000.0
b8785,w26698,o2329,natural born killers,natural born killers,natural born killers,1994.0,1994,1994.0,34000000.0,50300000.0,34000000.0,50282766.0,34000000.0,34000000.0,34000000.0
b8791,w26752,o1409,near dark,near dark,near dark,1987.0,1987,1987.0,5000000.0,3400000.0,5000000.0,3369307.0,5000000.0,5000000.0,5000000.0
b8793,w26764,,nebraska,nebraska ,,2013.0,2013,,12000000.0,27700000.0,12000000.0,17654912.0,12000000.0,12000000.0,12000000.0
b8796,w26774,,need for speed,need for speed ,,2014.0,2014,,65000000.0,203300000.0,66000000.0,43577636.0,66000000.0,66000000.0,66000000.0
b8817,w26829,,network,network ,,1976.0,1976,,3800000.0,23689877.0,3800000.0,23689877.0,3800000.0,3800000.0,3800000.0
b8821,w26843,o16653,never back down,never back down,never back down,2008.0,2008,2008.0,20000000.0,41627431.0,20000000.0,24850922.0,20000000.0,20000000.0,20000000.0
b8822,w26846,o2116,never been kissed,never been kissed,never been kissed,1999.0,9-Apr,1999.0,,84565230.0,25000000.0,55474756.0,25000000.0,25000000.0,25000000.0
b8834,w26901,o13787,new jack city,new jack city,new jack city,1991.0,1991,1991.0,8000000.0,47600000.0,8000000.0,47624353.0,8000000.0,8000000.0,8000000.0
b8846,w26948,,new york minute,new york minute ,,2004.0,2004,,30000000.0,23400000.0,30000000.0,14071441.0,30000000.0,30000000.0,30000000.0
b8855,w26967,o7534,newsies,newsies,newsies,1992.0,1992,1992.0,15000000.0,2800000.0,15000000.0,2819485.0,15000000.0,15000000.0,15000000.0
b8859,w26976,o10669,next friday,next friday,next friday,2000.0,2000,2000.0,11000000.0,59800000.0,11000000.0,57328603.0,11000000.0,11000000.0,11000000.0
b8871,w27003,,nick and norah's infinite playlist,nick & norah's infinite playlist,,2008.0,2008,,10000000.0,33506137.0,10000000.0,31487293.0,10000000.0,10000000.0,10000000.0
b8892,w27031,o18790,night at the museum: battle of the smithsonian,night at the museum: battle of the smithsonian,night at the museum: battle of the smithsonian,2009.0,2009,2009.0,150000000.0,413100000.0,150000000.0,177243721.0,150000000.0,150000000.0,150000000.0
b8893,w27032,,night at the museum: secret of the tomb,night at the museum: secret of the tomb,,2014.0,2014,,127000000.0,363200000.0,127000000.0,113746621.0,127000000.0,127000000.0,127000000.0
b8906,w27193,,nightcrawler,nightcrawler ,,2014.0,2014,,8500000.0,50300000.0,8500000.0,32381217.0,8500000.0,8500000.0,8500000.0
b8929,w27260,o18792,ninja assassin,ninja assassin,ninja assassin,2009.0,2009,2009.0,40000000.0,61600000.0,40000000.0,38122883.0,40000000.0,40000000.0,40000000.0
b8945,w27302,,no good deed (2014),no good deed (2014 film),,2014.0,2014,,13200000.0,54300000.0,13200000.0,52543632.0,13200000.0,13200000.0,13200000.0
b8949,w27317,,no looking back,no looking back ,,1998.0,1998,,5000000.0,222099.0,5000000.0,222099.0,5000000.0,5000000.0,5000000.0
b8970,w27369,,no strings attached,no strings attached ,,2011.0,2011,,25000000.0,149200000.0,25000000.0,70662220.0,25000000.0,25000000.0,25000000.0
b8998,w27427,,non-stop,non-stop ,,2014.0,2014,,50000000.0,222800000.0,50000000.0,92168600.0,50000000.0,50000000.0,50000000.0
b9000,w27445,o3874,norbit,norbit,norbit,2007.0,2007,2007.0,60000000.0,159300000.0,60000000.0,95673607.0,60000000.0,60000000.0,60000000.0
b9009,w27463,,north country,north country ,,2005.0,2005,,35000000.0,25200000.0,35000000.0,18337722.0,35000000.0,35000000.0,35000000.0
b9025,w27502,o20076,not another teen movie,not another teen movie,not another teen movie,2001.0,2001,2001.0,15000000.0,66500000.0,15000000.0,38252284.0,15000000.0,15000000.0,15000000.0
b9028,w27505,o18794,not easily broken,not easily broken,not easily broken,2009.0,2009,2009.0,5000000.0,10726909.0,5000000.0,10572742.0,5000000.0,5000000.0,5000000.0
b9029,w27506,,not fade away,not fade away ,,2012.0,2012,,20000000.0,610792.0,20000000.0,610792.0,20000000.0,20000000.0,20000000.0
b9039,w27542,,nothing but trouble,nothing but trouble (1991 film),,1991.0,1991,,40000000.0,8479793.0,40000000.0,8479793.0,40000000.0,40000000.0,40000000.0
b9047,w27552,,nothing to lose,nothing to lose (1997 film),,1997.0,1997,,25000000.0,44500000.0,25000000.0,44480039.0,25000000.0,25000000.0,25000000.0
b9049,w27553,,notorious (2009),notorious (2009 film),,2009.0,2009,,20000000.0,44400000.0,20000000.0,36843682.0,20000000.0,20000000.0,20000000.0
b9054,w27568,,novocaine,novocaine ,,2001.0,2001,,6000000.0,2036682.0,8000000.0,2036682.0,8000000.0,8000000.0,8000000.0
b9056,w27582,,now you see me,now you see me ,,2013.0,2013,,75000000.0,351700000.0,75000000.0,117723989.0,75000000.0,75000000.0,75000000.0
b9074,w27612,o10670,nurse betty,nurse betty,nurse betty,2000.0,2000,2000.0,35000000.0,29400000.0,35000000.0,25170054.0,35000000.0,35000000.0,35000000.0
b9097,w27678,o18796,observe and report,observe and report,observe and report,2009.0,2009,2009.0,18000000.0,26973554.0,18000000.0,24007324.0,18000000.0,18000000.0,18000000.0
