index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer
83,b11175,w34570,o13615,"""""""six days, seven nights""""""",1998,70000000.0,164800000.0,1.3542857142857143,1998-06-12 00:00:00,6.0,2.0,163.0,23.0,0.0,98.0,3.0,"""[Wendy Greene Bricmont, Sheldon Kahn]""","""[Touchstone Pictures, Caravan Pictures, Northern Lights Entertainment, Roger Birnbaum Productions]""","""['Harrison Ford', 'David Schwimmer']""",['Ivan Reitman'],,Buena Vista,['Randy Edelman'],['Michael Chapman'],"""['Roger Birnbaum', 'Joe Medjuck', 'Ivan Reitman']"""
84,,w34881,o4963,"""""""smash-up, the story of a woman""""""",1947,1360286.0,2301555.0,0.6919640428556936,2047-03-01 00:00:00,3.0,1.0,60.0,8.0,0.0,103.0,,[Milton Carruth],[Walter Wanger Productions],,,,,,,
85,,w34969,o21878,"""""""snoopy, come home""""""",1972,1000000.0,245073.0,-0.754927,1972-08-09 00:00:00,8.0,3.0,222.0,32.0,0.0,80.0,7.0,[Chuck McCann],,,,,,,,
86,,w35428,,"""""""south of heaven, west of hell """"""",,4000000.0,28149.0,-0.99296275,,,,,,,,,"""[Robert A. Ferretti, Mike Murphy]""","""[Delta Deuce Films, Goldmount Pictures, Movie Mongrel, Trimark Pictures]""",,,,,,,
87,b11425,w35444,o2143,"""""""south park: bigger, longer & uncut""""""",1999,21000000.0,83100000.0,2.9571428571428573,1999-06-30 00:00:00,6.0,2.0,181.0,26.0,1.0,81.0,4.0,[John Venzon],,,['Trey Parker'],"""['Pam Brady', 'Trey Parker', 'Matt Stone']""",Paramount,['Marc Shaiman'],,['Scott Rudin']
88,b11825,w36678,,"""""""suddenly, last summer """"""",1959,3000000.0,6375000.0,1.125,2059-12-22 00:00:00,12.0,4.0,356.0,51.0,0.0,114.0,6.0,"""[William Hornbeck, Thomas Stanford]""",,"""['Elizabeth Taylor', 'Katharine Hepburn', 'Montgomery Clift', 'Albert Dekker', 'Mercedes McCambridge', 'Gary Raymond']""",['Joseph L. Mankiewicz'],"""['Tennessee Williams', 'Gore Vidal']""",Columbia,"""['Malcolm Arnold', 'Buxton Orr']""",['Jack Hildyard'],['Sam Spiegel']
89,b11905,w36920,o16739,"""""""surfer, dude""""""",2008,6000000.0,52132.0,-0.9913113333333332,2008-09-05 00:00:00,9.0,3.0,249.0,35.0,1.0,85.0,4.0,[Nancy Richardson],[Playtone],"""['Matthew McConaughey', 'Woody Harrelson']""",,,Anchor Bay Films,[Blake Neely],['Elliot Davis'],"""[Gus Gustawes, Mark Gustawes, Matthew McConaughey]"""
90,b11990,w37171,o16742,"""""""synecdoche, new york""""""",2008,20000000.0,4400000.0,-0.78,2008-10-24 00:00:00,10.0,4.0,298.0,42.0,0.0,123.0,4.0,[Robert Frazen],[Sidney Kimmel Entertainment],"""['Philip Seymour Hoffman', 'Samantha Morton', 'Michelle Williams', 'Catherine Keener', 'Emily Watson', 'Dianne Wiest', 'Jennifer Jason Leigh', 'Hope Davis']""",['Charlie Kaufman'],['Charlie Kaufman'],Sony Classics,[Jon Brion],[Frederick Elmes],"""['Spike Jonze', 'Sidney Kimmel']"""
91,,w37423,,"""""""tarzan, the ape man (1959 film)""""""",,689000.0,1710000.0,1.481857764876633,,,,,,,,,[Gene Ruggiero],,,,,,,,
92,b12085,w37424,,"""""""tarzan, the ape man (1981 film)""""""",1981,6500000.0,36565280.0,4.625427692307691,1981-07-24 00:00:00,7.0,3.0,205.0,29.0,0.0,107.0,4.0,[Jimmy Ling],,,,,MGM,[Perry Botkin Jr.],"""[John Derek, Wolfgang Dickmann]""",[Bo Derek]
93,,w3128,o14043,"""""""the beast from 20,000 fathoms""""""",1953,210000.0,5000000.0,22.809523809523807,2053-06-13 00:00:00,6.0,2.0,164.0,23.0,0.0,,,[Bernard W. Burton],[Jack Dietz Productions],,,,,,,
94,b12691,w7281,o18419,"""""""the chronicles of narnia: the lion, the witch and the wardrobe""""""",2005,180000000.0,745000000.0,3.138888888888889,2005-12-09 00:00:00,12.0,4.0,343.0,49.0,0.0,145.0,2.0,"""[Sim Evan-Jones, Jim May]""","""[Walt Disney Pictures, Walden Media]""","""['Tilda Swinton', 'James McAvoy*', 'Jim Broadbent*', 'Liam Neeson*']""",['Andrew Adamson'],"""['Christopher Markus', 'Stephen McFeely']""",Buena Vista,[],[Donald McAlpine],['Mark Johnson']
95,b13256,w15456,o18916,"""""""the goods: live hard, sell hard""""""",2009,10000000.0,15300000.0,0.53,2009-08-14 00:00:00,8.0,3.0,226.0,32.0,0.0,90.0,4.0,"""[Michael Jablow, Kevin Tent]""","""[Paramount Vantage, Gary Sanchez Productions, Kevin Messick Productions]""","""['Jeremy Piven', 'Ving Rhames', 'James Brolin', 'Ed Helms', 'Ken Jeong', 'Rob Riggle']""",,,Paramount Vantage,['Lyle Workman'],[Daryn Okada],"""['Chris Henchy', 'Adam McKay']"""
96,,w22774,o700,"""""""the long, hot summer""""""",1958,1500000.0,2853700.0,0.9024666666666666,2058-05-18 00:00:00,5.0,2.0,138.0,19.0,0.0,,,[Louis R. Loeffler],,,,,,,,
97,,w22775,,"""""""the long, long trailer""""""",,1534000.0,4985000.0,2.2496740547588003,,,,,,,,,[Ferris Webster],[Desilu Productions],,,,,,,
98,,w29342,o9579,"""""""the phantom from 10,000 leagues""""""",1955,75000.0,400000.0,4.333333333333333,2055-12-01 00:00:00,12.0,4.0,335.0,48.0,0.0,,,[Jack Milner],[Milner Bros. Productions],,,,,,,
99,b14356,w30341,o18471,"""""""the prize winner of defiance, ohio""""""",14-Oct,12000000.0,689028.0,-0.942581,2005-09-30 00:00:00,9.0,3.0,273.0,39.0,0.0,99.0,3.0,[Robert Dalva],"""[ImageMovers, Revolution Studios]""","""['Julianne Moore', 'Woody Harrelson']""",,,DreamWorks,['John Frizzell'],[Jonathan Freeman],"""[Jack Rapke, Steve Starkey, Robert Zemeckis]"""
100,,w32528,,"""""""the russians are coming, the russians are coming""""""",,3900000.0,21693114.0,4.562336923076924,,,,,,,,,"""[Hal Ashby, J. Terry Williams]""",[The Mirisch Corporation],,,,,,,
101,,w42658,,"""""""the world, the flesh and the devil (1959 film)""""""",,1659000.0,1085000.0,-0.3459915611814346,,,,,,,,,[Harold F. Kress],,,,,,,,
102,b15198,w37992,,"""""""they shoot horses, don't they? """"""",1969,4860000.0,12600000.0,1.5925925925925926,1969-12-10 00:00:00,12.0,4.0,344.0,49.0,0.0,120.0,,[Fredric Steinkamp],"""[ABC Pictures, Palomar Pictures]""","""['Jane Fonda', 'Michael Sarrazin', 'Susannah York', 'Gig Young', 'Red Buttons', 'Bonnie Bedelia', 'Michael Conrad', 'Bruce Dern', 'Al Lewis']""",['Sydney Pollack'],"""['James Poe', 'Robert E. Thompson']""",Cinerama,[Johnny Green],['Philip H. Lathrop'],"""['Robert Chartoff', 'Irwin Winkler']"""
103,,w38807,,"""""""tom, dick and harry (1941 film)""""""",,806000.0,1628000.0,1.01985111662531,,,,,,,,,[John Sturges],[],,,,,,,
104,b16178,w40948,o16869,"""""""war, inc.""""""",2008,10000000.0,1296184.0,-0.8703815999999999,2008-05-23 00:00:00,5.0,2.0,144.0,20.0,1.0,106.0,4.0,[Michael Berenbaum],[],"""['John Cusack', 'Hilary Duff', 'Marisa Tomei', 'Joan Cusack', 'Dan Aykroyd', 'Ben Kingsley']""",,,First Look,[David Robbins],[Zoran Popovic],"""[John Cusack, Danny Lerner, Grace Loh, Les Weldon]"""
105,b16274,w41247,o15102,"""""""welcome home, roxy carmichael""""""",1990,13000000.0,3989297.0,-0.693131,1990-10-12 00:00:00,10.0,4.0,285.0,40.0,1.0,95.0,3.0,[Bruce Green],[ITC Entertainment],['Winona Ryder'],['Jim Abrahams'],,Paramount,['Thomas Newman'],[Paul Elliott],[Penney Finkelman Cox]
106,,w41368,o18138,"""""""what did you do in the war, daddy?""""""",1966,7000000.0,2650000.0,-0.6214285714285714,2066-11-11 00:00:00,11.0,4.0,315.0,45.0,0.0,,,[Ralph E. Winters],[The Mirisch Company],,,,,,,
107,b16337,w41445,,"""""""what's up, doc? (1972 film)""""""",1972,4000000.0,66000000.0,15.5,1972-03-09 00:00:00,3.0,1.0,69.0,10.0,0.0,94.0,7.0,[Verna Fields],,"""['Barbra Streisand', """"Ryan O'Neal"""", 'Madeline Kahn']""",,['Robert Benton'],Warner Bros.,"""[Artie Butler, (uncredited)]""",[Laszlo Kovacs],[Peter Bogdanovich]
108,b16689,w42857,o21796,"""""""yes, giorgio""""""",1982,19000000.0,2279543.0,-0.8800240526315789,1982-09-24 00:00:00,9.0,3.0,267.0,38.0,0.0,110.0,2.0,[Michael F. Anderson],[Metro-Goldwyn-Mayer],,,,MGM,['John Williams'],[Fred J. Koenekamp],[Peter Fetterman]
109,b16727,w42950,o20613,"""""""you, me and dupree""""""",2006,54000000.0,130400000.0,1.4148148148148147,2006-07-14 00:00:00,7.0,3.0,195.0,28.0,0.0,109.0,3.0,"""[Peter B. Ellis, Debra Neil-Fisher]""",[],"""['Owen Wilson', 'Kate Hudson', 'Matt Dillon', 'Michael Douglas', 'Seth Rogen']""","""['Anthony Russo', 'Joe Russo']""",,Universal,"""['Rolfe Kent', 'Theodore Shapiro']""",[Charles Minsky],"""['Mary Parent', 'Scott Stuber']"""
110,,w43070,,"""""""yours, mine & ours (2005 film)""""""",,45000000.0,72000000.0,0.6,,,,,,,,,"""[Bruce Green, Stephen A. Rotter]""","""[Metro-Goldwyn-Mayer, Nickelodeon Movies, Robert Simonds Company]""",,,,,,,
111,,w43069,,"""""""yours, mine and ours (1968 film)""""""",,2500000.0,25912624.0,9.3650496,,,,,,,,,[Stuart Gilmore],"""[Desilu, -Walden Productions]""",,,,,,,
112,b16811,w43201,,"""""""zorro, the gay blade""""""",17-Jul,12600000.0,5100000.0,-0.5952380952380952,1981-07-17 00:00:00,7.0,3.0,198.0,28.0,0.0,,2.0,[Lori Jane Coleman],,"""['George Hamilton', 'Lauren Hutton', 'Brenda Vaccaro']""",['Peter Medak'],"""['Hal Dresner', 'Greg Alt ', 'Don Moriarty ', 'Bob Randall ']""",Fox,[Ian Fraser],['John A. Alonzo '],"""['C.O. Erickson', 'George Hamilton', 'Greg Alt* ', 'Don Moriarty* ']"""
113,,w38523,o6354,'til there was you,1997,10000000.0,3500000.0,-0.65,1997-05-30 00:00:00,5.0,2.0,150.0,21.0,1.0,114.0,3.0,"""[Joanna Cappuccilli, Richard Marks]""",[Lakeshore Entertainment],,,,,,,
114,,w1148,o10995,...all the marbles,1981,9300000.0,6500000.0,-0.3010752688172043,1981-10-16 00:00:00,10.0,4.0,289.0,41.0,1.0,113.0,4.0,"""[Richard Lane, Irving Rosenblum]""",,,,,,,,
115,b13,w1605,,...and justice for all ,1979,4000000.0,33300000.0,7.325,1979-10-19 00:00:00,10.0,4.0,292.0,41.0,0.0,119.0,4.0,[John F. Burnett],,"""['Craig T. Nelson*', 'Al Pacino']""",,['Barry Levinson'],Columbia,[Dave Grusin],[Victor J. Kemper],"""[Norman Jewison, Patrick Palmer]"""
116,b18,w111,,10,1979,7000000.0,74800000.0,9.685714285714283,1979-10-05 00:00:00,10.0,4.0,278.0,39.0,1.0,122.0,4.0,[Ralph E. Winters],[Orion Pictures],['Julie Andrews'],,,Warner Bros.,[Henry Mancini],[Frank Stanley],"""[Blake Edwards, Tony Adams]"""
117,b26,w121,o22362,10 to midnight,1983,4520000.0,7175592.0,0.5875203539823008,1983-03-11 00:00:00,3.0,1.0,70.0,10.0,0.0,,4.0,[Peter Lee Thompson],"""[Cannon Group, City Films]""",Charles Bronson|Lisa Eilbacher|Andrew Stevens|Gene Davis,J. Lee Thompson,,MGM,[Robert O. Ragland],[Adam Greenberg],"""[Pancho Kohner, Lance Hool]"""
118,b38,w299,o10558,102 dalmatians,2000,85000000.0,183600000.0,1.16,2000-11-22 00:00:00,11.0,4.0,327.0,47.0,1.0,100.0,7.0,[Gregory Perler],[Walt Disney Pictures],"""['Glenn Close', 'Gerard Depardieu', 'Ioan Gruffudd']""",Kevin Lima,,Buena Vista,[David Newman],[Adrian Biddle],[Edward S. Feldman]
119,,w135,,12 angry men (1957 film),,340000.0,1000000.0,1.9411764705882355,,,,,,,,,[Carl Lerner],[Orion-Nova Productions],,,,,,,
120,b47,w143,,12 rounds ,2009,22000000.0,29672000.0,0.3487272727272727,2009-03-27 00:00:00,3.0,1.0,86.0,12.0,0.0,109.0,3.0,[Brian Berdan],"""[WWE Studios, Fox Atomic]""",['John Cena'],['Renny Harlin'],,Fox,['Trevor Rabin'],[David Boyd],['Mark Gordon']
121,b48,w147,,12 years a slave ,2013,17100000.0,187700000.0,9.976608187134502,2013-10-18 00:00:00,10.0,4.0,291.0,41.0,1.0,134.0,4.0,[Joe Walker],,"""['Chiwetel Ejiofor', 'Michael Fassbender', 'Brad Pitt', 'Benedict Cumberbatch', 'Paul Dano', 'Sarah Paulson', 'Alfre Woodard', 'Paul Giamatti', """"Lupita Nyong'o"""", 'Michael K. Williams']""",[],['John Ridley'],Fox Searchlight,['Hans Zimmer'],[Sean Bobbitt],"""['Dede Gardner', 'Jeremy Kleiner', 'Arnon Milchan', 'Brad Pitt', 'John Ridley']"""
122,b50,w302,o7878,127 hours,yes,18000000.0,60700000.0,2.3722222222222222,2010-11-05 00:00:00,11.0,4.0,309.0,44.0,1.0,93.0,4.0,[Jon Harris],"""[PatheÌ, Everest Entertainment, Film4 Productions, HandMade Films, Cloud Eight Films]""","""['James Franco', 'Lizzy Caplan', 'Kate Mara', 'Amber Tamblyn', 'Treat Williams', 'Clemence Poesy']""",['Danny Boyle'],"""['Simon Beaufoy', 'Danny Boyle']""",Fox Searchlight,['A.R. Rahman'],"""[Anthony Dod Mantle, Enrique Chediak]""",['Danny Boyle']
123,b55,w160,,13 hours: the secret soldiers of benghazi,2016,50000000.0,70000000.0,0.4,2016-01-15 00:00:00,1.0,1.0,15.0,2.0,1.0,144.0,4.0,[Pietro Scalia],,"""['James Badge Dale', 'John Krasinski', 'Max Martini', 'Pablo Schreiber', 'Toby Stephens']""",['Michael Bay'],['Chuck Hogan'],Paramount,[Lorne Balfe],[Dion Beebe],"""[Michael Bay, Den Nichols, Erwin Stoff]"""
124,b62,w338,,1408,2007,25000000.0,132000000.0,4.28,2007-06-22 00:00:00,6.0,2.0,173.0,24.0,0.0,,3.0,[Peter Boyle],[Lorenzo di Bonaventura Productions],"""['John Cusack', 'Samuel L. Jackson', 'Mary McCormack', 'Tony Shalhoub']""",['Mikael Hafstrom'],"""['Matt Greenberg', 'Scott Alexander', 'Larry Karaszewski']""",MGM (Weinstein),['Gabriel Yared'],['Benoit Delhomme'],['Lorenzo di Bonaventura']
125,b63,w339,o7430,1492: conquest of paradise,8-Oct,47000000.0,7191399.0,-0.8469915106382979,1992-10-09 00:00:00,10.0,4.0,283.0,40.0,1.0,148.0,3.0,"""[William M. Anderson, FrancÌ§oise Bonnot, Les Healey, Armen Minasian, Deborah Zeitman]""","""[Gaumont Film Company, LeÌgende Enterprises, France 3 CineÌma, Due West, CYRK Films]""","""['Gerard Depardieu', 'Armand Assante', 'Sigourney Weaver', 'Tcheky Karyo', 'Frank Langella']""",['Ridley Scott'],,Paramount,[Vangelis],[Adrian Biddle],['Ridley Scott']
126,b66,w177,o19945,15 minutes,2001,42000000.0,56300000.0,0.3404761904761905,2001-03-09 00:00:00,3.0,1.0,68.0,9.0,0.0,120.0,4.0,[Steven Cohen],,"""['Robert DeNiro', 'Edward Burns', 'Kelsey Grammer', 'Vera Farmiga', 'Charlize Theron*']""",['John Herzfeld'],,New Line,"""[Anthony Marinelli, J. Peter Robinson]""",[Jean-Yves Escoffier],['Nick Wechsler']
127,b70,w183,,17 again ,2009,40000000.0,136300000.0,2.4075,2009-04-17 00:00:00,4.0,2.0,107.0,15.0,0.0,105.0,3.0,[Padraic McKinley],[Offspring Entertainment],"""['Zac Efron', 'Leslie Mann', 'Matthew Perry', 'Michelle Trachtenberg']""",['Burr Steers'],,Warner Bros. (New Line),['Rolfe Kent'],[Tim Suhrstedt],['Jennifer Gibgot']
128,,w340,,1776,,6000000.0,2800000.0,-0.5333333333333333,,,,,,,,,"""[Florence Williamson, William H. Ziegler]""",,,,,,,,
129,b81,w344,,1969,1988,37000000.0,5979011.0,-0.8384051081081081,1988-11-18 00:00:00,11.0,4.0,323.0,46.0,1.0,95.0,4.0,[William M. Anderson],,"""['Kiefer Sutherland', 'Winona Ryder']""",,,Atlantic,[Michael Small],[Jules Brenner],['Bill Badalato']
130,b95,w191,o955,20 feet from stardom,2013,1000000.0,5800000.0,4.8,2013-06-14 00:00:00,6.0,2.0,165.0,23.0,0.0,90.0,3.0,"""[Jason Zeldes, Kevin Klauber, Doug Blush]""","""[Tremolo Productions, Gil Friesen Productions]""",Lou Adler|Stephanie 'Stevvi' Alexander|Patti Austin|Chris Botti,Morgan Neville,,Radius-TWC,[Various Artists],"""[Graham Willoughby, Nicola Marsh]""","""[Gil Friesen, Caitrin Rogers]"""
131,b100,w306,o2008,200 cigarettes,1999,6000000.0,6852450.0,0.142075,1999-02-26 00:00:00,2.0,1.0,57.0,8.0,0.0,101.0,4.0,[Lisa Zeno Churgin],"""[MTV Films, Lakeshore Entertainment]""","""['Paul Rudd', 'Ben Affleck', 'Kate Hudson', 'Casey Affleck', 'Christina Ricci']""",Risa Bramon Garcia,,Paramount,['Mark Mothersbaugh'],,"""['Tom Rosenberg', 'Richard Wright']"""
132,b110,w353,,2012,2009,200000000.0,769700000.0,2.8485,2009-11-13 00:00:00,11.0,4.0,317.0,45.0,1.0,158.0,3.0,"""[David Brenner, Peter Elliott]""","""[Centropolis Entertainment, The Mark Gordon Company (uncredited)]""","""['Chiwetel Ejiofor', 'John Cusack', 'Woody Harrelson', 'Thandie Newton', 'Amanda Peet', 'Danny Glover']""",['Roland Emmerich'],,Sony / Columbia,"""['Harald Kloser', 'Thomas Wander']""",[Dean Semler],"""['Larry J. Franco', 'Mark Gordon', 'Harald Kloser']"""
133,b120,w194,o5306,20th century women,2016,7000000.0,5800000.0,-0.17142857142857146,2016-12-28 00:00:00,12.0,4.0,363.0,52.0,1.0,118.0,4.0,[Leslie Jones],,"""['Annette Bening', 'Elle Fanning', 'Greta Gerwig', 'Billy Crudup']""",['Mike Mills'],,A24,[Roger Neill],[Sean Porter],
134,,w197,,21 & over ,,13000000.0,48100000.0,2.7,,,,,,,,,[John Refoua],"""[Virgin Produced, Mandeville Films, SkyLand Entertainment]""",,,,,,,
135,,w195,,21 (2008 film),,35000000.0,157900000.0,3.511428571428572,,,,,,,,,[Elliot Graham],"""[Relativity Media, Trigger Street Productions, Michael DeLuca Productions]""",,,,,,,
136,b126,w201,o9866,22 jump street,2014,84500000.0,331300000.0,2.9207100591715967,2014-06-13 00:00:00,6.0,2.0,164.0,23.0,0.0,112.0,4.0,"""[David Rennie, Keith Brachmann]""",,"""['Jonah Hill', 'Channing Tatum', 'Ice Cube', 'Peter Stormare', 'Nick Offerman', 'Dave Franco*', 'Rob Riggle*']""",['Phil Lord'],"""['Michael Bacall', 'Rodney Rothman', 'Oren Uziel']""",Sony / Columbia,['Mark Mothersbaugh'],[Barry Peterson],"""['Reid Carolin', 'Jonah Hill', 'Phil Lord', 'Neal H. Moritz', 'Channing Tatum']"""
137,b131,w213,o16175,25th hour,2002,5000000.0,23900000.0,3.78,2002-12-19 00:00:00,12.0,4.0,353.0,50.0,1.0,134.0,4.0,[Barry Alexander Brown],,"""['Edward Norton', 'Philip Seymour Hoffman', 'Barry Pepper', 'Rosario Dawson', 'Anna Paquin', 'Brian Cox']""",['Spike Lee'],['David Benioff'],Buena Vista,['Terence Blanchard'],[Rodrigo Prieto],"""['Jon Kilik', 'Nick Wechsler']"""
138,b132,w215,o16433,27 dresses,2008,30000000.0,160300000.0,4.343333333333334,2008-01-18 00:00:00,1.0,1.0,18.0,2.0,1.0,111.0,3.0,[Priscilla Nedd-Friendly],"""[Fox 2000 Pictures, Spyglass Entertainment, Dune Entertainment III, LLC.]""","""['Katherine Heigl', 'James Marsden', 'Malin Akerman']""",['Anne Fletcher'],['Aline Brosh McKenna'],Fox,['Randy Edelman'],[Peter James],"""['Roger Birnbaum', 'Gary Barber', 'Jonathan Glickman', 'Jeffrey Silver']"""
139,,w221,,29th street ,,26000000.0,2120564.0,-0.918439846153846,,,,,,,,,[Kaja Fehr],[Largo Entertainment],,,,,,,
140,b143,w24,o9867,3 days to kill,yes,28000000.0,52600000.0,0.8785714285714286,2014-02-21 00:00:00,2.0,1.0,52.0,7.0,1.0,117.0,3.0,[Audrey Simonaud],"""[EuropaCorp, Wonderland Sound and Vision]""","""['Kevin Costner', 'Hailee Steinfeld', 'Amber Heard', 'Connie Nielsen']""",['McG'],"""['Luc Besson', 'Adi Hasak']""",Relativity,[Guillaume Roussel],[Thierry Arbogast],"""['Luc Besson', 'Adi Hasak', 'Ryan Kavanaugh', 'Virginie Silla', 'Tucker Tooley']"""
141,,w30,o290,3 men in white,26-May,450000.0,868000.0,0.9288888888888888,2046-01-25 00:00:00,1.0,1.0,25.0,3.0,0.0,85.0,,[George Hively],[Metro-Goldwyn-Mayer],,,,,,,
142,b150,w34,,3 ninjas ,1992,2500000.0,29000000.0,10.6,1992-08-07 00:00:00,8.0,3.0,220.0,31.0,0.0,96.0,2.0,[David Rennie],[Touchstone Pictures],,['Jon Turteltaub'],,Buena Vista,[Richard Marvin],[Richard Michalak],"""[Martha Chang, Shunji Hirano, James Kang, Jason Ing, Yuriko Matsubara]"""
143,b151,w35,o2236,3 ninjas kick back,1994,20000000.0,11798854.0,-0.4100573,1994-05-06 00:00:00,5.0,2.0,126.0,18.0,0.0,93.0,2.0,"""[Jeffrey Reiner, David Rennie]""","""[Sheen Productions, Inc., Leeds / Ben-Ami Productions, inc.]""",Victor Wong|Max Elliott Slade|Sean Fox|J. Evan Bonifant,Charles T. Kanganis,,TriStar,[Richard Marvin],[Christopher Faloona],"""[Martha Chang, James Kang, Arthur Leeds]"""
144,b154,w39,,3 strikes ,2000,3400000.0,9800000.0,1.8823529411764703,2000-03-01 00:00:00,3.0,1.0,61.0,9.0,0.0,82.0,4.0,[John Carter],,"""[""""Mo'Nique""""]""",,,MGM,,[John Simmons],[Marcus Morton]
145,b160,w230,o2413,30 minutes or less,2011,28000000.0,40500000.0,0.44642857142857145,2011-08-12 00:00:00,8.0,3.0,224.0,32.0,0.0,83.0,4.0,[Alan Baumgarten],"""[Media Rights Capital, Red Hour Films]""","""['Jesse Eisenberg', 'Aziz Ansari', 'Danny McBride', 'Nick Swardson', 'Michael Pena', 'Fred Ward']""",['Ruben Fleischer'],['Michael Diliberti'],Sony / Columbia,"""['Nathan Barr', 'Ludwig Goransson']""",[Jess Hall],['Ben Stiller']
146,b165,w234,,31,2016,1500000.0,850419.0,-0.433054,2016-08-26 00:00:00,8.0,3.0,239.0,34.0,0.0,102.0,4.0,[Glenn Garland],,['Malcolm McDowell'],['Rob Zombie'],['Rob Zombie'],Saban Films,[John 5],[David Daniel],
147,b178,w242,o16176,40 days and 40 nights,2002,17000000.0,95100000.0,4.594117647058823,2002-03-01 00:00:00,3.0,1.0,60.0,8.0,0.0,96.0,4.0,[Nicholas C. Smith],"""[StudioCanal, Working Title Films]""","""['Josh Hartnett', 'Maggie Gyllenhaal']""",['Michael Lehman'],,Miramax,['Rolfe Kent'],['Elliot Davis'],"""['Tim Bevan', 'Eric Fellner', 'Michael London']"""
148,b179,w251,,42,2013,40000000.0,97500000.0,1.4375,2013-04-12 00:00:00,4.0,2.0,102.0,14.0,0.0,128.0,3.0,"""[Kevin Stitt, Peter McNulty]""",[Legendary Pictures],"""['Chadwick Boseman', 'Harrison Ford', 'Alan Tudyk', 'Christopher Meloni', 'Lucas Black', 'John C. McGinley']""",['Brian Helgeland'],['Brian Helgeland'],Warner Bros.,['Mark Isham'],[Don Burgess],"""['Jason Clark', 'Jon Jashni', 'Thomas Tull']"""
149,b181,w252,,42nd street ,1933,439000.0,2250000.0,4.125284738041002,2033-03-09 00:00:00,3.0,1.0,68.0,10.0,0.0,89.0,6.0,"""[Thomas Pratt, Frank Ware]""",[],"""['Warner Baxter', 'Bebe Daniels', 'George Brent', 'Una Merkel', 'Ruby Keeler', 'Guy Kibbee', 'Ned Sparks', 'Dick Powell']""",['Lloyd Bacon'],"""['Rian James', 'James Seymour']""",Warner Bros.,"""[Harry Warren, Al Dubin]""",['Sol Polito'],[Darryl F. Zanuck]
150,,w258,,47 ronin (2013 film),,175000000.0,151800000.0,-0.13257142857142856,,,,,,,,,[Stuart Baird],"""[H2F Entertainment, Mid Atlantic Films, Moving Picture Company, Stuber Productions]""",,,,,,,
151,b186,w259,o21684,48 hrs.,1982,12000000.0,78900000.0,5.575,1982-12-10 00:00:00,12.0,4.0,344.0,49.0,0.0,96.0,4.0,"""[Freeman A. Davies, Mark Warner, Billy Weber]""",,['Eddie Murphy'],['Walter Hill'],,Paramount,['James Horner'],[Ric Waite],"""['Lawrence Gordon', 'Joel Silver']"""
152,b194,w262,o21932,50 first dates,2004,75000000.0,196500000.0,1.62,2004-02-13 00:00:00,2.0,1.0,44.0,6.0,1.0,99.0,3.0,[Jeff Gourson],"""[Happy Madison, Flower Films]""","""['Adam Sandler', 'Drew Barrymore', 'Rob Schneider', 'Kevin James*']""",['Peter Segal'],['George Wing'],Sony / Columbia,['Teddy Castellucci'],[Jack N. Green],"""['Jack Giarraputo', 'Steve Golin', 'Daniel Lupi']"""
153,,w319,o18534,500 days of summer,2009,7500000.0,60700000.0,7.093333333333334,2009-08-07 00:00:00,8.0,3.0,219.0,31.0,0.0,95.0,3.0,[Alan Edward Bell],[Dune Entertainment],,,,,,,
