index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer
4052,b10477,w32153,o21401,rocky iv,1985,28000000.0,300400000.0,9.728571428571428,1985-11-27 00:00:00,11.0,4.0,331.0,47.0,1.0,,2.0,"""[John W. Wheeler, Don Zimmerman]""",[United Artists],['Sylvester Stallone'],['Sylvester Stallone'],['Sylvester Stallone'],United Artists,"""[Vince DiCola, Bill Conti]""",[Bill Butler],['Irwin Winkler']
4053,b10478,w32160,o15065,rocky v,1990,42000000.0,119900000.0,1.8547619047619048,1990-11-16 00:00:00,11.0,4.0,320.0,45.0,1.0,104.0,3.0,"""[John G. Avildsen, Michael N. Knue]""",[United Artists],['Sylvester Stallone'],John G. Avildsen,['Sylvester Stallone'],United Artists,[Bill Conti],[Steven Poster],['Irwin Winkler']
4054,b10481,w32166,o15920,roger & me,1989,140000.0,7700000.0,54.0,1989-12-22 00:00:00,12.0,4.0,356.0,51.0,1.0,90.0,4.0,"""[Jennifer Beman, Wendey Stanzler]""",[Dog Eat Dog Films],Michael Moore|Roger B. Smith|Rhonda Britton|Fred Ross,['Michael Moore'],,Warner Bros.,,"""[Chris Beaver, John Prusak, Kevin Rafferty, Bruce Schermer]""",[Michael Moore]
4055,,w32171,o12783,rogue cop,1954,695000.0,2509000.0,2.610071942446043,2055-06-17 00:00:00,6.0,2.0,168.0,24.0,0.0,92.0,,[James E. Newcom],,,,,,,,
4056,,w32173,,rogue one,,200000000.0,1.056,-0.99999999472,,,,,,,,,"""[John Gilroy, Colin Goudie, Jabez Olssen]""",[Lucasfilm Ltd.],,,,,,,
4057,,w32176,,rogue's march ,,659000.0,707000.0,0.07283763277693475,,,,,,,,,[],,,,,,,,
4058,b10485,w32185,o18376,roll bounce,2005,10000000.0,17500866.0,0.7500866,2005-09-23 00:00:00,9.0,3.0,266.0,38.0,0.0,112.0,3.0,"""[George Bowers, Paul Millspaugh]""",[State Street Pictures],"""['Bow Wow', 'Chi McBride', 'Meagan Good', 'Brandon T. Jackson']""",['Malcolm D. Lee'],,Fox Searchlight,"""[Stanley Clarke, Nile Rodgers]""",[J. Michael Muro],[]
4059,,w32194,,rollerball (2002 film),,70000000.0,25900000.0,-0.63,,,,,,,,,"""[Robert K. Lambert, John Wright]""",,,,,,,,
4060,,w32206,o14013,roman holiday,1953,1500000.0,12000000.0,7.0,2053-09-02 00:00:00,9.0,3.0,245.0,35.0,0.0,118.0,,[Robert Swink],,,,,,,,
4061,b10495,w32235,o15432,romance on the high seas,1948,2000000.0,2100000.0,0.05,2048-07-03 00:00:00,7.0,3.0,185.0,26.0,0.0,99.0,6.0,[Rudi Fehr],,"""['Jack Carson', 'Janis Paige', 'Don DeFore', 'Doris Day', 'Oscar Levant', 'S.Z. Sakall', 'Fortunio Bonanova', 'Eric Blore', 'Franklin Pangborn']""",['Michael Curtiz'],"""['Julius J. Epstein', 'Philip G. Epstein', 'I.A.L. Diamond ']""",Warner Bros.,['Ray Heindorf'],['Elwood Bredell'],"""['Michael Curtiz', 'Alex Gottlieb']"""
4062,b10496,w32239,o3205,romancing the stone,1984,10000000.0,86500000.0,7.65,1984-03-30 00:00:00,3.0,1.0,90.0,13.0,0.0,106.0,2.0,"""[Donn Cambern, Frank Morriss]""",[],"""['Michael Douglas', 'Kathleen Turner', 'Danny DeVito']""",['Robert Zemeckis'],,Fox,['Alan Silvestri'],[Dean Cundey],['Michael Douglas']
4063,b10505,w32253,,romeo & juliet (2013 film),2013,17000000.0,3000000.0,-0.8235294117647058,2013-10-11 00:00:00,10.0,4.0,284.0,40.0,1.0,118.0,3.0,[Peter Honess],,"""['Hailee Steinfeld', 'Paul Giamatti', 'Stellan Skarsgard']""",,,Relativity,[Abel Korzeniowski],[David Tattersall],"""[Ileen Maisel, Nadja Swarovski, Julian Fellowes]"""
4064,b10500,w32254,,romeo & juliet: sealed with a kiss,2006,2000000.0,463002.0,-0.7684989999999999,2006-10-27 00:00:00,10.0,4.0,300.0,43.0,0.0,71.0,7.0,[Phil Nibbelink],[Phil Nibbelink Productions],,,,Indican,"""[Christopher Page, Tommy Carter, Stephen Bashaw, Jack Waldenmaier, Steven Wenger, Bill Holloman, Curt Macdonald, Kirk Cirillo]""",,"""[Margit Friesacher, Phil Nibbelink]"""
4065,b10501,w32248,o5174,romeo + juliet,1996,14500000.0,147500000.0,9.172413793103447,1996-11-01 00:00:00,11.0,4.0,306.0,43.0,0.0,120.0,3.0,[Jill Bilcock],[Bazmark Productions],"""['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo', 'Paul Rudd']""",['Baz Luhrmann'],['Baz Luhrmann'],Fox,"""[Nellee Hooper, Marius de Vries, Craig Armstrong]""",[Donald M. McAlpine],['Baz Luhrmann']
4066,,w32252,,romeo and juliet (1936 film),,2000000.0,962000.0,-0.519,,,,,,,,,[Margaret Booth],,,,,,,,
4067,b10503,w32256,o10688,romeo must die,2000,25000000.0,91000000.0,2.64,2000-03-22 00:00:00,3.0,1.0,82.0,12.0,0.0,115.0,4.0,[Derek G. Brechin],[Silver Pictures],['Jet Li'],['Andrzej Bartkowiak'],['Mitchell Kapner'],Warner Bros.,"""[Stanley Clarke, Timbaland]""",[Glen MacPherson],"""['Joel Silver', 'Jim Van Wyck']"""
4068,b10512,w32263,,ronin ,1998,55000000.0,70697479.0,0.2854087090909091,1998-09-25 00:00:00,9.0,3.0,268.0,38.0,0.0,121.0,4.0,[Tony Gibbs],"""[FGM Entertainment, United Artists]""","""['Robert DeNiro', 'Jean Reno', 'Natascha McElhone', 'Stellan Skarsgard', 'Sean Bean', 'Jonathan Pryce']""",,['David Mamet'],MGM,[Elia Cmiral],[Robert Fraisse],[Frank Mancuso Jr.]
4069,b10516,w32276,o3490,room 237,2012,5426.0,296359.0,53.61831920383339,2013-03-29 00:00:00,3.0,1.0,88.0,12.0,0.0,102.0,6.0,[Rodney Ascher],,Bill Blakemore|Geoffrey Cocks|Juli Kearns|John Fell Ryan,Rodney Ascher,,IFC,"""[Jonathan Snipes, William Hutson, The Caretaker, Wendy Carlos, Rachel Elkind]""",,[Tim Kirk]
4070,,w32279,,room for one more ,,1079000.0,2750000.0,1.5486561631139943,,,,,,,,,"""[Alan Crosland, Jr.]""",,,,,,,,
4071,,w32280,,room service (1938 film),,884000.0,875000.0,-0.010180995475113122,,,,,,,,,[George Crone],[RKO Radio Pictures],,,,,,,
4072,b10518,w32289,,rooster cogburn ,1975,10000000.0,30500000.0,2.05,1975-10-17 00:00:00,10.0,4.0,290.0,41.0,1.0,108.0,2.0,[Robert Swink],[Hal Wallis Productions],"""['John Wayne', 'Katharine Hepburn', 'Anthony Zerbe', 'Richard Jordan', 'John McIntire', 'Strother Martin']""",['Stuart Millar'],['Martin Julien'],Universal,['Laurence Rosenthal'],['Harry Stradling Jr.'],['Hal B. Wallis']
4073,b10521,w32295,,rope ,1948,1500000.0,2200000.0,0.4666666666666667,2048-08-28 00:00:00,8.0,3.0,241.0,34.0,0.0,80.0,6.0,[William H. Ziegler],[Transatlantic Pictures],"""['James Stewart', 'John Dall', 'Farley Granger', 'Cedric Hardwicke', 'Constance Collier', 'Joan Chandler']""",['Alfred Hitchcock'],['Arthur Laurents'],Warner Bros.,"""[Leo F. Forbstein, (uncredited):, David Buttolph, Francis Poulenc]""",['Joseph Valentine '],"""[Alfred Hitchcock, Sidney Bernstein, (uncredited)]"""
4074,,w32312,,rose marie (1936 film),,875000.0,1695000.0,0.9371428571428572,,,,,,,,,[Blanche Sewell],,,,,,,,
4075,,w32313,,rose marie (1954 film),,2984000.0,5277000.0,0.7684316353887399,,,,,,,,,[Harold F. Kress],[Metro-Goldwyn-Mayer],,,,,,,
4076,,w32322,o12229,rose of the rancho,1914,16988.0,87028.0,4.1229102896162,2014-11-15 00:00:00,11.0,4.0,319.0,45.0,1.0,,,[Cecil B. DeMille],[Jesse Lasky Feature Plays],,,,,,,
4077,b10525,w32338,,rosemary's baby ,1968,3200000.0,33400000.0,9.4375,2068-06-12 00:00:00,6.0,2.0,164.0,24.0,0.0,136.0,4.0,"""[Sam O'Steen, Bob Wyman]""",,"""['Mia Farrow', 'John Cassavetes', 'Ruth Gordon', 'Sidney Blackmer', 'Maurice Evans', 'Ralph Bellamy']""",['Roman Polanski'],['Roman Polanski'],Paramount,['Christopher Komeda'],['William Fraker'],['William Castle']
4078,b10531,w32343,,rosewater ,2014,510000000.0,3200000.0,-0.9937254901960784,2014-11-14 00:00:00,11.0,4.0,318.0,45.0,1.0,103.0,4.0,[Jay Rabinowitz],"""[Odd Lot Entertainment, Busboy Productions]""",['Gael Garcia Bernal'],['Jon Stewart'],['Jon Stewart'],Open Road Films,[Howard Shore],[Bobby Bukowski],"""['Gigi Pritzker', 'Scott Rudin', 'Jon Stewart']"""
4079,b10532,w32344,,rosewood ,1997,30000000.0,13130349.0,-0.5623216999999999,1997-02-21 00:00:00,2.0,1.0,52.0,7.0,1.0,140.0,4.0,[Bruce Cannon],"""[Peters Entertainment, New Deal Productions]""","""['Jon Voight', 'Don Cheadle']""",['John Singleton'],,Warner Bros.,['John Williams'],[Johnny E. Jensen],['Jon Peters']
4080,,w32355,o7199,rough house rosie,14-May,225000.0,1125000.0,4.0,2027-05-14 00:00:00,5.0,2.0,134.0,19.0,0.0,66.0,,[],[Paramount Famous Lasky Corporation],,,,,,,
4081,b10535,w32378,,rounders ,1998,12000000.0,22900000.0,0.9083333333333332,1998-09-11 00:00:00,9.0,3.0,254.0,36.0,1.0,120.0,4.0,[Scott Chestnut],[Spanky Pictures],"""['Matt Damon', 'Edward Norton', 'John Turturro', 'Gretchen Mol', 'Famke Janssen', 'John Malkovich', 'Chris Messina*', 'Goran Visnjic*']""",['John Dahl'],"""['Brian Koppelman', 'David Levien']""",Miramax,['Christopher Young'],[Jean-Yves Escoffier],['Bobby Cohen']
4082,b10536,w32390,o20463,roving mars,2006,1000000.0,11000000.0,10.0,2006-01-27 00:00:00,1.0,1.0,27.0,4.0,0.0,40.0,7.0,[Nancy Baker],"""[Walt Disney Pictures, White Mountain Films, The Kennedy/Marshall Company]""",Paul Newman|Steve Squyres|Rob Manning|Charles Elachi,George Butler,,Buena Vista,['Philip Glass'],[T.C. Christensen],['Frank Marshall']
4083,b10538,w32393,,roxanne ,1987,12000000.0,40050884.0,2.3375736666666667,1987-06-19 00:00:00,6.0,2.0,170.0,24.0,0.0,107.0,2.0,[John Scott],[],"""['Steve Martin', 'Damon Wayans*']""",,,Columbia,[Bruce Smeaton],['Ian Baker'],"""[Michael I. Rachmil, Daniel Melnick]"""
4084,b10540,w32401,o18835,royal kill,10-Apr,350000.0,50090.0,-0.8568857142857143,2009-04-10 00:00:00,4.0,2.0,100.0,14.0,0.0,,3.0,[J. D. Beales],,Pat Morita|Eric Roberts|Lalaine|Alexander Wraith,Babar Ahmed,,21st Century Film Production,[Kenneth Lampl],[Jonathan Belinski],
4085,b10541,w32407,o1855,royal wedding,1951,1661000.0,3902000.0,1.349187236604455,2051-03-08 00:00:00,3.0,1.0,67.0,10.0,0.0,93.0,6.0,[Albert Akst],[Metro-Goldwyn-Mayer],"""['Fred Astaire', 'Jane Powell', 'Peter Lawford', 'Sarah Churchill', 'Keenan Wynn']""",['Stanley Donen'],['Alan Jay Lerner'],MGM,['Burton Lane'],['Robert H. Planck '],['Arthur Freed']
4086,,w32414,,ruby (1977 film),,600000.0,16000000.0,25.66666666666667,,,,,,,,,[William P. Magee],,,,,,,,
4087,,w32418,o8608,ruby gentry,1952,525000.0,1750000.0,2.333333333333333,2053-08-20 00:00:00,8.0,3.0,232.0,33.0,0.0,,,[Terrell O. Morse],[Bernhard-Vidor Productions Inc.],,,,,,,
4088,b10548,w32419,o19115,ruby in paradise,1993,800000.0,1001437.0,0.25179625,1993-10-08 00:00:00,10.0,4.0,281.0,40.0,1.0,115.0,4.0,[Victor NunÌez],,['Ashley Judd'],Victor Nunez,,October,[Charles Engstrom],[Alex Vlacos],"""[Keith Crofford, Sam Gowan (, exec. prod.]"""
4089,b10552,w32425,,rudy ,1993,12000000.0,22800000.0,0.9,1993-10-15 00:00:00,10.0,4.0,288.0,41.0,1.0,116.0,2.0,[David Rosenbloom],,"""['Sean Astin', 'Jon Favreau', 'Vince Vaughn*']""",['David Anspaugh'],,TriStar,['Jerry Goldsmith'],['Oliver Wood'],['Lee R. Mayes']
4090,b10553,w32435,o9778,rugrats go wild,2003,25000000.0,55400000.0,1.216,2003-06-13 00:00:00,6.0,2.0,164.0,23.0,0.0,80.0,2.0,"""[John Bryant, Kimberly Rettberg]""","""[Nickelodeon Movies, Klasky Csupo]""",['Bruce Willis*'],John Eng|Norton Virgien,,Paramount,[Mark Mothersbaugh],,"""[Arlene Klasky, Gabor Csupo]"""
4091,b10554,w32436,o10689,rugrats in paris: the movie,2000,30000000.0,103300000.0,2.4433333333333334,2000-11-17 00:00:00,11.0,4.0,322.0,46.0,1.0,78.0,7.0,[John Bryant],"""[Nickelodeon Movies, Klasky Csupo]""",['Susan Sarandon*'],Stig Bergqvist|Paul Demeyer,"""['J. David Stem', 'David N. Weiss']""",Paramount,['Mark Mothersbaugh'],,"""[Arlene Klasky, GaÌbor CsupoÌ]"""
4092,b10556,w32441,,rules of engagement ,2000,60000000.0,71700000.0,0.195,2000-04-07 00:00:00,4.0,2.0,98.0,14.0,0.0,128.0,4.0,[Augie Hess],"""[Scott Rudin Productions, Seven Arts Pictures]""","""['Tommy Lee Jones', 'Samuel L. Jackson', 'Guy Pearce', 'Ben Kingsley']""",['William Friedkin'],['Stephen Gaghan'],Paramount,['Mark Isham'],"""[William A. Fraker, Nicola Pecorini]""",['Scott Rudin']
4093,b10557,w32446,o22413,rumble fish,1983,10000000.0,2494480.0,-0.750552,1983-10-08 00:00:00,10.0,4.0,281.0,40.0,1.0,94.0,4.0,[Barry Malkin],[American Zoetrope],"""['Matt Dillon', 'Mickey Rourke', 'Diane Lane', 'Nicolas Cage*', 'Laurence Fishburne*']""",Francis Ford Coppola,,Universal,[Stewart Copeland],[Stephen H. Burum],"""[Francis Ford Coppola, Doug Claybourne, Fred Roos]"""
4094,,w32452,,rumpelstiltskin (1995 film),,3000000.0,306494.0,-0.8978353333333333,,,,,,,,,[Christopher Holmes],,,,,,,,
4095,b10561,w32456,,run all night ,2015,61600000.0,71700000.0,0.16396103896103895,2015-03-13 00:00:00,3.0,1.0,72.0,10.0,0.0,114.0,4.0,[Dirk Westervelt],"""[Vertigo Entertainment, RatPac-Dune Entertainment, Energy Entertainment]""","""['Common', 'Liam Neeson', 'Joel Kinnaman', 'Ed Harris', """"Vincent D'Onofrio"""", 'Boyd Holbrook', 'Genesis Rodriguez']""",[],['Brad Ingelsby'],Warner Bros.,['Junkie XL'],[Martin Ruhe],"""['Roy Lee', 'Michael Tadross']"""
4096,b10568,w32475,,runaway bride ,1999,70000000.0,309400000.0,3.42,1999-07-30 00:00:00,7.0,3.0,211.0,30.0,0.0,116.0,2.0,[Bruce Green],"""[Paramount Pictures, Touchstone Pictures, Lakeshore Entertainment, Interscope Communications]""","""['Richard Gere', 'Julia Roberts']""",['Garry Marshall'],,Paramount,['James Newton Howard'],['Stuart Dryburgh'],"""['Ted Field', 'Mario Iscovich', 'Scott Kroopf', 'Gary Lucchesi', 'Tom Rosenberg']"""
4097,b10569,w32479,o9779,runaway jury,2003,60000000.0,80200000.0,0.3366666666666667,2003-10-17 00:00:00,10.0,4.0,290.0,41.0,1.0,127.0,3.0,"""[William Steinkamp, Jeff Williams]""",[Regency Enterprises],"""['John Cusack', 'Gene Hackman', 'Dustin Hoffman', 'Rachel Weisz', 'Bruce Davison', 'Bruce McGill', 'Jeremy Piven', 'Cliff Curtis']""",Gary Fleder,"""['Brian Koppelman', 'David Levien']""",Fox,['Christopher Young'],['Robert Elswit'],['Arnon Milchan']
4098,b10571,w32480,,runaway train ,1985,9000000.0,7700000.0,-0.14444444444444446,1985-12-06 00:00:00,12.0,4.0,340.0,48.0,0.0,110.0,4.0,[Henry Richardson],"""[Northbrook Films, Golan-Globus Productions]""",['Jon Voight'],,,Cannon Films,['Trevor Jones'],[Alan Hume],"""[Menahem Golan, Yoram Globus]"""
4099,b10572,w32484,o1188,runner runner,2013,30000000.0,62700000.0,1.09,2013-10-04 00:00:00,10.0,4.0,277.0,39.0,0.0,91.0,4.0,[Jeff McEvoy],"""[Regency Enterprises, Appian Way Productions, Double Feature Films, TSG Entertainment]""","""['Justin Timberlake', 'Gemma Arterton', 'Ben Affleck', 'Anthony Mackie']""",['Brad Furman'],"""['Brian Koppelman', 'David Levien']""",Fox,['Christophe Beck'],[Mauro Fiore],"""['Leonardo DiCaprio', 'Brian Koppelman', 'Arnon Milchan', 'Michael Shamberg', 'Stacey Sher']"""
4100,b10574,w32490,o22414,running brave,4-Nov,8000000.0,3000000.0,-0.625,1983-11-04 00:00:00,11.0,4.0,308.0,44.0,1.0,106.0,2.0,[Peter Zinner],"""[Walt Disney Pictures, Englander Productions]""",Robby Benson|Pat Hingle|Claudia Cron|Jeff McCracken,Donald Shebib,,Buena Vista,[Mike Post],,
4101,b10580,w32496,,running on empty (1988 film),1988,3000000.0,2835116.0,-0.05496133333333333,1988-09-09 00:00:00,9.0,3.0,253.0,36.0,1.0,,3.0,[Andrew Mondshein],,,['Sidney Lumet'],,Warner Bros.,[Tony Mottola],[Gerry Fisher],"""[Griffin Dunne, Amy Robinson]"""
4102,b10578,w32501,,running scared (2006 film),2006,15000000.0,9400000.0,-0.37333333333333335,2006-02-24 00:00:00,2.0,1.0,55.0,8.0,1.0,122.0,4.0,[Arthur Coburn],,"""['Paul Walker', 'Vera Farmiga']""",['Wayne Kramer'],['Wayne Kramer'],New Line,['Mark Isham'],['James Whitaker'],[Andrew Pfeffer]
4103,,w32515,,rush (1991 film),,17000000.0,7200000.0,-0.5764705882352941,,,,,,,,,[Mark Warner],[The Zanuck Company],,,,,,,
4104,b10586,w32514,,rush (2013 film),2013,38000000.0,98200000.0,1.5842105263157895,2013-09-20 00:00:00,9.0,3.0,263.0,37.0,0.0,122.0,4.0,"""[Daniel Hanley, Mike Hill]""","""[Cross Creek Pictures, Exclusive Media, Working Title Films, Imagine Entertainment, Revolution Films]""","""['Chris Hemsworth', 'Olivia Wilde']""",['Ron Howard'],['Peter Morgan'],Universal,['Hans Zimmer'],[Anthony Dod Mantle],"""['Eric Fellner', 'Brian Grazer', 'Ron Howard']"""
4105,,w32517,,rush hour (1998 film),,33000000.0,244400000.0,6.406060606060606,,,,,,,,,[Mark Helfrich],[Roger Birnbaum Productions],,,,,,,
4106,,w32516,,rush hour (film series),,263000000.0,850600000.0,2.234220532319392,,,,,,,,,"""[Mark Helfrich, Robert K. Lambert, Mark Possy, Billy Weber, Don Zimmerman]""",,,,,,,,
4107,b10588,w32518,o20091,rush hour 2,2001,90000000.0,347300000.0,2.858888888888889,2001-08-03 00:00:00,8.0,3.0,215.0,30.0,0.0,90.0,3.0,"""[Mark Helfrich, Robert K. Lambert]""",,"""['Jackie Chan', 'Chris Tucker', 'Zhang Ziyi', 'Don Cheadle*']""",['Brett Ratner'],['Jeff Nathanson'],New Line,[Lalo Schifrin],[Matthew F. Leonetti],"""['Roger Birnbaum', 'Michael De Luca', 'Jonathan Glickman', 'Arthur M. Sarkissian', 'Jay Stern']"""
4108,b10589,w32519,o3909,rush hour 3,2007,140000000.0,258000000.0,0.8428571428571429,2007-08-10 00:00:00,8.0,3.0,222.0,31.0,0.0,91.0,3.0,"""[Mark Helfrich, Dean Zimmerman, Don Zimmerman]""","""[Roger Birnbaum Productions, Arthur Sarkissian Productions, Unlike Film Productions]""","""['Jackie Chan', 'Chris Tucker']""",['Brett Ratner'],['Jeff Nathanson'],New Line,[Lalo Schifrin],[J. Michael Muro],"""['Roger Birnbaum', 'Jonathan Glickman', 'Arthur M. Sarkissian', 'Jay Stern']"""
4109,b10590,w32523,,rushmore ,1998,9000000.0,17100000.0,0.9,1998-12-11 00:00:00,12.0,4.0,345.0,49.0,0.0,93.0,4.0,[David Moritz],"""[Touchstone Pictures, American Empirical Pictures]""","""['Jason Schwartzman', 'Bill Murray', 'Brian Cox', 'Luke Wilson*', 'Owen Wilson*']""",['Wes Anderson'],['Wes Anderson'],Buena Vista,['Mark Mothersbaugh'],[Robert Yeoman],"""['Wes Anderson', 'Barry Mendel']"""
4110,,w32537,o21402,rustlers' rhapsody,10-May,15000000.0,6090497.0,-0.5939668666666666,1985-05-10 00:00:00,5.0,2.0,130.0,18.0,0.0,,2.0,[],,,,,,,,
4111,b10600,w32548,o8441,ruthless people,1986,9000000.0,71600000.0,6.955555555555558,1986-06-27 00:00:00,6.0,2.0,178.0,25.0,1.0,93.0,4.0,"""[Gib Jaffe, Arthur Schmidt]""","""[Touchstone Films, Silver Screen Partners II]""","""['Danny DeVito', 'Bette Midler']""","""['Jim Abrahams', 'David Zucker', 'Jerry Zucker']""",,Buena Vista,[Michel Colombier],[Jan de Bont],[Michael Peyser]
4112,b10040,w32549,,rv ,2006,50000000.0,87500000.0,0.75,2006-04-28 00:00:00,4.0,2.0,118.0,17.0,0.0,99.0,2.0,[Zachary Melton],"""[Relativity Media, Red Wagon Entertainment, Intermedia Films, IMF]""","""['Robin Williams', 'Jeff Daniels', 'Josh Hutcherson']""",['Barry Sonnenfeld'],,Sony / Columbia,['James Newton Howard'],[Fred Murphy],"""['Bobby Cohen', 'Douglas Wick']"""
4113,,w32551,,s. darko,,4000000.0,4900000.0,0.225,,,,,,,,,[Kent Beyda],[Silver Nitrate Productions],,,,,,,
4114,b10604,w37003,,s.w.a.t. ,2003,70000000.0,207100000.0,1.9585714285714289,2003-08-08 00:00:00,8.0,3.0,220.0,31.0,0.0,117.0,3.0,[Michael Tronick],[Original Film],"""['Colin Farrell', 'Samuel L. Jackson', 'Michelle Rodriguez', 'LL Cool J', 'Jeremy Renner', 'Olivier Martinez', 'Colin Egglesfield*']""",['Clark Johnson'],['David Ayer'],Sony / Columbia,['Elliot Goldenthal'],['Gabriel Beristain'],"""['Todd Black', """"Louis D'Esposito"""", 'Dan Halsted', 'Neal H. Moritz']"""
4115,,w32560,,saadia ,,1022000.0,1352000.0,0.32289628180039137,,,,,,,,,[Harold F. Kress],,,,,,,,
4116,,w32567,,sabrina (1954 film),,2238813.0,4000000.0,0.7866610565509491,,,,,,,,,[Arthur P. Schmidt],,,,,,,,
4117,,w32568,,sabrina (1995 film),,50000000.0,53458319.0,0.06916638,,,,,,,,,[Fredric Steinkamp],,,,,,,,
4118,,w32596,o649,saddle the wind,1958,1479000.0,1075000.0,-0.27315753887762,2058-04-17 00:00:00,4.0,2.0,107.0,15.0,0.0,84.0,,[],,,,,,,,
4119,,w32600,o5808,sadie mckee,1934,612000.0,1302000.0,1.1274509803921569,2034-05-09 00:00:00,5.0,2.0,129.0,19.0,0.0,93.0,,[Hugh Wynn],[Metro-Goldwyn-Mayer],,,,,,,
4120,,w32609,,safe house (2012 film),,85000000.0,208100000.0,1.448235294117647,,,,,,,,,[Richard Pearson],,,,,,,,
4121,b10632,w32613,o13607,safe men,7-Aug,1000000.0,45724.0,-0.954276,1998-08-07 00:00:00,8.0,3.0,219.0,31.0,0.0,88.0,4.0,"""[Suzanne Pillsbury, M. Scott Smith]""",,"""['Sam Rockwell', 'Steve Zahn', 'Michael Lerner', 'Paul Giamatti', 'Mark Ruffalo']""",John Hamburg,,October,['Theodore Shapiro'],[Michael Barrett],[Ellen Bronfman]
4122,,w32621,o13375,safety last!,1923,121000.0,1500000.0,11.396694214876034,2023-04-01 00:00:00,4.0,2.0,91.0,13.0,0.0,73.0,6.0,[T. J. Crizer],[Hal Roach Studios],,,,,,,
4123,b10635,w32622,o3492,safety not guaranteed,2012,750000.0,4400000.0,4.866666666666666,2012-06-08 00:00:00,6.0,2.0,160.0,23.0,0.0,86.0,4.0,"""[Franklin Peterson, Joe Landauer]""","""[Big Beach, Duplass Brothers Productions]""","""['Aubrey Plaza', 'Mark Duplass', 'Jake Johnson', 'Jeff Garlin', 'Kristen Bell']""",['Colin Trevorrow'],['Derek Connolly'],FilmDistrict,[Ryan Miller],[Benjamin Kasulke],"""['Derek Connolly', 'Jay Duplass', 'Mark Duplass', 'Colin Trevorrow']"""
4124,,w32635,,sahara (1983 film),,25000000.0,1402962.0,-0.94388152,,,,,,,,,"""[Michael John Bateman, Michael J. Duthie]""","""[Golan-Globus, Cannon Group]""",,,,,,,
4125,,w32639,,sahara (2005 film),,160000000.0,119300000.0,-0.254375,,,,,,,,,[Andrew MacRitchie],"""[Bristol Bay Productions, Baldwin Entertainment Group, Kanzaman Productions, Mace Neufeld Productions, Babelsberg Studio, (uncredited)]""",,,,,,,
4126,b10643,w32661,o18837,saint john of las vegas,2009,2000000.0,102647.0,-0.9486764999999999,2010-01-29 00:00:00,1.0,1.0,29.0,4.0,0.0,85.0,4.0,[Annette Davey],[Circle of Confusion],"""['Steve Buscemi', 'Sarah Silverman']""",Hue Rhodes,,IndieVest Pictures,[David Torn],[Giles Nuttgens],"""[Mark Burton, Matt Wall, Spike Lee, Steve Buscemi, Stanley Tucci]"""
4127,,w32708,,salsa (1988 film),,6000000.0,8892589.0,0.4820981666666666,,,,,,,,,[Alain Jakubowicz],,,,,,,,
4128,,w32709,,salt (2010 film),,110000000.0,293500000.0,1.6681818181818182,,,,,,,,,"""[Stuart Baird, John Gilroy]""","""[Di Bonaventura Pictures, Wintergreen Productions, Rainmaker Digital Effects]""",,,,,,,
4129,b10661,w32720,,salvador ,1986,4500000.0,1500000.0,-0.6666666666666666,1986-03-05 00:00:00,3.0,1.0,64.0,9.0,0.0,123.0,4.0,[Claire Simpson],,,['Oliver Stone'],,Hemdale,[Georges Delerue],[Robert Richardson],"""[Oliver Stone, Gerald Green]"""
4130,b10664,w32724,o2647,salvation boulevard,2011,5500000.0,28468.0,-0.9948239999999999,2011-07-15 00:00:00,7.0,3.0,196.0,28.0,0.0,,4.0,[Michael LaHaie],[],"""['Ciaran Hinds', 'Pierce Brosnan', 'Jennifer Connelly', 'Ed Harris', 'Greg Kinnear', 'Marisa Tomei']""",George Ratliff,,IFC,[George S. Clinton],[Tim Orr],"""[Mark Victor, Peter Fruchtman, Celine Rattray, Cathy Schulman]"""
4131,,w32747,,samsara (2011 film),,4000000.0,3201599.0,-0.19960025,,,,,,,,,"""[Ron Fricke, Mark Magidson]""",[Magidson Films],,,,,,,
4132,,w32751,,samson and delilah (1949 film),,3097563.0,25600000.0,7.264561527884986,,,,,,,,,[Anne Bauchens],[Paramount Pictures],,,,,,,
4133,b10672,w32759,,san andreas ,2015,110.0,474.0,3.3090909090909086,2015-05-29 00:00:00,5.0,2.0,149.0,21.0,1.0,114.0,3.0,[Bob Ducsay],"""[New Line Cinema, Village Roadshow Pictures, RatPac-Dune Entertainment, Flynn Picture Company]""","""['Alexandra Daddario', 'Paul Giamatti', 'Ioan Gruffudd', 'Carla Gugino', 'Dwayne Johnson']""",['Brad Peyton'],['Carlton Cuse'],Warner Bros. (New Line),['Andrew Lockington'],[Steve Yedlin],"""['Beau Flynn', 'Tripp Vinson']"""
4134,,w32762,,san antonio ,,2000000.0,31946000000.0,15972.0,,,,,,,,,[Irene Morra],,,,,,,,
4135,,w32768,,san francisco (1936 film),,1300000.0,2868000.0,1.206153846153846,,,,,,,,,[Tom Held],[Metro-Goldwyn-Mayer],,,,,,,
