link	name	domestic_revenue	foreign_revenue	worldwide_revenue	total_lifetime_gross
http://www.boxofficemojo.com/movies/?id=firstlovelastrites.htm	"First Love, Last Rites"	"$42,953 "			
http://www.boxofficemojo.com/movies/?id=firstmondayinoctober.htm	First Monday in October	"$12,480,249 "			
http://www.boxofficemojo.com/movies/?id=firstmorning.htm	First Morning	"$87,264 "			
http://www.boxofficemojo.com/movies/?id=firstposition.htm	First Position	"$1,014,071 "	n/a	"$1,014,071 "	
http://www.boxofficemojo.com/movies/?id=firstsnow.htm	First Snow	"$214,864 "	"$167,403 "	"$382,267 "	
http://www.boxofficemojo.com/movies/?id=firstsunday.htm	First Sunday	"$37,931,869 "	"$872,746 "	"$38,804,615 "	
http://www.boxofficemojo.com/movies/?id=firstborn.htm	Firstborn	"$6,250,994 "			
http://www.boxofficemojo.com/movies/?id=fishtank.htm	Fish Tank	"$374,675 "	"$1,983,177 "	"$2,357,852 "	
http://www.boxofficemojo.com/movies/?id=fistfight.htm	Fist Fight	"$32,187,017 "	"$8,800,000 "	"$40,987,017 "	
http://www.boxofficemojo.com/movies/?id=fistsoflegend.htm	Fists of Legend	"$134,213 "	"$5,253,585 "	"$5,387,798 "	
http://www.boxofficemojo.com/movies/?id=fitoor.htm	Fitoor	"$528,799 "	n/a	"$528,799 "	
http://www.boxofficemojo.com/movies/?id=fitzwilly.htm	Fitzwilly				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=fivecorners.htm	Five Corners	"$969,205 "			
http://www.boxofficemojo.com/movies/?id=fivedances.htm	Five Dances	"$5,788 "			
http://www.boxofficemojo.com/movies/?id=fivedaysonesummer.htm	Five Days One Summer	"$199,078 "			
http://www.boxofficemojo.com/movies/?id=fivedaysfromhome.htm	Five Days from Home	"$641,768 "			
http://www.boxofficemojo.com/movies/?id=fiveeasypieces.htm	Five Easy Pieces				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=fivefingers.htm	Five Fingers	n/a	"$352,089 "	"$352,089 "	
http://www.boxofficemojo.com/movies/?id=fiveminutesofheaven.htm	Five Minutes of Heaven	"$15,676 "	"$72,230 "	"$87,906 "	
http://www.boxofficemojo.com/movies/?id=fivenightsinmaine.htm	Five Nights in Maine	"$15,587 "			
http://www.boxofficemojo.com/movies/?id=fix09.htm	Fix	"$9,890 "			
http://www.boxofficemojo.com/movies/?id=fixedbayonets.htm	Fixed Bayonets!				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=fixingthefuture.htm	Fixing the Future	"$42,393 "			
http://www.boxofficemojo.com/movies/?id=fiza.htm	Fiza	"$596,591 "			
http://www.boxofficemojo.com/movies/?id=flagsofourfathers.htm	Flags of Our Fathers	"$33,602,376 "	"$32,297,873 "	"$65,900,249 "	
http://www.boxofficemojo.com/movies/?id=flakes.htm	Flakes	$778 			
http://www.boxofficemojo.com/movies/?id=flameandcitron.htm	Flame &amp; Citron	"$148,089 "	"$10,037,995 "	"$10,186,084 "	
http://www.boxofficemojo.com/movies/?id=flameofbarbarycoast.htm	Flame of Barbary Coast				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=flamenco.htm	Flamenco	"$480,941 "			
http://www.boxofficemojo.com/movies/?id=flamencoflamenco.htm	"Flamenco, Flamenco"	"$71,732 "			
http://www.boxofficemojo.com/movies/?id=flanders.htm	Flanders	"$22,788 "	"$379,464 "	"$402,252 "	
http://www.boxofficemojo.com/movies/?id=flannelpajamas.htm	Flannel Pajamas	"$123,301 "			
http://www.boxofficemojo.com/movies/?id=flashgordon.htm	Flash Gordon	"$27,107,960 "			
http://www.boxofficemojo.com/movies/?id=flashpoint08.htm	Flash Point	"$5,151 "	"$6,172,574 "	"$6,177,725 "	
http://www.boxofficemojo.com/movies/?id=flashofgenius.htm	Flash of Genius	"$4,442,377 "	"$360,576 "	"$4,802,953 "	
http://www.boxofficemojo.com/movies/?id=flashback.htm	Flashback	"$6,488,114 "			
http://www.boxofficemojo.com/movies/?id=flashbacksofafool.htm	Flashbacks of a Fool	"$1,664 "	"$1,113,609 "	"$1,115,273 "	
http://www.boxofficemojo.com/movies/?id=flashdance.htm	Flashdance	"$92,921,203 "			
http://www.boxofficemojo.com/movies/?id=flashpoint.htm	Flashpoint (1984)	"$3,854,833 "			
http://www.boxofficemojo.com/movies/?id=flatliners.htm	Flatliners	"$61,489,265 "			
http://www.boxofficemojo.com/movies/?id=flatliners2017.htm	Flatliners (2017)				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=flavors.htm	Flavors	"$93,370 "			
http://www.boxofficemojo.com/movies/?id=flawless.htm	Flawless (1999)	"$4,488,529 "			
http://www.boxofficemojo.com/movies/?id=flawless07.htm	Flawless (2008)	"$1,200,234 "	"$5,619,353 "	"$6,819,587 "	
http://www.boxofficemojo.com/movies/?id=fled.htm	Fled	"$17,193,231 "			
http://www.boxofficemojo.com/movies/?id=fleshandblood.htm	Flesh and Blood				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=fleshandbone.htm	Flesh and Bone	"$9,709,451 "			
http://www.boxofficemojo.com/movies/?id=fleshandthedevil.htm	Flesh and the Devil				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=fletch.htm	Fletch	"$50,612,888 "	"$9,000,000 "	"$59,612,888 "	
http://www.boxofficemojo.com/movies/?id=fletchlives.htm	Fletch Lives	"$35,150,960 "	"$4,300,000 "	"$39,450,960 "	
http://www.boxofficemojo.com/movies/?id=fleurbleue.htm	Fleur Bleue (Apprentice)				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=flexiskings.htm	Flex is Kings	"$5,418 "			
http://www.boxofficemojo.com/movies/?id=flicka.htm	Flicka	"$21,000,147 "	"$893,444 "	"$21,893,591 "	
http://www.boxofficemojo.com/movies/?id=flight.htm	Flight	"$93,772,375 "	"$68,000,000 "	"$161,772,375 "	
http://www.boxofficemojo.com/movies/?id=flightfromglory.htm	Flight from Glory				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=flightoftheintruder.htm	Flight of the Intruder	"$14,587,732 "			
http://www.boxofficemojo.com/movies/?id=flightofthenavigator.htm	Flight of the Navigator	"$18,564,613 "			
http://www.boxofficemojo.com/movies/?id=flightofthephoenix.htm	Flight of the Phoenix	"$21,009,180 "	"$13,577,088 "	"$34,586,268 "	
http://www.boxofficemojo.com/movies/?id=flightplan.htm	Flightplan	"$89,707,299 "	"$133,680,000 "	"$223,387,299 "	
http://www.boxofficemojo.com/movies/?id=flipped.htm	Flipped	"$1,755,212 "			
http://www.boxofficemojo.com/movies/?id=flipper.htm	Flipper	"$20,080,020 "			
http://www.boxofficemojo.com/movies/?id=flirt.htm	Flirt	"$263,192 "			
http://www.boxofficemojo.com/movies/?id=flirting.htm	Flirting	"$2,415,396 "			
http://www.boxofficemojo.com/movies/?id=flirtingwithdisaster.htm	Flirting with Disaster	"$14,702,438 "			
http://www.boxofficemojo.com/movies/?id=flockofdudes.htm	Flock of Dudes				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=florencefosterjenkins.htm	Florence Foster Jenkins	"$27,383,770 "	n/a	"$27,383,770 "	
http://www.boxofficemojo.com/movies/?id=floundering.htm	Floundering	"$20,031 "			
http://www.boxofficemojo.com/movies/?id=flowerdrumsong.htm	Flower Drum Song				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=flowers15.htm	Flowers	"$61,568 "	n/a	"$61,568 "	
http://www.boxofficemojo.com/movies/?id=flowersintheattic.htm	Flowers in the Attic	"$15,151,736 "			
http://www.boxofficemojo.com/movies/?id=flubber.htm	Flubber	"$92,977,226 "	"$85,000,000 "	"$177,977,226 "	
http://www.boxofficemojo.com/movies/?id=fluke.htm	Fluke	"$3,987,768 "			
http://www.boxofficemojo.com/movies/?id=flushedaway.htm	Flushed Away	"$64,665,672 "	"$113,454,338 "	"$178,120,010 "	
http://www.boxofficemojo.com/movies/?id=flyawayhome.htm	Fly Away Home	"$25,143,818 "			
http://www.boxofficemojo.com/movies/?id=flymetothemoon3d.htm	Fly Me to the Moon	"$13,816,982 "	"$27,904,432 "	"$41,721,414 "	
http://www.boxofficemojo.com/movies/?id=flyboys.htm	Flyboys	"$13,090,630 "	"$4,744,235 "	"$17,834,865 "	
http://www.boxofficemojo.com/movies/?id=flyingdowntorio.htm	Flying Down to Rio				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=flyingleathernecks.htm	Flying Leathernecks				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=flyingmonsters.htm	Flying Monsters	"$5,705,874 "	"$5,107,988 "	"$10,813,862 "	
http://www.boxofficemojo.com/movies/?id=flyingswordsofdragongate.htm	Flying Swords of Dragon Gate	"$170,276 "	n/a	"$170,276 "	
http://www.boxofficemojo.com/movies/?id=flyingtigers.htm	Flying Tigers				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=flyingconfessions.htm	Flying: Confessions of a Free Woman	"$20,157 "			
http://www.boxofficemojo.com/movies/?id=flypaper.htm	Flypaper	"$5,043 "	"$3,137,111 "	"$3,142,154 "	
http://www.boxofficemojo.com/movies/?id=focus.htm	Focus	"$645,418 "			
http://www.boxofficemojo.com/movies/?id=focus2015.htm	Focus (2015)	"$53,862,963 "	"$105,200,000 "	"$159,062,963 "	
http://www.boxofficemojo.com/movies/?id=folks.htm	Folks!	"$6,132,924 "			
http://www.boxofficemojo.com/movies/?id=followmehome.htm	Follow Me Home	"$52,155 "			
http://www.boxofficemojo.com/movies/?id=followme.htm	Follow Me: The Yoni Netanyahu Story	"$112,679 "			
http://www.boxofficemojo.com/movies/?id=followthatbird.htm	Follow That Bird (Sesame St.)	"$13,961,370 "			
http://www.boxofficemojo.com/movies/?id=followthatdream.htm	Follow That Dream				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=followthefleet.htm	Follow the Fleet				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=following.htm	Following	"$48,482 "			
http://www.boxofficemojo.com/movies/?id=foodbeware.htm	Food Beware	"$1,181 "			
http://www.boxofficemojo.com/movies/?id=foodoflove.htm	Food of Love	"$43,922 "			
http://www.boxofficemojo.com/movies/?id=foodinc.htm	"Food, Inc."	"$4,417,674 "	"$188,525 "	"$4,606,199 "	
http://www.boxofficemojo.com/movies/?id=foodfight.htm	Foodfight!				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=foolforlove.htm	Fool for Love	"$836,156 "			
http://www.boxofficemojo.com/movies/?id=foolsgold.htm	Fool's Gold	"$70,231,041 "	"$41,000,000 "	"$111,231,041 "	
http://www.boxofficemojo.com/movies/?id=foolsparade.htm	Fool's Parade				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=foolish.htm	Foolish	"$6,033,999 "			
http://www.boxofficemojo.com/movies/?id=foolproof.htm	Foolproof	"$460,978 "	n/a	"$460,978 "	
http://www.boxofficemojo.com/movies/?id=foolsrushin.htm	Fools Rush In	"$29,481,428 "			
http://www.boxofficemojo.com/movies/?id=foolsoffortune.htm	Fools of Fortune	"$83,490 "			
http://www.boxofficemojo.com/movies/?id=footlightparade.htm	Footlight Parade				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=footloose.htm	Footloose	"$80,035,402 "			
http://www.boxofficemojo.com/movies/?id=footloose2010.htm	Footloose (2011)	"$51,802,742 "	"$11,740,586 "	"$63,543,328 "	
http://www.boxofficemojo.com/movies/?id=footnote.htm	Footnote	"$2,007,758 "	n/a	"$2,007,758 "	
http://www.boxofficemojo.com/movies/?id=forallmankind.htm	For All Mankind	"$770,132 "			
http://www.boxofficemojo.com/movies/?id=forbetterorworse.htm	For Better or Worse	"$41,628 "			
http://www.boxofficemojo.com/movies/?id=forcoloredgirls.htm	For Colored Girls	"$37,729,698 "	"$17,318 "	"$37,747,016 "	
http://www.boxofficemojo.com/movies/?id=forellen.htm	For Ellen	"$12,396 "			
http://www.boxofficemojo.com/movies/?id=forevermozart.htm	For Ever Mozart	"$25,000 "			
http://www.boxofficemojo.com/movies/?id=forgreaterglory.htm	For Greater Glory	"$5,672,846 "	"$3,950,000 "	"$9,622,846 "	
http://www.boxofficemojo.com/movies/?id=forkeeps.htm	For Keeps	"$17,514,553 "			
http://www.boxofficemojo.com/movies/?id=forloveofthegame.htm	For Love of the Game	"$35,188,640 "	"$10,924,000 "	"$46,112,640 "	
http://www.boxofficemojo.com/movies/?id=forloveormoney.htm	For Love or Money	"$11,146,270 "			
http://www.boxofficemojo.com/movies/?id=formeandmygal.htm	For Me and My Gal				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=fornogoodreason.htm	For No Good Reason	"$67,421 "	n/a	"$67,421 "	
http://www.boxofficemojo.com/movies/?id=forqueenandcountry.htm	For Queen and Country	"$191,051 "			
http://www.boxofficemojo.com/movies/?id=forricherorpoorer.htm	For Richer or Poorer	"$31,642,995 "	"$1,106,000 "	"$32,748,995 "	
http://www.boxofficemojo.com/movies/?id=forroseanna.htm	For Roseanna	"$123,330 "			
http://www.boxofficemojo.com/movies/?id=forwhomthebelltolls.htm	For Whom the Bell Tolls				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=foryourconsideration.htm	For Your Consideration	"$5,549,923 "	"$375,714 "	"$5,925,637 "	
http://www.boxofficemojo.com/movies/?id=foryoureyesonly.htm	For Your Eyes Only	"$54,812,802 "			
http://www.boxofficemojo.com/movies/?id=forafewbullets.htm	For a Few Bullets	"$30,142 "	n/a	"$30,142 "	
http://www.boxofficemojo.com/movies/?id=forafewdollarsmore.htm	For a Few Dollars More	"$15,000,000 "			
http://www.boxofficemojo.com/movies/?id=foragoodtimecall.htm	"For a Good Time, Call... "	"$1,251,749 "	n/a	"$1,251,749 "	
http://www.boxofficemojo.com/movies/?id=forawoman.htm	For a Woman	"$32,286 "	"$1,200,000 "	"$1,232,286 "	
http://www.boxofficemojo.com/movies/?id=forthebibletellsmeso.htm	For the Bible Tells Me So	"$312,751 "			
http://www.boxofficemojo.com/movies/?id=fortheboys.htm	For the Boys	"$17,860,280 "	"$5,342,164 "	"$23,202,444 "	
http://www.boxofficemojo.com/movies/?id=fortheloveofbenji.htm	For the Love of Benji	"$17,732,000 "			
http://www.boxofficemojo.com/movies/?id=fortheloveofspock.htm	For the Love of Spock	"$80,141 "			
http://www.boxofficemojo.com/movies/?id=forthemoment.htm	For the Moment	"$121,548 "			
http://www.boxofficemojo.com/movies/?id=forbiddenfilms.htm	Forbidden Films				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=forbiddengames1952.htm	Forbidden Games (1952)	"$19,889 "			
http://www.boxofficemojo.com/movies/?id=forbiddenplanet.htm	Forbidden Planet				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=force.htm	Force	n/a	"$4,763,946 "	"$4,763,946 "	
http://www.boxofficemojo.com/movies/?id=force10fromnavarone.htm	Force 10 From Navarone	"$7,230,000 "			
http://www.boxofficemojo.com/movies/?id=forcemajeure.htm	Force Majeure	"$1,359,497 "	n/a	"$1,359,497 "	
http://www.boxofficemojo.com/movies/?id=forcedvengeance.htm	Forced Vengeance	"$6,660,333 "			
http://www.boxofficemojo.com/movies/?id=forcesofnature.htm	Forces of Nature	"$52,888,180 "	"$41,000,000 "	"$93,888,180 "	
http://www.boxofficemojo.com/movies/?id=foreigncorrespondent.htm	Foreign Correspondent				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=forever.htm	Forever	"$23,828 "			
http://www.boxofficemojo.com/movies/?id=forever2015.htm	Forever (2015)	"$1,598 "			
http://www.boxofficemojo.com/movies/?id=foreverstrong.htm	Forever Strong	"$719,556 "			
http://www.boxofficemojo.com/movies/?id=foreveryoung.htm	Forever Young	"$55,956,187 "	"$72,000,000 "	"$127,956,187 "	
http://www.boxofficemojo.com/movies/?id=foreveryoung15.htm	Forever Young (2015)	"$149,761 "	n/a	"$149,761 "	
http://www.boxofficemojo.com/movies/?id=foreverlulu.htm	"Forever, Lulu"	"$36,786 "			
http://www.boxofficemojo.com/movies/?id=forgetbaghdad.htm	Forget Baghdad	"$3,741 "			
http://www.boxofficemojo.com/movies/?id=forgetparis.htm	Forget Paris	"$33,177,694 "			
http://www.boxofficemojo.com/movies/?id=forgettingsarahmarshall.htm	Forgetting Sarah Marshall	"$63,172,463 "	"$42,000,652 "	"$105,173,115 "	
http://www.boxofficemojo.com/movies/?id=forgivemefather.htm	Forgive Me Father	"$582,787 "			
http://www.boxofficemojo.com/movies/?id=forgivenessofblood.htm	Forgiveness of Blood	"$126,700 "	n/a	"$126,700 "	
http://www.boxofficemojo.com/movies/?id=forgivingdrmengele.htm	Forgiving Dr. Mengele	"$10,403 "			
http://www.boxofficemojo.com/movies/?id=forgivingthefranklins.htm	Forgiving the Franklins				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=forgottensilver.htm	Forgotten Silver	"$26,459 "			
http://www.boxofficemojo.com/movies/?id=forksoverknives.htm	Forks Over Knives	"$739,561 "			
http://www.boxofficemojo.com/movies/?id=formosabetrayed.htm	Formosa Betrayed	"$225,341 "	"$100,693 "	"$326,034 "	
http://www.boxofficemojo.com/movies/?id=formula17.htm	Formula 17	"$15,427 "	"$32,831 "	"$48,258 "	
http://www.boxofficemojo.com/movies/?id=formula51.htm	Formula 51	"$5,204,007 "	"$9,235,691 "	"$14,439,698 "	
http://www.boxofficemojo.com/movies/?id=forrestgump.htm	Forrest Gump	"$330,252,182 "	"$347,693,217 "	"$677,945,399 "	
http://www.boxofficemojo.com/movies/?id=forrestgumpimax.htm	Forrest Gump (IMAX)	"$330,252,182 "			
http://www.boxofficemojo.com/movies/?id=forsaken.htm	Forsaken				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=fortapache.htm	Fort Apache				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=fortapachethebronx.htm	"Fort Apache, The Bronx"	"$29,200,000 "			
http://www.boxofficemojo.com/movies/?id=fortcourageous.htm	Fort Courageous				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=fortmccoy.htm	Fort McCoy	"$78,948 "			
http://www.boxofficemojo.com/movies/?id=fortress.htm	Fortress	"$6,739,141 "			
http://www.boxofficemojo.com/movies/?id=fortyguns.htm	Forty Guns				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=40shadesofblue.htm	Forty Shades of Blue	"$75,828 "	"$96,741 "	"$172,569 "	
http://www.boxofficemojo.com/movies/?id=forzadeldestinoatflorence.htm	Forza del Destino at Florence	"$52,577 "			
http://www.boxofficemojo.com/movies/?id=foulplay.htm	Foul Play	"$44,999,621 "			
http://www.boxofficemojo.com/movies/?id=foundmemories.htm	Found Memories	"$10,575 "			
http://www.boxofficemojo.com/movies/?id=fouradventures.htm	Four Adventures of Reinette and Mirabelle (2011 re-release)	"$22,039 "			
http://www.boxofficemojo.com/movies/?id=fourbrothers.htm	Four Brothers	"$74,494,381 "	"$17,880,293 "	"$92,374,674 "	
http://www.boxofficemojo.com/movies/?id=fourchristmases.htm	Four Christmases	"$120,146,040 "	"$43,587,657 "	"$163,733,697 "	
http://www.boxofficemojo.com/movies/?id=4daysinseptember.htm	Four Days in September	"$397,517 "			
http://www.boxofficemojo.com/movies/?id=foureyedmonsters.htm	Four Eyed Monsters	"$3,135 "			
http://www.boxofficemojo.com/movies/?id=fourlanehighway.htm	Four Lane Highway	"$1,393 "			
http://www.boxofficemojo.com/movies/?id=fourlions.htm	Four Lions	"$304,616 "	"$4,353,954 "	"$4,658,570 "	
http://www.boxofficemojo.com/movies/?id=fourrooms.htm	Four Rooms	"$4,257,354 "			
http://www.boxofficemojo.com/movies/?id=fourseasonslodge.htm	Four Seasons Lodge	"$58,334 "			
http://www.boxofficemojo.com/movies/?id=fourweddingsandafuneral.htm	Four Weddings and a Funeral	"$52,700,832 "	"$193,000,000 "	"$245,700,832 "	
http://www.boxofficemojo.com/movies/?id=foxcatcher.htm	Foxcatcher	"$12,096,300 "	n/a	"$12,096,300 "	
http://www.boxofficemojo.com/movies/?id=foxes.htm	Foxes	"$7,470,348 "			
http://www.boxofficemojo.com/movies/?id=foxfire.htm	Foxfire	"$269,300 "			
http://www.boxofficemojo.com/movies/?id=fracture.htm	Fracture	"$39,015,018 "	"$52,339,197 "	"$91,354,215 "	
http://www.boxofficemojo.com/movies/?id=fragile.htm	Fragile	n/a	"$6,680,926 "	"$6,680,926 "	
http://www.boxofficemojo.com/movies/?id=frailty.htm	Frailty	"$13,110,448 "	"$4,312,582 "	"$17,423,030 "	
http://www.boxofficemojo.com/movies/?id=framed.htm	Framed	"$2,122,703 "			
http://www.boxofficemojo.com/movies/?id=frances.htm	Frances				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=francisha.htm	Frances Ha	"$4,069,826 "	n/a	"$4,069,826 "	
http://www.boxofficemojo.com/movies/?id=francofonia.htm	Francofonia	"$307,040 "	n/a	"$307,040 "	
http://www.boxofficemojo.com/movies/?id=frank.htm	Frank	"$645,186 "	n/a	"$645,186 "	
http://www.boxofficemojo.com/movies/?id=frankandjesse.htm	Frank &amp; Jesse	"$50,004 "			
http://www.boxofficemojo.com/movies/?id=sincity2.htm	Frank Miller's Sin City: A Dame to Kill For	"$13,757,804 "	"$25,649,812 "	"$39,407,616 "	
http://www.boxofficemojo.com/movies/?id=frankandlola.htm	Frank and Lola	"$9,188 "			
http://www.boxofficemojo.com/movies/?id=frankenhooker.htm	Frankenhooker	"$205,068 "			
http://www.boxofficemojo.com/movies/?id=frankenstein.htm	Frankenstein				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=frankensteinunbound.htm	Frankenstein Unbound	"$334,748 "			
http://www.boxofficemojo.com/movies/?id=frankenweenie.htm	Frankenweenie	"$35,291,068 "	"$46,200,000 "	"$81,491,068 "	
http://www.boxofficemojo.com/movies/?id=frankiealice.htm	Frankie &amp; Alice	"$706,546 "			
http://www.boxofficemojo.com/movies/?id=frankiealice2014.htm	Frankie &amp; Alice (2014)	"$706,546 "			
http://www.boxofficemojo.com/movies/?id=frankiestarlight.htm	Frankie Starlight	"$103,365 "			
http://www.boxofficemojo.com/movies/?id=frankieandjohnny66.htm	Frankie and Johnny (1966)				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=frankieandjohnny.htm	Frankie and Johnny (1991)	"$22,773,535 "			
http://www.boxofficemojo.com/movies/?id=frankieandjohnnyaremarried.htm	Frankie and Johnny Are Married	"$22,900 "			
http://www.boxofficemojo.com/movies/?id=frantic.htm	Frantic	"$17,637,950 "			
http://www.boxofficemojo.com/movies/?id=frantz.htm	Frantz	"$572,969 "	n/a	"$572,969 "	
http://www.boxofficemojo.com/movies/?id=fraternityrow.htm	Fraternity Row	"$290,674 "			
http://www.boxofficemojo.com/movies/?id=fraternityvacation.htm	Fraternity Vacation	"$3,333,306 "			
http://www.boxofficemojo.com/movies/?id=fratricide.htm	Fratricide	"$5,428 "			
http://www.boxofficemojo.com/movies/?id=fraude.htm	Fraude	"$3,637 "	"$1,112,302 "	"$1,115,939 "	
http://www.boxofficemojo.com/movies/?id=fraulein.htm	Fraulein	"$5,715 "			
http://www.boxofficemojo.com/movies/?id=freaked.htm	Freaked	"$29,296 "			
http://www.boxofficemojo.com/movies/?id=freakonomics.htm	Freakonomics	"$101,270 "	"$16,408 "	"$117,678 "	
http://www.boxofficemojo.com/movies/?id=kitchensink.htm	Freaks of Nature	"$70,958 "			
http://www.boxofficemojo.com/movies/?id=freakyfriday03.htm	Freaky Friday	"$110,230,332 "	"$50,616,000 "	"$160,846,332 "	
http://www.boxofficemojo.com/movies/?id=freakyfriday81.htm	Freaky Friday (Re-issue)	"$25,942,000 "			
http://www.boxofficemojo.com/movies/?id=fredclaus.htm	Fred Claus	"$72,006,777 "	"$25,831,572 "	"$97,838,349 "	
http://www.boxofficemojo.com/movies/?id=freddieasfro7.htm	Freddie as F.R.o.7.	"$1,119,368 "			
http://www.boxofficemojo.com/movies/?id=freddygotfingered.htm	Freddy Got Fingered	"$14,254,993 "	"$78,259 "	"$14,333,252 "	
http://www.boxofficemojo.com/movies/?id=freddyvsjason.htm	Freddy Vs. Jason	"$82,622,655 "	"$32,286,175 "	"$114,908,830 "	
http://www.boxofficemojo.com/movies/?id=freddysdeadfinalnightmare.htm	Freddy's Dead: The Final Nightmare	"$34,872,033 "			
http://www.boxofficemojo.com/movies/?id=freeangela.htm	Free Angela and All Political Prisoners	"$194,102 "			
http://www.boxofficemojo.com/movies/?id=turkeys.htm	Free Birds	"$55,750,480 "	"$54,636,592 "	"$110,387,072 "	
http://www.boxofficemojo.com/movies/?id=freeenterprise.htm	Free Enterprise	"$30,229 "			
http://www.boxofficemojo.com/movies/?id=freefire.htm	Free Fire				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=freemen.htm	Free Men	"$53,810 "	"$564,293 "	"$618,103 "	
http://www.boxofficemojo.com/movies/?id=freeradicals.htm	Free Radicals	"$1,443 "			
http://www.boxofficemojo.com/movies/?id=freeradicals12.htm	Free Radicals: A History of Experimental Film	"$3,804 "			
http://www.boxofficemojo.com/movies/?id=freestateofjones.htm	Free State of Jones	"$20,810,036 "	"$4,225,914 "	"$25,035,950 "	
http://www.boxofficemojo.com/movies/?id=freesty09.htm	Free Style	"$141,108 "	"$575,247 "	"$716,355 "	
http://www.boxofficemojo.com/movies/?id=freewilly.htm	Free Willy	"$77,698,625 "	"$76,000,000 "	"$153,698,625 "	
http://www.boxofficemojo.com/movies/?id=freewilly2.htm	Free Willy 2: The Adventure Home	"$30,077,111 "			
http://www.boxofficemojo.com/movies/?id=freewilly3.htm	Free Willy 3: The Rescue	"$3,446,539 "			
http://www.boxofficemojo.com/movies/?id=freezone.htm	Free Zone	"$32,381 "	"$378,011 "	"$410,392 "	
http://www.boxofficemojo.com/movies/?id=freethemind.htm	Free the Mind	"$157,201 "			
http://www.boxofficemojo.com/movies/?id=freethenipple.htm	Free the Nipple	"$4,198 "			
http://www.boxofficemojo.com/movies/?id=freedomwriters.htm	Freedom Writers	"$36,605,602 "	"$6,485,139 "	"$43,090,741 "	
http://www.boxofficemojo.com/movies/?id=freedomonmymind.htm	Freedom on My Mind	"$71,176 "			
http://www.boxofficemojo.com/movies/?id=freedomland.htm	Freedomland	"$12,512,886 "	"$2,142,742 "	"$14,655,628 "	
http://www.boxofficemojo.com/movies/?id=freeheld.htm	Freeheld	"$573,335 "	n/a	"$573,335 "	
http://www.boxofficemojo.com/movies/?id=freejack.htm	Freejack	"$17,129,026 "			
http://www.boxofficemojo.com/movies/?id=freeriders.htm	Freeriders	"$2,750,064 "			
http://www.boxofficemojo.com/movies/?id=freetown.htm	Freetown	"$401,328 "			
http://www.boxofficemojo.com/movies/?id=freeway.htm	Freeway	"$295,493 "			
http://www.boxofficemojo.com/movies/?id=freezeframe.htm	Freeze Frame	"$1,100 "			
http://www.boxofficemojo.com/movies/?id=frenchgigolo.htm	French Gigolo (Cliente)	"$3,021 "	"$6,003,708 "	"$6,006,729 "	
http://www.boxofficemojo.com/movies/?id=frenchkiss.htm	French Kiss	"$38,896,854 "	"$63,086,000 "	"$101,982,854 "	
http://www.boxofficemojo.com/movies/?id=frenchtwist.htm	French Twist	"$1,026,646 "			
http://www.boxofficemojo.com/movies/?id=frenzy.htm	Frenzy				No Total Lifetime Gross Information
http://www.boxofficemojo.com/movies/?id=frequency.htm	Frequency	"$45,010,278 "	"$23,095,967 "	"$68,106,245 "	
http://www.boxofficemojo.com/movies/?id=frequentlyaskedquestionsabouttimetravel.htm	Frequently Asked Questions About Time Travel	n/a	"$23,820 "	"$23,820 "	
