,Domestic,Foreign,Total Lifetime Gross,Worldwide,Link,Name
249,"$10,152",,,,http://www.boxofficemojo.com/movies/?id=abirdoftheair.htm,A Bird of the Air
250,"$48,713",,,,http://www.boxofficemojo.com/movies/?id=birdersguide.htm,A Birder's Guide to Everything
251,"$18,089",,,,http://www.boxofficemojo.com/movies/?id=abitofbadluck.htm,A Bit of Bad Luck
252,$518,"$587,423",,"$587,941",http://www.boxofficemojo.com/movies/?id=bloodyaria.htm,A Bloody Aria
253,"$281,540",n/a,,"$281,540",http://www.boxofficemojo.com/movies/?id=aborrowedidentity.htm,A Borrowed Identity
254,"$5,872","$305,966",,"$311,838",http://www.boxofficemojo.com/movies/?id=abottleinthegazasea.htm,A Bottle in the Gaza Sea
255,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=abraveheartthelizzievelasquezstory.htm,A Brave Heart: The Lizzie Velasquez Story
256,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=breedapart.htm,A Breed Apart
257,"$50,750,000",,,,http://www.boxofficemojo.com/movies/?id=bridgetoofar.htm,A Bridge Too Far
258,"$2,279,692",,,,http://www.boxofficemojo.com/movies/?id=briefhistoryoftime.htm,A Brief History of Time
259,"$171,793",n/a,,"$171,793",http://www.boxofficemojo.com/movies/?id=abrilliantyoungmind.htm,A Brilliant Young Mind
260,"$17,287,898",,,,http://www.boxofficemojo.com/movies/?id=bronxtale.htm,A Bronx Tale
261,"$52,632",,,,http://www.boxofficemojo.com/movies/?id=brotherskiss.htm,A Brother's Kiss
262,"$162,798,565","$200,460,294",,"$363,258,859",http://www.boxofficemojo.com/movies/?id=bugslife.htm,A Bug's Life
263,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=bulletforjoey.htm,A Bullet for Joey
264,"$7,556",,,,http://www.boxofficemojo.com/movies/?id=businessaffair.htm,A Business Affair
265,"$4,187",,,,http://www.boxofficemojo.com/movies/?id=acaseofyou.htm,A Case of You
266,"$309,973",,,,http://www.boxofficemojo.com/movies/?id=acatinparis.htm,A Cat in Paris
267,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=changeofseasons.htm,A Change of Seasons
268,"$686,704",,,,http://www.boxofficemojo.com/movies/?id=achefinlove.htm,A Chef in Love
269,"$14,202,899",,,,http://www.boxofficemojo.com/movies/?id=chorusline.htm,A Chorus Line
270,"$216,373",,,,http://www.boxofficemojo.com/movies/?id=chorusofdisapproval.htm,A Chorus of Disapproval
271,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=christmascarol38.htm,A Christmas Carol (1938)
272,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=christmascarol.htm,A Christmas Carol (1951)
273,"$137,855,863","$187,430,783",,"$325,286,646",http://www.boxofficemojo.com/movies/?id=christmascarol09.htm,A Christmas Carol (2009)
274,"$20,605,209",,,,http://www.boxofficemojo.com/movies/?id=christmasstory.htm,A Christmas Story
275,"$20,605,209",,,,http://www.boxofficemojo.com/movies/?id=christmasstory84.htm,A Christmas Story (Re-issue)
276,"$1,060,922","$6,295,471",,"$7,356,393",http://www.boxofficemojo.com/movies/?id=christmastale.htm,A Christmas Tale
277,"$51,438,175","$18,629,734",,"$70,067,909",http://www.boxofficemojo.com/movies/?id=cinderellastory.htm,A Cinderella Story
278,"$56,709,981",,,,http://www.boxofficemojo.com/movies/?id=civilaction.htm,A Civil Action
279,"$26,589,355",,,,http://www.boxofficemojo.com/movies/?id=clockworkorange.htm,A Clockwork Orange
280,"$150,275","$2,600,000",,"$2,750,275",http://www.boxofficemojo.com/movies/?id=acoffeeinberlin.htm,A Coffee in Berlin
281,"$4,390",,,,http://www.boxofficemojo.com/movies/?id=cooldryplace.htm,"A Cool, Dry Place"
282,"$6,908,797",,,,http://www.boxofficemojo.com/movies/?id=cryinthedark.htm,A Cry in the Dark
283,"$1,494,969",,,,http://www.boxofficemojo.com/movies/?id=cryinthewild.htm,A Cry in the Wild
284,"$3,212",,,,http://www.boxofficemojo.com/movies/?id=cubanlegend.htm,A Cuban Legend
285,"$8,106,986","$18,217,286",,"$26,324,272",http://www.boxofficemojo.com/movies/?id=acureforwellness.htm,A Cure for Wellness
286,"$5,704,709","$21,757,332",,"$27,462,041",http://www.boxofficemojo.com/movies/?id=dangerousmethod.htm,A Dangerous Method
287,"$1,497,222",,,,http://www.boxofficemojo.com/movies/?id=dangerouswoman.htm,A Dangerous Woman
288,"$5,750",,,,http://www.boxofficemojo.com/movies/?id=adarktruth.htm,A Dark Truth
289,"$4,179,890","$5,877,131",,"$10,057,021",http://www.boxofficemojo.com/movies/?id=daywithoutamexican.htm,A Day Without a Mexican
290,"$34,837",,,,http://www.boxofficemojo.com/movies/?id=decadeundertheinfluence.htm,A Decade Under the Influence
291,"$7,925",,,,http://www.boxofficemojo.com/movies/?id=decentfactory.htm,A Decent Factory
292,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=delicatebalance.htm,A Delicate Balance
293,"$1,172",,,,http://www.boxofficemojo.com/movies/?id=adifferentamericandream.htm,A Different American Dream
294,"$1,339,668","$574,498",,"$1,914,166",http://www.boxofficemojo.com/movies/?id=dirtyshame.htm,A Dirty Shame
295,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=dogyear.htm,A Dog Year
296,"$2,165,637",,,,http://www.boxofficemojo.com/movies/?id=dogofflanders.htm,A Dog of Flanders
297,"$64,049,720","$117,200,000",,"$181,249,720",http://www.boxofficemojo.com/movies/?id=adogspurpose.htm,A Dog's Purpose
298,"$3,766,879",,,,http://www.boxofficemojo.com/movies/?id=drywhiteseason.htm,A Dry White Season
299,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=faceinthecrowd.htm,A Face in the Crowd
300,"$50,075",,,,http://www.boxofficemojo.com/movies/?id=familyaffair.htm,A Family Affair
301,"$10,125,417",,,,http://www.boxofficemojo.com/movies/?id=familything.htm,A Family Thing
302,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=fantasticfear.htm,A Fantastic Fear of Everything
303,"$12,890,752",,,,http://www.boxofficemojo.com/movies/?id=faroffplace.htm,A Far Off Place
304,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=farewelltoarms.htm,A Farewell to Arms
305,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=farewelltofools.htm,A Farewell to Fools
306,"$141,340,178","$101,900,000",,"$243,240,178",http://www.boxofficemojo.com/movies/?id=fewgoodmen.htm,A Few Good Men
307,"$32,846",,,,http://www.boxofficemojo.com/movies/?id=fieldinengland.htm,A Field in England
308,"$29,817",,,,http://www.boxofficemojo.com/movies/?id=fiercegreenfire.htm,A Fierce Green Fire
309,"$320,486",,,,http://www.boxofficemojo.com/movies/?id=afilmunfinished.htm,A Film Unfinished
310,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=finemadness.htm,A Fine Madness
311,"$6,029,824",,,,http://www.boxofficemojo.com/movies/?id=finemess.htm,A Fine Mess
312,"$16,497",,,,http://www.boxofficemojo.com/movies/?id=fineromance.htm,A Fine Romance
313,"$62,493,712",,,,http://www.boxofficemojo.com/movies/?id=fishcalledwanda.htm,A Fish Called Wanda
314,"$26,799",,,,http://www.boxofficemojo.com/movies/?id=fishwithoutabicycle.htm,A Fish Without a Bicycle
315,"$14,500,000",,,,http://www.boxofficemojo.com/movies/?id=fistfulofdollars.htm,A Fistful of Dollars
316,"$306,917","$2,198,866",,"$2,505,783",http://www.boxofficemojo.com/movies/?id=fivestarlife.htm,A Five Star Life
317,"$30,148","$6,517,493",,"$6,547,641",http://www.boxofficemojo.com/movies/?id=fondkiss.htm,A Fond Kiss
318,"$8,212",,,,http://www.boxofficemojo.com/movies/?id=afool.htm,A Fool (Yi ge shao zi)
319,"$28,909",,,,http://www.boxofficemojo.com/movies/?id=foreignaffair.htm,A Foreign Affair
320,"$72,568",$877,,"$73,445",http://www.boxofficemojo.com/movies/?id=fourletterword.htm,A Four Letter Word
321,"$3,744",,,,http://www.boxofficemojo.com/movies/?id=girlcalledrosemarie.htm,A Girl Called Rosemarie
322,"$409,658","$8,078,879",,"$8,488,537",http://www.boxofficemojo.com/movies/?id=girlcutintwo.htm,A Girl Cut in Two
323,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=agirllikegrace.htm,A Girl Like Grace
324,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=agirllikeme.htm,A Girl Like Her
325,"$491,910",n/a,,"$491,910",http://www.boxofficemojo.com/movies/?id=girlwalkshomealone.htm,A Girl Walks Home Alone at Night
326,"$3,018",,,,http://www.boxofficemojo.com/movies/?id=girlgun.htm,A Girl and a Gun
327,"$45,350",n/a,,"$45,350",http://www.boxofficemojo.com/movies/?id=charlesswan3.htm,A Glimpse Inside the Mind of Charles Swan III
328,"$8,629",,,,http://www.boxofficemojo.com/movies/?id=gooddaytobeblackandsexy.htm,A Good Day to Be Black and Sexy
329,$573,,,,http://www.boxofficemojo.com/movies/?id=agooddaytodie.htm,A Good Day to Die
330,"$67,349,198","$237,304,984",,"$304,654,182",http://www.boxofficemojo.com/movies/?id=diehard5.htm,A Good Day to Die Hard
331,"$2,308,390",,,,http://www.boxofficemojo.com/movies/?id=agoodmaninafrica.htm,A Good Man in Africa
332,"$200,227",n/a,,"$200,227",http://www.boxofficemojo.com/movies/?id=goodorgy.htm,A Good Old Fashioned Orgy
333,"$238,609","$6,639,233",,"$6,877,842",http://www.boxofficemojo.com/movies/?id=goodwoman.htm,A Good Woman
334,"$7,459,300","$34,604,805",,"$42,064,105",http://www.boxofficemojo.com/movies/?id=goodyear.htm,A Good Year
335,"$35,348,597",,,,http://www.boxofficemojo.com/movies/?id=goofymovie.htm,A Goofy Movie
336,"$527,034",,,,http://www.boxofficemojo.com/movies/?id=greatdayinharlem.htm,A Great Day in Harlem
337,"$12,901",,,,http://www.boxofficemojo.com/movies/?id=greenstory.htm,A Green Story
338,"$517,809","$1,517,659",,"$2,035,468",http://www.boxofficemojo.com/movies/?id=guidetorecognizingyoursaints.htm,A Guide to Recognizing Your Saints
339,"$15,545,431","$1,886,732",,"$17,432,163",http://www.boxofficemojo.com/movies/?id=guything.htm,A Guy Thing
340,"$1,560,700",,,,http://www.boxofficemojo.com/movies/?id=handfulofdust.htm,A Handful of Dust
341,"$19,004",,,,http://www.boxofficemojo.com/movies/?id=ahardday.htm,A Hard Day
342,"$515,005",,,,http://www.boxofficemojo.com/movies/?id=harddaysnight14.htm,A Hard Day's Night (2014 re-release)
343,"$965,351","$699,266",,"$1,664,617",http://www.boxofficemojo.com/movies/?id=harddaysnight00.htm,A Hard Day's Night (Re-issue)
344,"$40,041,683","$20,100,000",,"$60,141,683",http://www.boxofficemojo.com/movies/?id=hauntedhouse.htm,A Haunted House
345,"$17,329,486","$6,630,000",,"$23,959,486",http://www.boxofficemojo.com/movies/?id=hauntedhouse2.htm,A Haunted House 2
346,"$414,437",n/a,,"$414,437",http://www.boxofficemojo.com/movies/?id=ahijacking.htm,A Hijacking
347,"$31,504,633","$29,236,194",,"$60,740,827",http://www.boxofficemojo.com/movies/?id=historyofviolence.htm,A History of Violence
348,"$3,784",,,,http://www.boxofficemojo.com/movies/?id=holeinmyheart.htm,A Hole in My Heart
349,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=holeinone.htm,A Hole in One
350,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=holeinthehead.htm,A Hole in the Head
351,"$4,212,494",n/a,,"$4,212,494",http://www.boxofficemojo.com/movies/?id=ahologramfortheking.htm,A Hologram for the King
352,"$1,029,872","$519,083",,"$1,548,955",http://www.boxofficemojo.com/movies/?id=homeattheendoftheworld.htm,A Home at the End of the World
353,"$1,677,807",,,,http://www.boxofficemojo.com/movies/?id=homeofourown.htm,A Home of Our Own
354,$984,,,,http://www.boxofficemojo.com/movies/?id=houseonahill.htm,A House on a Hill
355,"$105,651",,,,http://www.boxofficemojo.com/movies/?id=jihadforlove.htm,A Jihad for Love
356,"$127,381",n/a,,"$127,381",http://www.boxofficemojo.com/movies/?id=ajourneythroughtimewithanthony.htm,A Journey Through Time with Anthony
357,"$13,406,717",,,,http://www.boxofficemojo.com/movies/?id=kidinkingarthurscourt.htm,A Kid in King Arthur's Court
358,"$35,000",,,,http://www.boxofficemojo.com/movies/?id=killingaffair.htm,A Killing Affair
359,"$2,915",,,,http://www.boxofficemojo.com/movies/?id=akindofmurder.htm,A Kind of Murder
360,"$15,429,177",,,,http://www.boxofficemojo.com/movies/?id=kissbeforedying.htm,A Kiss Before Dying
361,"$56,569,702","$60,917,771",,"$117,487,473",http://www.boxofficemojo.com/movies/?id=aknightstale.htm,A Knight's Tale
362,"$101,531",,,,http://www.boxofficemojo.com/movies/?id=beyondthebrick.htm,A LEGO Brickumentary
363,"$3,629,842",,,,http://www.boxofficemojo.com/movies/?id=alamala.htm,A La Mala
364,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=ladytakesachance.htm,A Lady Takes a Chance
365,"$1,562,546",n/a,,"$1,562,546",http://www.boxofficemojo.com/movies/?id=alatequartet.htm,A Late Quartet
366,"$5,202",,,,http://www.boxofficemojo.com/movies/?id=lawyerwalksintoabar.htm,A Lawyer Walks Into a Bar...
367,"$18,807",n/a,,"$18,807",http://www.boxofficemojo.com/movies/?id=leagueofordinarygentlemen.htm,A League of Ordinary Gentlemen
368,"$107,533,928","$24,906,141",,"$132,440,069",http://www.boxofficemojo.com/movies/?id=leagueoftheirown.htm,A League of Their Own
369,"$71,712","$6,677,000",,"$6,748,712",http://www.boxofficemojo.com/movies/?id=lettertomomo.htm,A Letter to Momo
370,"$15,635",n/a,,"$15,635",http://www.boxofficemojo.com/movies/?id=lettertotrue.htm,A Letter to True
371,"$4,366,722",,,,http://www.boxofficemojo.com/movies/?id=lifelessordinary.htm,A Life Less Ordinary
372,"$15,375","$1,281,562",,"$1,296,937",http://www.boxofficemojo.com/movies/?id=littlebitofheaven.htm,A Little Bit of Heaven
373,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=littlebitofsoul.htm,A Little Bit of Soul
374,"$558,173","$9,526,450",,"$10,084,623",http://www.boxofficemojo.com/movies/?id=alittlechaos.htm,A Little Chaos
375,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=littlegame.htm,A Little Game
376,"$96,868",,,,http://www.boxofficemojo.com/movies/?id=alittlehelp.htm,A Little Help
377,"$10,015,449",,,,http://www.boxofficemojo.com/movies/?id=littleprincess.htm,A Little Princess
378,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=littleromance.htm,A Little Romance
379,"$2,370,376",,,,http://www.boxofficemojo.com/movies/?id=littlesex.htm,A Little Sex
380,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=alonelyhero.htm,A Lonely Hero
381,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=lonelyplacefordying.htm,A Lonely Place for Dying
382,"$13,347","$7,163,000",,"$7,176,347",http://www.boxofficemojo.com/movies/?id=alongwaydown.htm,A Long Way Down
383,"$30,104",,,,http://www.boxofficemojo.com/movies/?id=alongwayoff.htm,A Long Way Off
384,"$21,845,719","$21,041,000",,"$42,886,719",http://www.boxofficemojo.com/movies/?id=lotlikelove.htm,A Lot Like Love
385,"$164,308","$1,676,952",,"$1,841,260",http://www.boxofficemojo.com/movies/?id=lovesongforbobbylong.htm,A Love Song for Bobby Long
386,"$29,392,418",,,,http://www.boxofficemojo.com/movies/?id=lowdowndirtyshame.htm,A Low Down Dirty Shame
387,"$26,736,098","$17,614,828",,"$44,350,926",http://www.boxofficemojo.com/movies/?id=manapart.htm,A Man Apart
388,"$3,479,315",n/a,,"$3,479,315",http://www.boxofficemojo.com/movies/?id=amancalledove.htm,A Man Called Ove
389,"$92,706",,,,http://www.boxofficemojo.com/movies/?id=mancalledsarge.htm,A Man Called Sarge
390,"$949,451",,,,http://www.boxofficemojo.com/movies/?id=maninlove.htm,A Man In Love
391,"$208,392",,,,http://www.boxofficemojo.com/movies/?id=mannamedpearl.htm,A Man Named Pearl
392,"$4,829",,,,http://www.boxofficemojo.com/movies/?id=amanvanishes2012.htm,A Man Vanishes (2012 re-release)
393,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=manforallseasons.htm,A Man for All Seasons
394,"$920,916",,,,http://www.boxofficemojo.com/movies/?id=amanofnoimportance.htm,A Man of No Importance
395,"$683,353",,,,http://www.boxofficemojo.com/movies/?id=amanawomanandabank.htm,"A Man, a Woman and a Bank"
396,"$544,965",n/a,,"$544,965",http://www.boxofficemojo.com/movies/?id=mapoftheworld.htm,A Map of the World
397,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=amarriedwoman2015.htm,A Married Woman (Une Femme Mariee) [2015 re-release]
398,"$46,874",,,,http://www.boxofficemojo.com/movies/?id=amasterbuilder.htm,A Master Builder
399,"$680,113",,,,http://www.boxofficemojo.com/movies/?id=matteroffaith.htm,A Matter of Faith
400,"$10,720",,,,http://www.boxofficemojo.com/movies/?id=matteroftaste.htm,A Matter of Taste
401,"$44,263",n/a,,"$44,263",http://www.boxofficemojo.com/movies/?id=amelodytoremember.htm,A Melody to Remember
402,"$1,526,697",,,,http://www.boxofficemojo.com/movies/?id=midnightclear.htm,A Midnight Clear
403,"$16,071,990",,,,http://www.boxofficemojo.com/movies/?id=midsummernightsdream.htm,A Midsummer Night's Dream
404,"$9,077,269",,,,http://www.boxofficemojo.com/movies/?id=midsummernightssexcomedy.htm,A Midsummer Night's Sex Comedy
405,"$469,571",,,,http://www.boxofficemojo.com/movies/?id=midwinterstale.htm,A Midwinter's Tale
406,"$9,176,787","$9,758,870",,"$18,935,657",http://www.boxofficemojo.com/movies/?id=mightyheart.htm,A Mighty Heart
407,"$17,781,006","$969,240",,"$18,750,246",http://www.boxofficemojo.com/movies/?id=mightywind.htm,A Mighty Wind
408,"$43,139,300","$44,050,456",,"$87,189,756",http://www.boxofficemojo.com/movies/?id=millionwaystodie.htm,A Million Ways to Die in the West
409,"$1,220,842",,,,http://www.boxofficemojo.com/movies/?id=milliontojuan.htm,A Million to Juan
410,,,No Total Lifetime Gross Information,,http://www.boxofficemojo.com/movies/?id=miracleharlem.htm,A Miracle in Spanish Harlem
411,"$14,286",,,,http://www.boxofficemojo.com/movies/?id=modernaffair.htm,A Modern Affair
412,"$3,740,823","$39,681,552",,"$43,422,375",http://www.boxofficemojo.com/movies/?id=amonstercalls.htm,A Monster Calls
413,"$24,852",n/a,,"$24,852",http://www.boxofficemojo.com/movies/?id=monsterthousandheads.htm,A Monster with a Thousand Heads
414,"$2,101,087",,,,http://www.boxofficemojo.com/movies/?id=monthbythelake.htm,A Month by the Lake
415,"$5,749,134","$6,257,936",,"$12,007,070",http://www.boxofficemojo.com/movies/?id=amostviolentyear.htm,A Most Violent Year
416,"$17,237,855","$18,995,662",,"$36,233,517",http://www.boxofficemojo.com/movies/?id=amostwantedman.htm,A Most Wanted Man
417,"$1,916",,,,http://www.boxofficemojo.com/movies/?id=amotherscourage.htm,A Mother's Courage: Talking Back to Autism
418,$737,,,,http://www.boxofficemojo.com/movies/?id=newdayinoldsanaa.htm,A New Day in Old Sana'a
419,"$7,721,852",,,,http://www.boxofficemojo.com/movies/?id=newlife.htm,A New Life
420,"$30,331,165",,,,http://www.boxofficemojo.com/movies/?id=nightattheroxbury.htm,A Night at the Roxbury
421,"$5,563,663",,,,http://www.boxofficemojo.com/movies/?id=nightinheaven.htm,A Night in Heaven
422,"$25,504,513",,,,http://www.boxofficemojo.com/movies/?id=elmst.htm,A Nightmare on Elm Street
423,"$63,075,011","$52,589,026",,"$115,664,037",http://www.boxofficemojo.com/movies/?id=nightmareonelmstreet10.htm,A Nightmare on Elm Street (2010)
424,"$29,999,213",,,,http://www.boxofficemojo.com/movies/?id=elmst2.htm,A Nightmare on Elm Street 2: Freddy's Revenge
425,"$44,793,222",,,,http://www.boxofficemojo.com/movies/?id=elmst3.htm,A Nightmare on Elm Street 3: Dream Warriors
426,"$49,369,899",,,,http://www.boxofficemojo.com/movies/?id=elmst4.htm,A Nightmare on Elm Street 4: The Dream Master
427,"$22,168,359",,,,http://www.boxofficemojo.com/movies/?id=elmst5.htm,A Nightmare on Elm Street 5: The Dream Child
