key_bom,key_wiki,key_omdb,wiki_budget,wiki_gross,bom_budget,bom_domestic_gross,title,year,budget,gross
b13360,w16498,o9030,44.0,155800000.0,44000000.0,54117416.0,the hateful eight,2015,44.0,155800000.0
b13361,w16521,,90000000.0,182300000.0,90000000.0,75847266.0,the haunted mansion ,2003,90000000.0,182300000.0
b13375,w16771,,43000000.0,229900000.0,43000000.0,159582188.0,the heat ,2013,43000000.0,229900000.0
b13377,w16823,o9813,1.3,82157.0,2000000.0,82157.0,the hebrew hammer,2003,1.3,82157.0
b13382,w16976,,25000000.0,216600000.0,25000000.0,169708112.0,the help ,2011,25000000.0,216600000.0
b13392,w17375,,15000000.0,69600000.0,15000000.0,41778863.0,the hills have eyes (2006 film),2006,15000000.0,69600000.0
b13393,w17376,o3976,15000000.0,37400000.0,15000000.0,20804166.0,the hills have eyes 2,2007,15000000.0,37400000.0
b13408,w17557,o20553,25000000.0,11772461.0,25000000.0,7164995.0,the hoax,2006,25000000.0,11772461.0
b13413,w17636,o20554,85.0,205.1,85000000.0,63224849.0,the holiday,2006,85.0,205.1
b13425,w17836,,25000000.0,13200000.0,25000000.0,12843849.0,the honeymooners ,2005,25000000.0,13200000.0
b13433,w17977,,40000000.0,63300000.0,40000000.0,26627201.0,the host (2013 film),2013,40000000.0,63300000.0
b13439,w18087,,25000000.0,108800000.0,25000000.0,41675994.0,the hours ,2002,25000000.0,108800000.0
b13441,w18100,o16784,25000000.0,70400000.0,25000000.0,48237389.0,the house bunny,2008,25000000.0,70400000.0
b13446,w18176,o6514,1500000.0,626057.0,1500000.0,626057.0,the house of yes,1997,1500000.0,626057.0
b13454,w18316,o2372,25000000.0,2800000.0,40000000.0,2816518.0,the hudsucker proxy,1994,25000000.0,2800000.0
b13464,w18371,,22000000.0,88900000.0,22000000.0,54240821.0,the hundred-foot journey ,2014,22000000.0,88900000.0
b13466,w18374,,78000000.0,694400000.0,78000000.0,408010692.0,the hunger games ,2012,78000000.0,694400000.0
b13467,w18375,o1243,130140000000.0,865000000.0,130000000.0,424668047.0,the hunger games: catching fire,2013,130140000000.0,865000000.0
b13468,w18376,o10132,125000000.0,755400000.0,125000000.0,337135885.0,the hunger games: mockingjay Ã¢ÂÂ part 1,2014,125000000.0,755400000.0
b13469,w18377,o9032,160000000.0,653400000.0,160000000.0,281723902.0,the hunger games: mockingjay Ã¢ÂÂ part 2,2015,160000000.0,653400000.0
b13471,w18392,,30000000.0,200500000.0,30000000.0,122012643.0,the hunt for red october ,1990,30000000.0,200500000.0
b13479,w18416,o5491,115000000.0,165000000.0,115000000.0,48390190.0,the huntsman: winter's war,2016,115000000.0,165000000.0
b13481,w18439,o16787,15000000.0,49200000.0,15000000.0,17017811.0,the hurt locker,2008,15000000.0,49200000.0
b13494,w18912,,16500000.0,87892388.0,16500000.0,39868642.0,the illusionist (2006 film),2006,16500000.0,87892388.0
b13511,w19191,o1244,34000000.0,27400000.0,30000000.0,22537881.0,the incredible burt wonderstone,2013,34000000.0,27400000.0
b13512,w19193,,150000000.0,263400000.0,150000000.0,134806913.0,the incredible hulk ,2008,150000000.0,263400000.0
b13514,w19202,o22165,92.0,633.0,92000000.0,261441092.0,the incredibles,2004,92.0,633.0
b13522,w19265,o18928,22000000.0,41771168.0,22000000.0,33316821.0,the informant!,2009,22000000.0,41771168.0
b13535,w19352,,68000000.0,60200000.0,90000000.0,29089912.0,the insider ,1999,68000000.0,60200000.0
b13539,w19398,,50000000.0,60161391.0,50000000.0,25450527.0,the international (2009 film),2009,50000000.0,60161391.0
b13541,w19403,o1247,58000000.0,93500000.0,58000000.0,44672764.0,the internship,2013,58000000.0,93500000.0
b13549,w19468,,65.0,40200000.0,80000000.0,15074191.0,the invasion ,2007,65.0,40200000.0
b13550,w19471,o18929,18500000.0,32700000.000000004,18500000.0,18451251.0,the invention of lying,2009,18500000.0,32700000.000000004
b13558,w19548,o2173,7080000000.0,31300000.0,70000000.0,23159305.0,the iron giant,1999,7080000000.0,31300000.0
b13565,w19595,,22000000.0,15716828.0,22000000.0,15716828.0,the island (1980 film),1980,22000000.0,15716828.0
b13567,w19606,,40000000.0,49627779.0,40000000.0,27663982.0,the island of dr. moreau (1996 film),1996,40000000.0,49627779.0
b13571,w19762,,60000000.0,176100000.0,60000000.0,106128601.0,the italian job (2003 film),2003,60000000.0,176100000.0
b13595,w20372,,175000000.0,966600000.0,175000000.0,364001123.0,the jungle book (2016 film),2016,175000000.0,966600000.0
b13598,w20373,o9815,20000000.0,135703599.0,20000000.0,47901582.0,the jungle book 2,2003,20000000.0,135703599.0
b13609,w20715,,4000000.0,34700000.0,4000000.0,20811365.0,the kids are all right ,2010,4000000.0,34700000.0
b13612,w20771,,13000000.0,3977192.0,13000000.0,217277.0,the killer inside me (2010 film),2010,13000000.0,3977192.0
b13621,w20846,,25000000.0,12000000.0,25000000.0,11993021.0,the king and i (1999 film),1999,25000000.0,12000000.0
b13630,w20938,,70000000.0,86500000.0,70000000.0,47536778.0,the kingdom ,2007,70000000.0,86500000.0
b13640,w21866,o5288,80000000.0,305200000.0,80000000.0,173939726.0,the lego batman movie,2017,80000000.0,305200000.0
b13641,w21872,o10140,60000000.0,469200000.0,60000000.0,257760692.0,the lego movie,2014,60000000.0,469200000.0
b13651,w21314,,35000000.0,76700000.0,35000000.0,39799191.0,the ladykillers (2004 film),2004,35000000.0,76700000.0
b13653,w21324,,40000000.0,115000000.0,40000000.0,52330111.0,the lake house ,2006,40000000.0,115000000.0
b13659,w21428,o8190,150000000.0,319700000.0,150000000.0,131772187.0,the last airbender,2010,150000000.0,319700000.0
b13665,w21442,o20141,72000000.0,27600000.0,72000000.0,18244060.0,the last castle,2001,72000000.0,27600000.0
b13677,w21481,o8191,1800000.0,67700000.0,1800000.0,41034350.0,the last exorcism,2010,1800000.0,67700000.0
b13678,w21480,o1253,5000000.0,15100000.0,5000000.0,15179302.0,the last exorcism part ii,2013,5000000.0,15100000.0
b13688,w21511,,6000000.0,48400000.0,6000000.0,17606684.0,the last king of scotland ,2006,6000000.0,48400000.0
b13705,w21587,o9817,140000000.0,456800000.0,140000000.0,111127263.0,the last samurai,2003,140000000.0,456800000.0
b13711,w21592,,20000000.0,89000000.0,20000000.0,62950384.0,the last song ,2010,20000000.0,89000000.0
b13712,w21596,,45000000.0,48300000.0,45000000.0,12050299.0,the last stand (2013 film),2013,45000000.0,48300000.0
b13717,w21607,o6516,4000000.0,46362.0,4000000.0,46362.0,the last time i committed suicide,1997,4000000.0,46362.0
b13726,w21630,o9034,90000000.0,146900000.0,90000000.0,27367660.0,the last witch hunter,2015,90000000.0,146900000.0
b13732,w21553,,40000000.0,75500000.0,40000000.0,75505856.0,the last of the mohicans (1992 film),1992,40000000.0,75500000.0
b13737,w21729,,10000000.0,32100816.0,10000000.0,32100816.0,the lawnmower man ,1992,10000000.0,32100816.0
b13739,w21742,,3300000.0,38400000.0,3300000.0,25801047.0,the lazarus effect (2015 film),2015,3300000.0,38400000.0
b13741,w21758,,78.0,179.3,78000000.0,66465204.0,the league of extraordinary gentlemen ,2003,78.0,179.3
b13746,w21815,o10726,80000000.0,39500000.0,80000000.0,30919168.0,the legend of bagger vance,2000,80000000.0,39500000.0
b13750,w21824,o10139,70000000.0,61300000.0,70000000.0,18848538.0,the legend of hercules,2014,70000000.0,61300000.0
b13755,w21837,,180000000.0,356700000.0,180000000.0,126643061.0,the legend of tarzan ,2016,180000000.0,356700000.0
b13756,w21849,o18455,75000000.0,142400000.0,75000000.0,46464023.0,the legend of zorro,2005,75000000.0,142400000.0
b13766,w22085,o22167,50000000.0,34800000.0,50000000.0,24020403.0,the life aquatic with steve zissou,2004,50000000.0,34800000.0
b13767,w22089,o3984,13000000.0,7248490.0,13000000.0,303439.0,the life before her eyes,2007,13000000.0,7248490.0
b13770,w22120,o9818,38000000.0,38955598.0,38000000.0,19955598.0,the life of david gale,2003,38000000.0,38955598.0
b13773,w22176,,20000000.0,24400000.0,20000000.0,12545979.0,the light between oceans ,2016,20000000.0,24400000.0
b13775,w22266,o2177,10000000.0,3204663.0,10000000.0,3204663.0,the limey,1999,10000000.0,3204663.0
b13777,w22273,,40000000.0,87100000.0,40000000.0,58009200.0,the lincoln lawyer ,2011,40000000.0,87100000.0
b13806,w22595,o9819,17000000.0,55500000.0,17000000.0,42734455.0,the lizzie mcguire movie,2003,17000000.0,55500000.0
b13812,w22664,,225000000.0,260500000.0,215000000.0,89302115.0,the lone ranger (2013 film),2013,225000000.0,260500000.0
b13821,w22746,o5217,65000000.0,89500000.0,65000000.0,33447612.0,the long kiss goodnight,1996,65000000.0,89500000.0
b13828,w22780,,34000000.0,64944815.0,34000000.0,37446117.0,the longest ride ,2015,34000000.0,64944815.0
b13829,w22782,,82000000.0,190300000.0,82000000.0,158119460.0,the longest yard (2005 film),2005,82000000.0,190300000.0
b13839,w22847,o20143,93.0,871.5,93000000.0,313364114.0,the lord of the rings: the fellowship of the ring,yes,93.0,871.5
b13841,w22848,o9820,94.0,1.12,94000000.0,377027325.0,the lord of the rings: the return of the king,2003,94.0,1.12
b13843,w22849,o16383,94000000.0,926000000.0,94000000.0,339789881.0,the lord of the rings: the two towers,yes,94000000.0,926000000.0
b13848,w22869,,25.0,29.9,25000000.0,23591432.0,the losers ,2010,25.0,29.9
b13857,w22961,o6517,73000000.0,618600000.0,73000000.0,229086679.0,the lost world: jurassic park,1997,73000000.0,618600000.0
b13860,w23077,o16800,62000000.0,40900000.0,62000000.0,32235793.0,the love guru,2008,62000000.0,40900000.0
b13861,w23119,,20000000.0,8302478.0,20000000.0,8302478.0,the love letter (1999 film),1999,20000000.0,8302478.0
b13864,w23235,,65000000.0,93600000.0,65000000.0,44114232.0,the lovely bones ,2009,65000000.0,93600000.0
b13887,w23670,,108000000.0,162400000.0,90000000.0,93432655.0,the magnificent seven (2016 film),2016,108000000.0,162400000.0
b13890,w23703,,72000000.0,37300000.0,72000000.0,27807266.0,the majestic ,2001,72000000.0,37300000.0
b13897,w23881,,75000000.0,109800000.0,75000000.0,45445109.0,the man from u.n.c.l.e. ,2015,75000000.0,109800000.0
b13903,w23992,o6518,20000000.0,13700000.0,20000000.0,13717039.0,the man who knew too little,1997,20000000.0,13700000.0
b13924,w24031,o3557,15000000.0,19700000.0,15000000.0,15634090.0,the man with the iron fists,2012,15000000.0,19700000.0
b13925,w24069,,80000000.0,96100000.0,80000000.0,65955630.0,the manchurian candidate (2004 film),2004,80000000.0,96100000.0
b13936,w24292,o13853,26000000.0,12500000.0,26000000.0,12454768.0,the marrying man,1991,26000000.0,12500000.0
b13939,w24321,,108000000.0,630200000.0,108000000.0,228433663.0,the martian ,2015,108000000.0,630200000.0
b13940,w24376,,23000000.0,351600000.0,23000000.0,119938730.0,the mask ,1994,23000000.0,351600000.0
b13941,w24373,o13651,95000000.0,250300000.0,95000000.0,94095523.0,the mask of zorro,1998,95000000.0,250300000.0
b13944,w24418,o16385,16000000.0,43400000.0,16000000.0,40388794.0,the master of disguise,2-Aug,16000000.0,43400000.0
b13945,w24427,o18461,12500000.0,17300000.0,12500000.0,12594698.0,the matador,2005,12500000.0,17300000.0
b13948,w24462,o2180,63000000.0,463500000.0,63000000.0,171479930.0,the matrix,1999,63000000.0,463500000.0
b13949,w24464,o9823,127.0,742100000.0,150000000.0,281576461.0,the matrix reloaded,2003,127.0,742100000.0
b13951,w24465,o9824,110000000.0,427300000.0,150000000.0,139313948.0,the matrix revolutions,2003,110000000.0,427300000.0
b13952,w24529,,34000000.0,348300000.0,34000000.0,102427862.0,the maze runner ,2014,34000000.0,348300000.0
b13959,w24766,,24000000.0,68968688.0,25000000.0,32428195.0,the men who stare at goats ,2009,24000000.0,68968688.0
b13967,w24845,,16000000.0,55000000.0,16000000.0,35374833.0,the messengers ,2007,16000000.0,55000000.0
b13970,w24880,o20146,57000000.0,147800000.0,57000000.0,66845033.0,the mexican,2001,57000000.0,147800000.0
b13973,w25076,o18936,7000000.0,1891936.0,7000000.0,1891936.0,the mighty macs,2009,7000000.0,1891936.0
b13996,w25383,,18000000.0,57300000.0,18000000.0,25594957.0,the mist ,2007,18000000.0,57300000.0
b13998,w25445,,50000000.0,15415361.0,50000000.0,13263993.0,the mod squad ,1999,50000000.0,15415361.0
b14010,w25635,o10146,70000000.0,155000000.0,70000000.0,78031620.0,the monuments men,2014,70000000.0,155000000.0
b14022,w25828,,32000000.0,55100000.0,32000000.0,35746370.0,the mothman prophecies ,2002,32000000.0,55100000.0
b14025,w26040,o9828,800000.0,62852.0,800000.0,62852.0,the mudge boy,2003,800000.0,62852.0
b14028,w26062,o20147,98000000.0,433000000.0,98000000.0,202019785.0,the mummy returns,2001,98000000.0,433000000.0
b14029,w26065,o16806,145000000.0,401100000.0,145000000.0,102491776.0,the mummy: tomb of the dragon emperor,2008,145000000.0,401100000.0
b14030,w26082,o7575,12000000.0,27200000.0,12000000.0,27281507.0,the muppet christmas carol,1992,12000000.0,27200000.0
b14032,w26091,,45.0,165200000.0,45000000.0,88631237.0,the muppets ,2011,45.0,165200000.0
b14049,w26603,,23000000.0,86900000.0,23000000.0,86930411.0,the naked gun 21Ã¢ÂÂ2: the smell of fear,1991,23000000.0,86900000.0
b14080,w26972,o10729,25000000.0,24362772.0,25000000.0,14990582.0,the next best thing,2000,25000000.0,24362772.0
b14084,w26983,o8196,30000000.0,67400000.0,30000000.0,21148651.0,the next three days,2010,30000000.0,67400000.0
b14086,w27037,,25000000.0,52400000.0,25000000.0,43047372.0,the night before (2015 film),2015,25000000.0,52400000.0
b14100,w27269,o2182,38000000.0,58400000.0,38000000.0,18661336.0,the ninth gate,1999,38000000.0,58400000.0
b14102,w27530,o22172,29000000.0,115600000.0,29000000.0,81001787.0,the notebook,2004,29000000.0,115600000.0
b14107,w27599,o3993,30000000.0,77600000.0,30000000.0,35193167.0,the number 23,2007,30000000.0,77600000.0
b14108,w27622,o10150,42800000.0,120900000.0,42000000.0,64251541.0,the nut job,2014,42800000.0,120900000.0
b14110,w27624,,19000000.0,2119994.0,19000000.0,2119994.0,the nutcracker (1993 film),1993,19000000.0,2119994.0
b14114,w27634,,54000000.0,274000000.0,54000000.0,128814019.0,the nutty professor (1996 film),1996,54000000.0,274000000.0
b14116,w27772,o20566,5000000.0,418689.0,5000000.0,418689.0,the oh in ohio,2006,5000000.0,418689.0
b14132,w27915,o2184,7280000.0,12614346.0,8000000.0,12614346.0,the omega code,1999,7280000.0,12614346.0
b14134,w27920,,25000000.0,119500000.0,25000000.0,54607383.0,the omen (2006 film),2006,25000000.0,119500000.0
b14154,w28302,o10730,13000000.0,38182790.0,13000000.0,38182790.0,the original kings of comedy,2000,13000000.0,38182790.0
b14157,w28323,,35000000.0,77700000.0,35000000.0,26814957.0,the other boleyn girl (2008 film),2008,35000000.0,77700000.0
b14164,w28328,o8197,100000000.0,170400000.0,100000000.0,119219978.0,the other guys,2010,100000000.0,170400000.0
b14176,w28351,o2185,35000000.0,27800000.0,35000000.0,27807627.0,the other sister,1999,35000000.0,27800000.0
b14179,w28357,,40000000.0,196700000.0,40000000.0,83911193.0,the other woman (2014 film),2014,40000000.0,196700000.0
b14183,w28478,,75000000.0,28544120.0,75000000.0,28544120.0,the out-of-towners (1999 film),1999,75000000.0,28544120.0
b14196,w28621,o18467,56000000.0,198600000.0,56000000.0,113086868.0,the pacifier,2005,56000000.0,198600000.0
b14221,w28947,o22176,30000000.0,612000000.0,30000000.0,370274604.0,the passion of the christ,2004,30000000.0,612000000.0
b14228,w29073,o9045,99000000.0,246200000.0,99000000.0,130178411.0,the peanuts movie,2015,99000000.0,246200000.0
b14233,w29166,o13855,6000000.0,31400000.0,6000000.0,24204154.0,the people under the stairs,1991,6000000.0,31400000.0
b14237,w29185,o20771,11000000.0,2832826.0,11000000.0,2832826.0,the perez family,1995,11000000.0,2832826.0
b14241,w29206,,12000000.0,60300000.0,12000000.0,57027435.0,the perfect guy (2015 film),2015,12000000.0,60300000.0
b14244,w29213,o18469,25000000.0,190770475.0,10000000.0,16535005.0,the perfect man,2005,25000000.0,190770475.0
b14247,w29222,,120000000.0,328700000.0,140000000.0,182618434.0,the perfect storm ,2000,120000000.0,328700000.0
b14269,w29517,,80000000.0,158900000.0,80000000.0,82226474.0,the pink panther (2006 film),2006,80000000.0,158900000.0
b14270,w29518,o18953,70000000.0,75900000.0,70000000.0,35922978.0,the pink panther 2,2009,70000000.0,75900000.0
b14280,w29598,o3564,15000000.0,47000000.0,15000000.0,21403519.0,the place beyond the pines,2012,15000000.0,47000000.0
b14288,w29717,,35000000.0,29400000.0,35000000.0,19733089.0,the pledge ,2001,35000000.0,29400000.0
b14290,w29785,,165000000.0,309800000.0,165000000.0,162775358.0,the polar express ,2004,165000000.0,309800000.0
b14308,w29970,o3566,14000000.0,78500000.0,14000000.0,49130154.0,the possession,2012,14000000.0,78500000.0
b14309,w29988,,80000000.0,17600000.0,80000000.0,17626234.0,the postman ,1997,80000000.0,17600000.0
b14315,w30036,o16387,11000000.0,16399999.999999998,11000000.0,11412414.0,the powerpuff girls movie,2002,11000000.0,16399999.999999998
b14321,w30122,,40000000.0,109700000.0,40000000.0,53089891.0,the prestige ,2006,40000000.0,109700000.0
b14328,w30208,o22179,22000000.0,37666766.0,22000000.0,28176497.0,the prince and me,2004,22000000.0,37666766.0
b14330,w30223,o13661,70000000.0,218600000.0,70000000.0,101413188.0,the prince of egypt,1998,70000000.0,218600000.0
b14337,w30254,,26000000.0,165300000.0,26000000.0,108248956.0,the princess diaries ,2001,26000000.0,165300000.0
b14338,w30255,o22180,40000000.0,134700000.0,40000000.0,95170481.0,the princess diaries 2: royal engagement,2004,40000000.0,134700000.0
b14356,w30341,o18471,12000000.0,689028.0,12000000.0,627844.0,"""""""the prize winner of defiance, ohio""""""",14-Oct,12000000.0,689028.0
b14368,w30430,,40000000.0,317400000.0,40000000.0,163958031.0,the proposal ,2009,40000000.0,317400000.0
b14383,w30582,o10155,9000000.0,111900000.0,9000000.0,71962800.0,the purge: anarchy,2014,9000000.0,111900000.0
b14384,w30583,o5501,10000000.0,118600000.0,10000000.0,79213375.0,the purge: election year,2016,10000000.0,118600000.0
b14388,w30611,o20570,55000000.0,307100000.0,55000000.0,163566459.0,the pursuit of happyness,2006,55000000.0,307100000.0
b14396,w30723,,35000000.0,18600000.0,32000000.0,18636537.0,the quick and the dead (1995 film),1995,35000000.0,18600000.0
b14398,w30744,,30000000.0,27674124.0,30000000.0,12988801.0,the quiet american (2002 film),2002,30000000.0,27674124.0
b14406,w6439,o2187,21000000.0,17800000.0,21000000.0,17762705.0,the rage: carrie 2,1999,21000000.0,17800000.0
b14421,w31086,o9831,7500000.0,5300000.0,7500000.0,3825421.0,the real cancun,2003,7500000.0,5300000.0
b14488,w31986,o10734,95000000.0,76400000.0,95000000.0,50863742.0,the road to el dorado,2000,95000000.0,76400000.0
b14493,w32058,,4100000.0,36000000.0,5000000.0,36000000.0,the robe ,1953,4100000.0,36000000.0
b14494,w32103,,75000000.0,335100000.0,75000000.0,134069511.0,the rock ,1996,75000000.0,335100000.0
b14495,w32132,,15000000.0,8800000.0,15000000.0,6409528.0,the rocker ,2008,15000000.0,8800000.0
b14498,w32139,,40000000.0,46700000.0,35000000.0,46704056.0,the rocketeer ,1991,40000000.0,46700000.0
b14507,w32283,o2738,16000000.0,40492759.0,16000000.0,37300107.0,the roommate,2011,16000000.0,40492759.0
b14512,w32406,o20151,21000000.0,71400000.0,21000000.0,52364010.0,the royal tenenbaums,2001,21000000.0,71400000.0
b14513,w32437,o13664,24000000.0,140900000.0,24000000.0,100494675.0,the rugrats movie,1998,24000000.0,140900000.0
b14516,w32440,,4000000.0,11819244.0,4000000.0,6532619.0,the rules of attraction ,2002,4000000.0,11819244.0
b14518,w32444,,45000000.0,23900000.0,45000000.0,13109815.0,the rum diary ,2011,45000000.0,23900000.0
b14519,w32482,,10000000.0,4681651.0,10000000.0,3573673.0,the runaways ,2010,10000000.0,4681651.0
b14520,w32483,o9834,85000000.0,80900000.0,85000000.0,47726342.0,the rundown,2003,85000000.0,80900000.0
b14521,w32493,,27000000.0,38122105.0,27000000.0,38122105.0,the running man (1987 film),1987,27000000.0,38122105.0
b14540,w32812,o2382,22000000.0,189800000.0,22000000.0,144833357.0,the santa clause,1994,22000000.0,189800000.0
b14541,w32813,o16390,65000000.0,172900000.0,65000000.0,139236327.0,the santa clause 2,2002,65000000.0,172900000.0
b14548,w33039,,46000000.0,10382407.0,46000000.0,10382407.0,the scarlet letter (1995 film),1995,46000000.0,10382407.0
b14553,w33146,o16391,60000000.0,165300000.0,60000000.0,91047077.0,the scorpion king,2002,60000000.0,165300000.0
b14579,w33365,,11000000.0,39947322.0,11000000.0,37770162.0,the secret life of bees ,2008,11000000.0,39947322.0
b14582,w33370,,90000000.0,188500000.0,90000000.0,58236838.0,the secret life of walter mitty (2013 film),2013,90000000.0,188500000.0
b14616,w33817,,17000000.0,119100000.0,17000000.0,55124043.0,the shallows ,2016,17000000.0,119100000.0
b14618,w33881,o2384,25000000.0,58000000.0,25000000.0,28341469.0,the shawshank redemption,1994,25000000.0,58000000.0
b14622,w34033,,19000000.0,44400000.0,19000000.0,44017374.0,the shining ,1980,19000000.0,44400000.0
b14624,w34047,,38000000.0,24690441.0,38000000.0,11434216.0,the shipping news ,2001,38000000.0,24690441.0
b14637,w34276,,19000000.0,272700000.0,19000000.0,130742922.0,the silence of the lambs ,1991,19000000.0,272700000.0
b14639,w34393,o4002,75000000.0,527900000.0,75000000.0,183135014.0,the simpsons movie,2007,75000000.0,527900000.0
b14644,w34537,,25000000.0,42013878.0,25000000.0,39053061.0,the sisterhood of the traveling pants ,2005,25000000.0,42013878.0
b14645,w34536,o16825,27000000.0,44352417.0,27000000.0,44089964.0,the sisterhood of the traveling pants 2,2008,27000000.0,44352417.0
b14647,w34548,o2740,25000000.0,34900000.0,25000000.0,30441326.0,the sitter,2011,25000000.0,34900000.0
b14650,w34593,o2190,40000000.0,672800000.0,40000000.0,293506292.0,the sixth sense,1999,40000000.0,672800000.0
b14655,w34639,,35000000.0,50800000.0,35000000.0,35046120.0,the skulls ,2000,35000000.0,50800000.0
b14663,w34941,,110000000.0,563700000.0,110000000.0,142614158.0,the smurfs ,2011,110000000.0,563700000.0
b14664,w34942,o1273,105000000.0,347500000.0,105000000.0,71017784.0,the smurfs 2,2013,105000000.0,347500000.0
b14672,w35074,o8202,40000000.0,224900000.0,40000000.0,96962694.0,the social network,2010,40000000.0,224900000.0
b14684,w35353,,150000000.0,215300000.0,150000000.0,63150991.0,the sorcerer's apprentice (2010 film),2010,150000000.0,215300000.0
b14685,w35412,,8199999.999999999,286200000.0,8199999.999999999,158671368.0,the sound of music ,1965,8199999.999999999,286200000.0
b14687,w35473,,30000000.0,10500000.0,30000000.0,7885294.0,the space between us ,2017,30000000.0,10500000.0
b14689,w35569,o2386,45000000.0,170362582.0,45000000.0,57362582.0,the specialist,1994,45000000.0,170362582.0
b14692,w35647,,90000000.0,162839667.0,90000000.0,71195053.0,the spiderwick chronicles ,2008,90000000.0,162839667.0
b14698,w35728,o9054,74000000.0,325100000.0,74000000.0,162994032.0,the spongebob movie: sponge out of water,2015,74000000.0,325100000.0
b14699,w35731,o22183,30000000.0,140200000.0,30000000.0,85417988.0,the spongebob squarepants movie,2004,30000000.0,140200000.0
b14700,w35808,o8203,28000000.0,45200000.0,28000000.0,24307086.0,the spy next door,2010,28000000.0,45200000.0
b14705,w35838,o18480,1500000.0,11000000.0,1500000.0,7372734.0,the squid and the whale,2005,1500000.0,11000000.0
b14725,w36329,,50000000.0,58900031.0,50000000.0,27100031.0,the story of us ,1999,50000000.0,58900031.0
b14747,w36715,,68000000.0,193900000.0,68000000.0,118907036.0,the sum of all fears ,2002,68000000.0,193900000.0
b14758,w36854,o13860,22000000.0,11000863.0,22000000.0,11000863.0,the super,4-Oct,22000000.0,11000863.0
b14769,w37065,o16396,43000000.0,68696770.0,43000000.0,24718164.0,the sweetest thing,2002,43000000.0,68696770.0
b14777,w37205,,21000000.0,28000000.0,21000000.0,13729742.0,the tailor of panama ,2001,21000000.0,28000000.0
b14780,w37255,o13861,19000000.0,939277.0,19000000.0,939277.0,the taking of beverly hills,1991,19000000.0,939277.0
b14781,w37258,,100000000.0,150200000.0,100000000.0,65452312.0,the taking of pelham 123 (2009 film),2009,100000000.0,150200000.0
b14783,w37263,,60000000.0,86900000.0,60000000.0,50877145.0,the tale of despereaux ,2008,60000000.0,86900000.0
b14809,w37666,o22184,60000000.0,219400000.0,60000000.0,77872883.0,the terminal,2004,60000000.0,219400000.0
b14810,w37670,o3242,6400000.0,78300000.0,6400000.0,38371200.0,the terminator,1984,6400000.0,78300000.0
b14826,w38042,,52000000.0,98100000.0,52000000.0,36400491.0,the thin red line (1998 film),1998,52000000.0,98100000.0
b14828,w38043,,38000000.0,27400000.0,38000000.0,16928670.0,the thing (2011 film),2011,38000000.0,27400000.0
b14830,w38045,o19147,14000000.0,1029721.0,14000000.0,1029721.0,the thing called love,1993,14000000.0,1029721.0
b14837,w38087,o2194,16000000.0,18564088.0,16000000.0,11916661.0,the thirteenth floor,1999,16000000.0,18564088.0
b14838,w38166,,45000000.0,124305181.0,48000000.0,69305181.0,the thomas crown affair (1999 film),1999,45000000.0,124305181.0
b14840,w38229,,15000000.0,9045364.0,15000000.0,5027684.0,the three burials of melquiades estrada,2005,15000000.0,9045364.0
b14845,w38307,,75000000.0,132200000.0,75000000.0,20374484.0,the three musketeers (2011 film),2011,75000000.0,132200000.0
b14846,w38338,,30000000.0,54800000.0,30000000.0,44338224.0,the three stooges (2012 film),2012,30000000.0,54800000.0
b14850,w38518,o10739,15000000.0,96200000.0,30000000.0,45554533.0,the tigger movie,2000,15000000.0,96200000.0
b14856,w38599,,39000000.0,101300000.0,39000000.0,63414846.0,the time traveler's wife ,2009,39000000.0,101300000.0
b14858,w38684,o1277,1500000.0,3900000.0,1500000.0,3491669.0,the to do list,2013,1500000.0,3900000.0
b14864,w39043,o11515,14300000.0,139700000.0,14000000.0,116000000.0,the towering inferno,14-Dec,14300000.0,139700000.0
b14881,w39262,,32000000.0,54300000.0,32000000.0,13303319.0,the tree of life ,2011,32000000.0,54300000.0
b14914,w39598,o16399,60000000.0,105000000.0,60000000.0,50547998.0,the tuxedo,2002,60000000.0,105000000.0
b14915,w39643,o2746,127500000.0,712200000.0,110000000.0,281287133.0,the twilight saga: breaking dawn Ã¢ÂÂ part 1,2011,127500000.0,712200000.0
b14916,w39644,o3580,136200000.0,829700000.0,120000000.0,292324737.0,the twilight saga: breaking dawn Ã¢ÂÂ part 2,2012,136200000.0,829700000.0
b14917,w39645,o8207,68000000.0,698500000.0,68000000.0,300531751.0,the twilight saga: eclipse,2010,68000000.0,698500000.0
b14918,w39646,o18969,50000000.0,709700000.0,50000000.0,296623634.0,the twilight saga: new moon,2009,50000000.0,709700000.0
b14925,w39823,o18970,38000000.0,205298907.0,38000000.0,88915214.0,the ugly truth,2009,38000000.0,205298907.0
b14932,w39856,,16000000.0,76500000.0,16000000.0,42670410.0,the unborn (2009 film),2009,16000000.0,76500000.0
b14952,w40242,o18483,12000000.0,28237190.0,12000000.0,18761993.0,the upside of anger,2005,12000000.0,28237190.0
b14953,w40276,o20779,6000000.0,34400000.0,6000000.0,23341568.0,the usual suspects,1995,6000000.0,34400000.0
b14973,w40609,o8210,2000000.0,636706.0,2000000.0,636706.0,the virginity hit,2010,2000000.0,636706.0
b15006,w41008,,30000000.0,47267829.0,30000000.0,28946615.0,the watcher ,2000,30000000.0,47267829.0
b15008,w41020,o10171,22500000.0,30800000.0,22500000.0,4196641.0,the water diviner,2014,22500000.0,30800000.0
