key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,bom_runtime,wiki_runtime,omdb_runtime,runtime,runtime_flag
b15953,w40289,,vacancy ,2007,19000000.0,35300000.0,0.8578947368421053,2007-04-20 00:00:00,4.0,2.0,110.0,15.0,0.0,1 hrs. 20 min.,[85 minutes],,[85 minutes],w
b15957,w40310,,valentine ,2001,10000000.0,36700000.0,2.67,2001-02-02 00:00:00,2.0,1.0,33.0,4.0,0.0,1 hrs. 36 min.,[96 minutes],,[96 minutes],w
b15958,w40316,,valentine's day (2010 film),2010,52000000.0,216500000.0,3.1634615384615383,2010-02-12 00:00:00,2.0,1.0,43.0,6.0,1.0,1 hrs. 57 min.,[124 minutes],,[124 minutes],w
b15962,w40323,,valiant ,2005,35000000.0,61746888.0,0.7641968000000001,2005-08-19 00:00:00,8.0,3.0,231.0,33.0,0.0,1 hrs. 16 min.,[76 minutes],,[76 minutes],w
b15963,w40327,,valkyrie ,2008,75000000.0,200000000.0,1.6666666666666667,2008-12-25 00:00:00,12.0,4.0,360.0,51.0,1.0,2 hrs. 0 min.,[124 minutes],,[124 minutes],w
b15974,w40363,o8232,vampires suck,2010,20000000.0,80500000.0,3.025,2010-08-18 00:00:00,8.0,3.0,230.0,33.0,0.0,1 hrs. 20 min.,[82 minutes],82 min,[82 minutes],w
b15977,w40368,,van helsing ,2004,160000000.0,300300000.0,0.876875,2004-05-07 00:00:00,5.0,2.0,128.0,18.0,0.0,2 hrs. 10 min.,[131 minutes],,[131 minutes],w
b15980,w40377,o20167,vanilla sky,2001,68000000.0,203400000.0,1.9911764705882355,2001-12-14 00:00:00,12.0,4.0,348.0,49.0,0.0,2 hrs. 15 min.,[137 minutes],136 min,[137 minutes],w
b15985,w40407,,vantage point ,2008,40000000.0,151100000.0,2.7775,2008-02-22 00:00:00,2.0,1.0,53.0,7.0,1.0,1 hrs. 30 min.,[90 minutes],,[90 minutes],w
b15987,w40414,,varsity blues ,1999,16000000.0,54300000.0,2.39375,1999-01-15 00:00:00,1.0,1.0,15.0,2.0,1.0,1 hrs. 44 min.,[106 minutes],,[106 minutes],w
b16009,w40468,,veronica mars ,2014,6000000.0,3500000.0,-0.4166666666666667,2014-03-14 00:00:00,3.0,1.0,73.0,10.0,0.0,1 hrs. 47 min.,[107 minutes],,[107 minutes],w
b16010,w40471,o10753,vertical limit,2000,75000000.0,215663859.0,1.87551812,2000-12-08 00:00:00,12.0,4.0,343.0,49.0,0.0,2 hrs. 4 min.,[124 minutes],124 min,[124 minutes],w
b16016,w40473,o13677,very bad things,1998,30000000.0,21000000.0,-0.3,1998-11-27 00:00:00,11.0,4.0,331.0,47.0,1.0,1 hrs. 40 min.,[100 minutes],100 min,[100 minutes],w
b16098,w40720,,w. ,2008,25100000.0,29500000.0,0.1752988047808765,2008-10-17 00:00:00,10.0,4.0,291.0,41.0,1.0,2 hrs. 9 min.,[129 minutes],,[129 minutes],w
b16100,w40861,o16865,wall-e,2008,180000000.0,533300000.0,1.9627777777777773,2008-06-27 00:00:00,6.0,2.0,179.0,25.0,1.0,1 hrs. 37 min.,[98 minutes],,[98 minutes],w
b16117,w40769,o8237,waiting for forever,2010,5000000.0,25517.0,-0.9948966,2011-02-04 00:00:00,2.0,1.0,35.0,5.0,0.0,1 hrs. 34 min.,[94 minutes],95 min,[94 minutes],w
b16118,w40770,,waiting for guffman,1997,4000000.0,2800000.0,-0.3,1997-01-31 00:00:00,1.0,1.0,31.0,4.0,0.0,1 hrs. 24 min.,[84 minutes],,[84 minutes],w
b16124,w40776,,waiting... ,2005,3000000.0,18637690.0,5.212563333333334,2005-10-07 00:00:00,10.0,4.0,280.0,40.0,1.0,1 hrs. 33 min.,[94 minutes],,[94 minutes],w
b16135,w40806,o4036,walk hard: the dewey cox story,2007,35000000.0,20600000.0,-0.4114285714285714,2007-12-21 00:00:00,12.0,4.0,355.0,50.0,1.0,1 hrs. 36 min.,"""[96 minutes, (Theatrical Cut), 120 minutes, (Extended Edition)]""",96 min,"""[96 minutes, (Theatrical Cut), 120 minutes, (Extended Edition)]""",w
b16139,w40821,o18508,walk the line,2005,28000000.0,186400000.0,5.6571428571428575,2005-11-18 00:00:00,11.0,4.0,322.0,46.0,1.0,2 hrs. 15 min.,"""[136 minutes, (theatrical cut), 153 minutes, (extended cut)]""",136 min,"""[136 minutes, (theatrical cut), 153 minutes, (extended cut)]""",w
b16145,w40850,,walking with dinosaurs ,2013,80000000.0,126500000.0,0.58125,2013-12-20 00:00:00,12.0,4.0,354.0,50.0,1.0,1 hrs. 27 min.,[87 minutes],,[87 minutes],w
b16149,w40859,o8238,wall street: money never sleeps,2010,70000000.0,134700000.0,0.9242857142857144,2010-09-24 00:00:00,9.0,3.0,267.0,38.0,0.0,2 hrs. 7 min.,[133 minutes],133 min,[133 minutes],w
b16163,w40923,,war horse ,2011,66000000.0,177600000.0,1.690909090909091,2011-12-25 00:00:00,12.0,4.0,359.0,52.0,1.0,2 hrs. 26 min.,[146 minutes],,[146 minutes],w
b16168,w40940,,war room ,2015,3000000.0,73700000.0,23.566666666666666,2015-08-28 00:00:00,8.0,3.0,240.0,34.0,0.0,2 hrs. 0 min.,[120 minutes],,[120 minutes],w
b16174,w40933,,war of the worlds (2005 film),2005,132000000.0,704000000.0,4.333333333333333,2005-06-29 00:00:00,6.0,2.0,180.0,26.0,1.0,1 hrs. 57 min.,[116 minutes],,[116 minutes],w
b16181,w40950,,warcraft ,2016,160000000.0,433700000.0,1.710625,2016-06-10 00:00:00,6.0,2.0,162.0,23.0,0.0,2 hrs. 3 min.,[123 minutes],,[123 minutes],w
b16185,w40960,,warm bodies ,2013,35000000.0,117000000.0,2.342857142857143,2013-02-01 00:00:00,2.0,1.0,32.0,4.0,0.0,1 hrs. 37 min.,[97 minutes],,[97 minutes],w
b16207,w41014,,watchmen ,2009,130000000.0,185300000.0,0.42538461538461536,2009-03-06 00:00:00,3.0,1.0,65.0,9.0,0.0,2 hrs. 43 min.,[163 minutes],,[163 minutes],w
b16212,w41022,,water for elephants ,2011,38000000.0,117100000.0,2.081578947368421,2011-04-22 00:00:00,4.0,2.0,112.0,16.0,0.0,2 hrs. 0 min.,[120 minutes],,[120 minutes],w
b16219,w41048,o20797,waterworld,1995,172000000.0,264200000.0,0.5360465116279071,1995-07-28 00:00:00,7.0,3.0,209.0,30.0,0.0,2 hrs. 16 min.,[135 minutes],135 min,[135 minutes],w
b16223,w41095,,wayne's world ,1992,20000000.0,183100000.0,8.155,1992-02-14 00:00:00,2.0,1.0,45.0,6.0,1.0,1 hrs. 35 min.,[95 minutes],,[95 minutes],w
b16224,w41096,o19161,wayne's world 2,1993,40000000.0,48200000.0,0.205,1993-12-10 00:00:00,12.0,4.0,344.0,49.0,0.0,1 hrs. 34 min.,[95 minutes],95 min,[95 minutes],w
b16236,w41122,o22202,we don't live here anymore,2004,3000000.0,2037545.0,-0.3208183333333333,2004-08-13 00:00:00,8.0,3.0,226.0,32.0,0.0,1 hrs. 44 min.,[101 minutes],101 min,[101 minutes],w
b16241,w41134,,we own the night ,2007,21000000.0,54926886.0,1.615566,2007-10-12 00:00:00,10.0,4.0,285.0,40.0,1.0,1 hrs. 58 min.,[117 minutes],,[117 minutes],w
b16245,w41143,o16416,we were soldiers,2002,75000000.0,114660784.0,0.5288104533333333,2002-03-01 00:00:00,3.0,1.0,60.0,8.0,0.0,2 hrs. 18 min.,[138 minutes],138 min,[138 minutes],w
b16251,w41165,o1300,we're the millers,2013,37000000.0,270000000.0,6.297297297297297,2013-08-07 00:00:00,8.0,3.0,219.0,31.0,0.0,1 hrs. 50 min.,[110 minutes],110 min,[110 minutes],w
b16257,w41193,o18512,wedding crashers,2005,40000000.0,285200000.0,6.13,2005-07-15 00:00:00,7.0,3.0,196.0,28.0,0.0,1 hrs. 53 min.,[119 minutes],119 min,[119 minutes],w
b16273,w41246,o16871,welcome home roscoe jenkins,2008,35000000.0,43650785.0,0.2471652857142857,2008-02-08 00:00:00,2.0,1.0,39.0,5.0,0.0,1 hrs. 54 min.,[114 minutes],,[114 minutes],w
b16279,w41260,o22203,welcome to mooseport,2004,30000000.0,14600000.0,-0.5133333333333333,2004-02-20 00:00:00,2.0,1.0,51.0,7.0,1.0,1 hrs. 55 min.,[110 minutes],110 min,[110 minutes],w
b16293,w41315,,west side story ,1961,6000000.0,43700000.0,6.283333333333332,2061-10-18 00:00:00,10.0,4.0,291.0,42.0,0.0,2 hrs. 31 min.,[152 minutes],,[152 minutes],w
b16305,w41371,,what dreams may come ,1998,85000000.0,71300000.0,-0.16117647058823528,1998-10-02 00:00:00,10.0,4.0,275.0,39.0,0.0,1 hrs. 54 min.,[113 minutes],,[113 minutes],w
b16308,w41388,o16875,what happens in vegas,2008,35000000.0,219300000.0,5.265714285714286,2008-05-09 00:00:00,5.0,2.0,130.0,18.0,0.0,1 hrs. 39 min.,[99 minutes],99 min,[99 minutes],w
b16312,w41395,o10758,what lies beneath,2000,100000000.0,291400000.0,1.9140000000000001,2000-07-21 00:00:00,7.0,3.0,203.0,29.0,0.0,2 hrs. 10 min.,[130 minutes],130 min,[130 minutes],w
b16317,w41407,o10759,what planet are you from?,2000,60000000.0,14100000.0,-0.765,2000-03-03 00:00:00,3.0,1.0,63.0,9.0,0.0,1 hrs. 47 min.,[105 minutes],105 min,[105 minutes],w
b16323,w41422,o10760,what women want,2000,70000000.0,374111707.0,4.344452957142857,2000-12-15 00:00:00,12.0,4.0,350.0,50.0,0.0,2 hrs. 7 min.,[127 minutes],127 min,[127 minutes],w
b16326,w41357,,what a girl wants ,2003,25000000.0,50700000.0,1.028,2003-04-04 00:00:00,4.0,2.0,94.0,13.0,0.0,1 hrs. 44 min.,[105 minutes],,[105 minutes],w
b16331,w41420,,what to expect when you're expecting ,2012,40000000.0,84400000.0,1.11,2012-05-18 00:00:00,5.0,2.0,139.0,20.0,0.0,1 hrs. 50 min.,[110 minutes],,[110 minutes],w
b16339,w41451,o2766,what's your number?,2011,20000000.0,30400000.0,0.52,2011-09-30 00:00:00,9.0,3.0,273.0,39.0,0.0,1 hrs. 46 min.,[106 minutes],106 min,[106 minutes],w
b16341,w41443,o20174,what's the worst that could happen?,2001,60000000.0,38464131.0,-0.35893115,2001-06-01 00:00:00,6.0,2.0,152.0,21.0,1.0,1 hrs. 39 min.,[94 minutes],94 min,[94 minutes],w
b16344,w41452,,whatever it takes (2000 film),2000,32000000.0,9902115.0,-0.69055890625,2000-03-24 00:00:00,3.0,1.0,84.0,12.0,0.0,1 hrs. 34 min.,[94 minutes],,[94 minutes],w
b16356,w41553,o3137,when time ran out,1980,20000000.0,3763988.0,-0.8118006,1980-03-28 00:00:00,3.0,1.0,88.0,12.0,0.0,2 hrs. 1 min.,[121 minutes],121 min,[121 minutes],w
b16363,w41466,,when a stranger calls (2006 film),2006,15000000.0,67000000.0,3.466666666666667,2006-02-03 00:00:00,2.0,1.0,34.0,5.0,0.0,1 hrs. 40 min.,[87 minutes],,[87 minutes],w
b16367,w41532,,when the bough breaks (2016 film),2016,10000000.0,30700000.0,2.07,2016-09-09 00:00:00,9.0,3.0,253.0,36.0,1.0,1 hrs. 47 min.,[107 minutes],,[107 minutes],w
b16369,w41540,o10198,when the game stands tall,2014,15000000.0,30100000.0,1.0066666666666666,2014-08-22 00:00:00,8.0,3.0,234.0,33.0,0.0,1 hrs. 55 min.,[115 minutes],115 min,[115 minutes],w
b16391,w41606,o10764,where the money is,2000,28000000.0,7243669.0,-0.7412975357142857,2000-04-14 00:00:00,4.0,2.0,105.0,15.0,0.0,1 hrs. 29 min.,[89 minutes],89 min,[89 minutes],w
b16401,w41643,,while you were sleeping ,1995,17000000.0,182057016.0,9.709236235294117,1995-04-21 00:00:00,4.0,2.0,111.0,16.0,0.0,1 hrs. 43 min.,[103 minutes],,[103 minutes],w
b16402,w41646,,whip it ,2009,15000000.0,16600000.000000002,0.10666666666666676,2009-10-02 00:00:00,10.0,4.0,275.0,39.0,0.0,1 hrs. 51 min.,[111 minutes],,[111 minutes],w
b16404,w41651,,whipped ,2000,3000000.0,4800000.0,0.6,2000-09-01 00:00:00,9.0,3.0,245.0,35.0,1.0,1 hrs. 22 min.,[82 minutes],,[82 minutes],w
b16405,w41659,,whiskey tango foxtrot ,2016,35000000.0,24900000.0,-0.2885714285714286,2016-03-04 00:00:00,3.0,1.0,64.0,9.0,0.0,1 hrs. 52 min.,[112 minutes],,[112 minutes],w
b16411,w41688,o22204,white chicks,2004,37000000.0,113100000.0,2.056756756756757,2004-06-23 00:00:00,6.0,2.0,175.0,25.0,0.0,1 hrs. 49 min.,[109 minutes],109 min,[109 minutes],w
b16420,w41714,o1303,white house down,2013,150000000.0,206000000.0,0.37333333333333335,2013-06-28 00:00:00,6.0,2.0,179.0,25.0,1.0,2 hrs. 17 min.,[131 minutes],131 min,[131 minutes],w
b16425,w41728,,white man's burden ,1995,7000000.0,3760525.0,-0.4627821428571429,1995-12-01 00:00:00,12.0,4.0,335.0,48.0,0.0,1 hrs. 29 min.,[89 minutes],,[89 minutes],w
b16431,w41738,,white oleander ,2002,16000000.0,21672284.0,0.35451775,2002-10-11 00:00:00,10.0,4.0,284.0,40.0,1.0,1 hrs. 50 min.,[109 minutes],,[109 minutes],w
b16445,w41791,o11847,who framed roger rabbit,1988,50600000.0,329800000.0,5.517786561264822,1988-06-24 00:00:00,6.0,2.0,176.0,25.0,0.0,1 hrs. 43 min.,[104 minutes],104 min,[104 minutes],w
b16508,w42051,o2218,wild wild west,1999,170000000.0,222100000.0,0.3064705882352941,1999-06-30 00:00:00,6.0,2.0,181.0,26.0,1.0,1 hrs. 47 min.,[106 minutes],106 min,[106 minutes],w
b16531,w42114,o22208,win a date with tad hamilton!,2004,22000000.0,21300000.0,-0.031818181818181815,2004-01-23 00:00:00,1.0,1.0,23.0,3.0,1.0,1 hrs. 36 min.,[96 minutes],95 min,[96 minutes],w
b16538,w42140,o16422,windtalkers,2002,115000000.0,77600000.0,-0.32521739130434785,2002-06-14 00:00:00,6.0,2.0,165.0,23.0,0.0,2 hrs. 14 min.,[134 minutes],134 min,[134 minutes],w
b16540,w42150,,wing commander ,1999,30000000.0,11600000.0,-0.6133333333333333,1999-03-12 00:00:00,3.0,1.0,71.0,10.0,0.0,1 hrs. 40 min.,[100 minutes],,[100 minutes],w
b16548,w42179,,winnie the pooh (2011 film),2011,30000000.0,50100000.0,0.67,2011-07-15 00:00:00,7.0,3.0,196.0,28.0,0.0,1 hrs. 3 min.,[63 minutes],,[63 minutes],w
b16551,w42207,,winter kills ,1979,6000000.0,1083799.0,-0.8193668333333334,1979-05-18 00:00:00,5.0,2.0,138.0,19.0,0.0,1 hrs. 37 min.,[97 minutes],,[97 minutes],w
b16558,w42218,o8246,winter's bone,2010,2000000.0,16100000.000000002,7.0500000000000025,2010-06-11 00:00:00,6.0,2.0,162.0,23.0,0.0,1 hrs. 40 min.,[100 minutes],100 min,[100 minutes],w
b16559,w42219,,winter's tale ,2014,60000000.0,31100000.0,-0.4816666666666667,2014-02-14 00:00:00,2.0,1.0,45.0,6.0,1.0,2 hrs. 9 min.,[118 minutes],,[118 minutes],w
b16573,w42308,o13684,without limits,1998,25000000.0,777423.0,-0.96890308,1998-09-11 00:00:00,9.0,3.0,254.0,36.0,1.0,1 hrs. 57 min.,[117 minutes],117 min,[117 minutes],w
b16578,w42299,o22210,without a paddle,2004,19000000.0,69631118.0,2.6647956842105263,2004-08-20 00:00:00,8.0,3.0,233.0,33.0,0.0,1 hrs. 39 min.,[99 minutes],95 min,[99 minutes],w
b16596,w42459,o10765,woman on top,2000,8000000.0,10200000.0,0.275,2000-09-22 00:00:00,9.0,3.0,266.0,38.0,0.0,1 hrs. 32 min.,[91 minutes],92 min,[91 minutes],w
b16605,w42553,,wonder boys ,2000,55000000.0,33400000.0,-0.3927272727272727,2000-02-23 00:00:00,2.0,1.0,54.0,8.0,1.0,1 hrs. 51 min.,[111 minutes],,[111 minutes],w
b16624,w42649,,world trade center ,2006,65000000.0,163000000.0,1.5076923076923077,2006-08-09 00:00:00,8.0,3.0,221.0,32.0,0.0,2 hrs. 5 min.,[129 minutes],,[129 minutes],w
b16626,w42654,,world war z ,2013,190000000.0,540000000.0,1.8421052631578947,2013-06-21 00:00:00,6.0,2.0,172.0,24.0,0.0,1 hrs. 56 min.,[116 minutes],,[116 minutes],w
b16631,w42684,o3611,wrath of the titans,2012,150000000.0,305300000.0,1.0353333333333334,2012-03-30 00:00:00,3.0,1.0,90.0,13.0,0.0,1 hrs. 39 min.,[99 minutes],99 min,[99 minutes],w
b16632,w42689,o3612,wreck-it ralph,2012,165.0,471200000.0,2855756.575757576,2012-11-02 00:00:00,11.0,4.0,307.0,44.0,0.0,1 hrs. 48 min.,[101 minutes],101 min,[101 minutes],w
b16642,w42726,o9863,wrong turn,2003,12600000.0,28700000.0,1.2777777777777777,2003-05-30 00:00:00,5.0,2.0,150.0,21.0,1.0,1 hrs. 21 min.,[84 minutes],84 min,[84 minutes],w
b16646,w42738,,wyatt earp ,1994,63000000.0,25100000.0,-0.6015873015873016,1994-06-24 00:00:00,6.0,2.0,175.0,25.0,0.0,3 hrs. 10 min.,[190 minutes],,[190 minutes],w
b16649,w42755,,x-men ,2000,75000000.0,296300000.0,2.9506666666666668,2000-07-14 00:00:00,7.0,3.0,196.0,28.0,0.0,1 hrs. 44 min.,[104 minutes],,[104 minutes],w
b16650,w42757,o19018,x-men origins: wolverine,2009,150.0,373100000.0,2487332.333333333,2009-05-01 00:00:00,5.0,2.0,121.0,17.0,0.0,1 hrs. 47 min.,[107 minutes],107 min,[107 minutes],w
b16651,w42758,o5518,x-men: apocalypse,2016,178000000.0,543900000.0,2.0556179775280903,2016-05-27 00:00:00,5.0,2.0,148.0,21.0,1.0,2 hrs. 23 min.,[144 minutes],144 min,[144 minutes],w
b16652,w42759,o10206,x-men: days of future past,2014,200000000.0,747900000.0,2.7395,2014-05-23 00:00:00,5.0,2.0,143.0,20.0,1.0,2 hrs. 11 min.,[131 minutes],132 min,[131 minutes],w
b16653,w42760,o2771,x-men: first class,2011,140160.0,353600000.0,2521.8310502283107,2011-06-03 00:00:00,6.0,2.0,154.0,22.0,1.0,2 hrs. 11 min.,[132 minutes],132 min,[132 minutes],w
b16654,w42756,o20612,x-men: the last stand,2006,210000000.0,459400000.0,1.1876190476190476,2006-05-26 00:00:00,5.0,2.0,146.0,21.0,1.0,1 hrs. 44 min.,[104 minutes],104 min,[104 minutes],w
b16674,w42819,,year one ,2009,60000000.0,62400000.0,0.04,2009-06-19 00:00:00,6.0,2.0,170.0,24.0,0.0,1 hrs. 40 min.,[100 minutes],,[100 minutes],w
b16687,w42852,,yes man ,2008,70000000.0,223200000.0,2.1885714285714286,2008-12-19 00:00:00,12.0,4.0,354.0,50.0,1.0,1 hrs. 44 min.,[104 minutes],,[104 minutes],w
b16694,w42870,,yogi bear ,2010,80000000.0,201600000.0,1.52,2010-12-17 00:00:00,12.0,4.0,351.0,50.0,1.0,1 hrs. 22 min.,[80 minutes],,[80 minutes],w
b16702,w42885,o8249,you again,2010,20000000.0,32000000.0,0.6,2010-09-24 00:00:00,9.0,3.0,267.0,38.0,0.0,1 hrs. 45 min.,[105 minutes],105 min,[105 minutes],w
b16708,w42913,o16885,you don't mess with the zohan,2008,90000000.0,201100000.0,1.2344444444444445,2008-06-06 00:00:00,6.0,2.0,158.0,22.0,0.0,1 hrs. 53 min.,[112 minutes],113 min,[112 minutes],w
b16710,w42916,o22213,you got served,2004,8000000.0,48600000.0,5.075,2004-01-30 00:00:00,1.0,1.0,30.0,4.0,0.0,1 hrs. 35 min.,[95 minutes],95 min,[95 minutes],w
b16726,w42971,o13686,you've got mail,1998,65000000.0,250800000.0,2.8584615384615386,1998-12-18 00:00:00,12.0,4.0,352.0,50.0,1.0,1 hrs. 59 min.,[119 minutes],119 min,[119 minutes],w
b16727,w42950,o20613,"""""""you, me and dupree""""""",2006,54000000.0,130400000.0,1.4148148148148147,2006-07-14 00:00:00,7.0,3.0,195.0,28.0,0.0,1 hrs. 48 min.,[109 minutes],,[109 minutes],w
b16734,w43007,o11533,young frankenstein,1974,2780000.0,86200000.0,30.00719424460432,1974-12-15 00:00:00,12.0,4.0,349.0,50.0,0.0,1 hrs. 46 min.,[105 minutes],106 min,[105 minutes],w
b16751,w43058,o2776,your highness,2011,50000000.0,28000000.0,-0.44,2011-04-08 00:00:00,4.0,2.0,98.0,14.0,0.0,1 hrs. 42 min.,[102 minutes],102 min,[102 minutes],w
b16766,w43093,o16888,zack and miri make a porno,2008,24000000.0,42100000.0,0.7541666666666667,2008-10-31 00:00:00,10.0,4.0,305.0,43.0,0.0,1 hrs. 41 min.,[101 minutes],101 min,[101 minutes],w
b16769,w43106,,zathura ,2005,65000000.0,64300000.0,-0.010769230769230769,2005-11-11 00:00:00,11.0,4.0,315.0,45.0,1.0,1 hrs. 53 min.,"""[113 minutes, 102 minutes, (DVD cut)]""",,"""[113 minutes, 102 minutes, (DVD cut)]""",w
b16781,w43130,o3616,zero dark thirty,2012,40000000.0,132800000.0,2.32,2012-12-19 00:00:00,12.0,4.0,354.0,51.0,1.0,2 hrs. 37 min.,[157 minutes],157 min,[157 minutes],w
b16798,w43152,,zodiac ,2007,65000000.0,84800000.0,0.3046153846153846,2007-03-02 00:00:00,3.0,1.0,61.0,8.0,0.0,2 hrs. 36 min.,[158 minutes],,[158 minutes],w
b16803,w43176,o19021,zombieland,2009,23.6,102400000.0,4338982.050847458,2009-10-02 00:00:00,10.0,4.0,275.0,39.0,0.0,1 hrs. 21 min.,[87 minutes],88 min,[87 minutes],w
b16805,w43189,,zookeeper ,2011,80000000.0,169800000.0,1.1225,2011-07-08 00:00:00,7.0,3.0,189.0,27.0,1.0,1 hrs. 44 min.,[102 minutes],,[102 minutes],w
b16806,w43191,o20181,zoolander,2001,28000000.0,60800000.0,1.1714285714285717,2001-09-28 00:00:00,9.0,3.0,271.0,38.0,0.0,1 hrs. 29 min.,[89 minutes],90 min,[89 minutes],w
b16819,w8469,o19991,crazy/beautiful,2001,13000000.0,19900000.0,0.5307692307692308,2001-06-29 00:00:00,6.0,2.0,180.0,25.0,1.0,1 hrs. 35 min.,[99 minutes],99 min,[99 minutes],w
b16822,w12668,o16243,feardotcom,2002,40000000.0,18900000.0,-0.5275,2002-08-30 00:00:00,8.0,3.0,242.0,34.0,1.0,1 hrs. 38 min.,[101 minutes],101 min,[101 minutes],w
,w24917,,mickey (2004 film),,6000000.0,294758.0,-0.9508736666666666,,,,,,,,[90 min],,[90 min],w
,w40380,,the vanishing (1993 film),,23000000.0,14543394.0,-0.3676785217391305,,,,,,,,[109 minutes],,[109 minutes],w
,w32984,,say uncle ,,650000.0,5203.0,-0.9919953846153846,,,,,,,,[90 minutes],,[90 minutes],w
,w19461,,invasion of the body snatchers (1978 film),,3500000.0,24946533.0,6.127580857142857,,,,,,,,[115 minutes],,[115 minutes],w
,w27740,,off limits (1988 film),,12000000.0,7200000.0,-0.4,,,,,,,,[102 minutes],,[102 minutes],w
,w25601,,monster trucks ,,125000000.0,64500000.0,-0.484,,,,,,,,[104 minutes],,[104 minutes],w
,w30012,,power (1986 film),,16000000.0,3800000.0,-0.7625,,,,,,,,[111 minutes],,[111 minutes],w
,w5558,,brothers (2009 film),,26000000.0,43300000.0,0.6653846153846154,,,,,,,,[105 minutes],,[105 minutes],w
,w24678,,melody cruise ,,163000.0,485000.0,1.9754601226993864,,,,,,,,[],,[],w
,w28221,,open range (2003 film),,22000000.0,68300000.0,2.1045454545454545,,,,,,,,[139 minutes],,[139 minutes],w
,w42700,,the wrestler (2008 film),,6000000.0,44700000.0,6.45,,,,,,,,[109 minutes],,[109 minutes],w
,w32568,,sabrina (1995 film),,50000000.0,53458319.0,0.06916638,,,,,,,,[127 minutes],,[127 minutes],w
,w19358,,insomnia (2002 film),,46000000.0,113700000.0,1.4717391304347829,,,,,,,,[118 minutes],,[118 minutes],w
,w22912,,lost horizon (1973 film),,12000000.0,3800000.0,-0.6833333333333333,,,,,,,,[150 minutes],,[150 minutes],w
,w37623,,tender is the night ,,3900000.0,1250000.0,-0.6794871794871795,,,,,,,,"""[142 minutes (132 minutes -, FMC, Library Print)]""",,"""[142 minutes (132 minutes -, FMC, Library Print)]""",w
,w42255,,wishmaster ,,5000000.0,15738769.0,2.1477538,,,,,,,,[90 minutes],,[90 minutes],w
,w24629,,meet the browns ,,20000000.0,41975388.0,1.0987694,,,,,,,,[108 minutes],,[108 minutes],w
,w26007,,mrs. miniver ,,1340000.0,8878000.0,5.625373134328358,,,,,,,,[133 minutes],,[133 minutes],w
,w14703,,ghost (1990 film),,22000000.0,505700000.0,21.986363636363638,,,,,,,,[128 minutes],,[128 minutes],w
,w7757,,collide ,,21500000.0,4800000.0,-0.7767441860465116,,,,,,,,[99 minutes],,[99 minutes],w
,w8722,,the crush (1993 film),,6000000.0,13609396.0,1.2682326666666666,,,,,,,,[89 minutes],,[89 minutes],w
,w27229,,nightmares (1983 film),,9000000.0,6670680.0,-0.2588133333333333,,,,,,,,[99 minutes],,[99 minutes],w
,w7642,,cobra (1986 film),,25000000.0,160000000.0,5.4,,,,,,,,[87 minutes],,[87 minutes],w
,w29759,,point blank (1967 film),,2500000.0,3000000.0,0.2,,,,,,,,[92 minutes],,[92 minutes],w
,w25726,,morning glory (2010 film),,40000000.0,60000000.0,0.5,,,,,,,,[107 minutes],,[107 minutes],w
,w1694,,angie (1994 film),,26000000.0,9398308.0,-0.6385266153846154,,,,,,,,[107 minutes],,[107 minutes],w
,w26979,,next of kin (1989 film),,12000000.0,15942628.0,0.3285523333333333,,,,,,,,[111 minutes],,[111 minutes],w
,w23168,,love story (1970 film),,2200000.0,136400000.0,61.0,,,,,,,,[100 minutes],,[100 minutes],w
,w36837,,super fly ,,58000.0,6200000.0,105.89655172413794,,,,,,,,[93 minutes],,[93 minutes],w
,w21791,,leaves of grass ,,9000000.0,1018753.0,-0.8868052222222222,,,,,,,,[105 minutes],,[105 minutes],w
,w17895,,hooper ,,6000000.0,78000000.0,12.0,,,,,,,,[99 minutes],,[99 minutes],w
,w14382,,game of death (2010 film),,13000000.0,173496.0,-0.9866541538461538,,,,,,,,[96 minutes],,[96 minutes],w
,w37948,,they (2002 film),,17000000.0,16130385.0,-0.051153823529411765,,,,,,,,[89 minutes],,[89 minutes],w
,w8297,,the country doctor (1936 film),,650000.0,1400000.0,1.1538461538461535,,,,,,,,[95 minutes],,[95 minutes],w
,w36502,,street smart ,,6000000.0,1119112.0,-0.8134813333333333,,,,,,,,[97 minutes],,[97 minutes],w
,w35119,,soldier of fortune (1955 film),,2515000.0,2750000.0,0.09343936381709744,,,,,,,,[96 minutes],,[96 minutes],w
,w7880,,coming home (1978 film),,3000000.0,36000000.0,11.0,,,,,,,,[126 minutes],,[126 minutes],w
,w6031,,cake (2014 film),,710000000.0,2900000.0,-0.9959154929577464,,,,,,,,[102 minutes],,[102 minutes],w
,w31593,,return to peyton place ,,1785000.0,9996178.0,4.600099719887956,,,,,,,,[123 minutes],,[123 minutes],w
,w4518,,blood ties (2013 film),,26000000.0,2415472.0,-0.9070972307692308,,,,,,,,"""[144 minutes, 127 minutes]""",,"""[144 minutes, 127 minutes]""",w
,w20663,,kicking & screaming (2005 film),,45000000.0,56100000.0,0.2466666666666667,,,,,,,,[95 minutes],,[95 minutes],w
,w8088,,contact (1997 american film),,90000000.0,171100000.0,0.9011111111111112,,,,,,,,[149 minutes],,[149 minutes],w
,w25810,,mother's day (2010 film),,11000000.0,862769.0,-0.9215664545454544,,,,,,,,[112 minutes],,[112 minutes],w
