key_bom	key_wiki	key_omdb	bom_title	wiki_title	omdb_title	year_bom_format	year_wiki_format	year_omdb_format	wiki_budget	wiki_gross	bom_budget	bom_domestic_gross	bom_worldwide_revenue
b6525	w19851			jacob's ladder 		1990	1990		[$25 million]	[$26.1 million]			
b13091	w13319			the flight of the phoenix (1965 film)		1965	1965		"""[$5,355,000]"""	[$3 million ( US/ Canada rentals)]			
b14187	w28549			the outsiders 		1983	1983		[$10 million]	[$33.7 million]			
b15089	w42271			the witches of eastwick 		1987	1987		[$22 million]	[$63.8 million]			
b7908	w23943			man of the year (2006 film)		2006	2006		[$20 million]	[$41.2 million]			
b8062	w24502	o8412		maximum overdrive	maximum overdrive	1986	1986	1986	[$9 million]	[$7.4 million]			
b5346	w15920	o2299		guarding tess	guarding tess	1994	1994	1994	[$20 million]	"""[$27,058,304]"""			
b14201	w28671			the painted veil (2006 film)		2006	2006		[$19.4 million]	"""[$26,809,273]"""			
b6094	w18603	o18727		"""i love you, man"""	"""i love you, man"""	2009	2009	2009	[$40 million]	[$91.6 million]			
b2212	w5404	o9106		bringing up baby	bringing up baby	1938	1938	1938	"""[$1,073,000]"""	"""[$1,109,000]"""			
b6541	w19883			james and the giant peach 		1996	1996		[$38 million]	[$28.9 million (U.S.)]			
b5097	w15060	o15869		gleaming the cube	gleaming the cube	1989	1989	1989	[$10 million]	"""[$2,777,280]"""			
b13482	w18457			the hustler 		1961	1961		"""[$2,125,000]"""	"""[$7,600,000]"""			
b14903	w39474	o12050		the true story of jesse james	the true story of jesse james	1957	22-Feb	1957	"""[$1,585,000]"""	"""[$1,500,000 (US rentals)]"""			
b14336	w30251			the princess bride 		1987	1987		[$16 million]	[$30.9 million]			
b8775	w26681			national lampoon's movie madness		1982	1983		[$15 million]	"""[$5,027,193]"""			
b4153	w11800	o11020		escape from new york	escape from new york	1981	1981	1981	[$6 million]	[$25.2 million]			
b7787	w23503	o5141		mad dog time	mad dog time	1996	1996	1996	"""[$8,000,000]"""	"""[$107,874]"""			
b6145	w18768	o3800		i'm not there	i'm not there.	2007	2007	2007	[$20 million]	[$11.7 million]			
b13975	w25096	o11827		the milagro beanfield war	the milagro beanfield war	1988	1988	1988	[$22 million]	"""[$13,825,794]"""			
b3375	w9492	o20648		dead man	dead man	1996	1995	1995	[$9 million]	"""[$1,037,847]"""			
b6440	w19577			irrational man 		2015	2015		[$11 million]	[$27.4 million]			
b6086	w18576	o3796		i know who killed me	i know who killed me	2007	2007	2007	[$12 million]	[$9.7 million]			
b11410	w35386	o16726		soul men	soul men	2008	2008	2008	[$40 million]	"""[$12,331,637]"""			
b12025	w37241			take this job and shove it 		1981	1981		[$3.8 million]	"""[$17,569,030 (USA)]"""			
b1338	w2529			bachelorette 		2012	2012		[$3 million]	[$11.9 million]			
b1586	w3279	o11693		beetlejuice	beetlejuice	1988	1988	1988	[$15 million]	[$73.7 million]			
b11128	w34374	o13614		simon birch	simon birch	1998	1998	1998	[$20 million]	[$18.3 million]			
b7687	w23031	o8291		love at first bite	love at first bite	0	1979	1979	[$3 million]	"""[$43,900,000]"""			
b7384	w22045	o3823		license to wed	license to wed	2007	2007	2007	[$35 million]	"""[$69,307,224]"""			
b1563	w3221			beÌbeÌ's kids		1992	1992		[$10 million]	[$8.4 million]			
b16430	w41735			white noise 		2005	2005		[$10 million]	[$91.1 million]			
b6759	w20481	o8042		just wright	just wright	2010	2010	2010	[$12 million]	"""[$21,570,263]"""			
b4451	w12744	o8382		ferris bueller's day off	ferris bueller's day off	1986	1986	1986	[$5.8 million]	[$70.1 million]			
b9027	w27504			not cool 		2014	2014		"""[$800,000]"""	"""[$36,026]"""			
b1169	w2003	o19034		arizona dream	arizona dream	1995	1993	1993	[$19.000.000]	"""[$112,547]"""			
b4806	w14041	o16248		friday after next	friday after next	2002	2002	2002	[$10 million]	[$33.5 million]			
b9590	w29223			perfect stranger 		2007	2007		[$60 million]	[$73.1 million]			
b14065	w26802	o5497		the neon demon	the neon demon	2016	2016	2016	[$7 million]	[$3.4 million]			
b3448	w9753			deck the halls (2006 film)		2006	2006		[$51 million]	[$46.8 million]			
b6449	w19600			island in the sky (1953 film)		1953	1953		"""[$967,000 (estimated)]"""	[$2.75 million (US)]			
b7045	w21144	o5402		kung fu panda 3	kung fu panda 3	2016	2016	2016	[$145 million]	[$521.2 million]			
b13178	w14705	o5208		the ghost and the darkness	the ghost and the darkness	1996	11-Oct	1996	"""[$45,000,000]"""	"""[$75,019,405]"""			
b2538	w6588			catch-22 		1970	1970		[$18 million]	"""[$24,911,670]"""			
b15131	w42625			the world according to garp 		1982	1982		[$17 million]	"""[$29,712,172]"""			
b14788	w37299			the talk of the town (1942 film)		1942	1942		[$1 million]	[$1.1 million (US rentals)]			
b15595	w39471	o19154		true romance	true romance	1993	1993	1993	[$13 million]	[$12.3 million]			
b859	w1273	o8819		alvin and the chipmunks: the road chip	alvin and the chipmunks: the road chip	2015	2015	2015	[$90 million]	[$234.8 million]			
b2824	w7450	o16220		civil brand	civil brand	2003	2002	2002	"""[$500,000]"""	"""[$254,293]"""			
b13289	w15704	o11069		the great muppet caper	the great muppet caper	1981	1981	1981	[$14 million]	[$31.2 million]			
b4377	w12470	o15857		farewell to the king	farewell to the king	1989	yes	1989	[$16 million]	"""[$2,420,917]"""			
b12217	w37861			that's life! 		1986	1986		[$7 million]	"""[$4,079,895]"""			
b16643	w42734	o13685		wrongfully accused	wrongfully accused	1998	1998	1998	[$30 million]	[$9.6 million]			
b14189	w28586	o9044		the overnight	the overnight	2015	2015	2015	"""[$200,000]"""	[$1.1 million]			
b1441	w2779	o5535		bandolero!	bandolero!	1968	1968	1968	[$4.45 million]	"""[$12,000,000]"""			
b12045	w37286	o20750		tales from the hood	tales from the hood	1995	1995	1995	"""[$6,000,000 (estimated)]"""	"""[$11,797,927 (USA)]"""			
b5935	w18125	o22037		house of d	house of d	2005	2004	2004	"""[$6,000,000]"""	"""[$388,532]"""			
b402	w25000	o7435		a midnight clear	a midnight clear	1992	24-Apr	1992	[$5 million]	"""[$1,526,697]"""			
b5103	w15067			glengarry glen ross 		1992	1992		[$12.5 million]	[$10.7 million]			
b11434	w35463	o5456		southside with you	southside with you	2016	2016	2016	[$1.5 million]	[$6.5 million]			
b5628	w16827			hedwig and the angry inch 		2001	2001		[$6 million]	[$3.6 million]			
b14350	w30291			the prisoner of zenda (1952 film)		1952	1952		"""[$1,708,000]"""	"""[$5,628,967]"""			
b9713	w29627			"""planes, trains and automobiles"""		1987	1987		[$30]	[$49.5]			
b2803	w7405	o3160		city heat	city heat	1984	1984	1984	[$25 million]	"""[$38,300,000]"""			
b6220	w18939			immediate family 		1989	1989		[$14 million]	"""[$5,932,613]"""			
b14604	w33584			the serpent and the rainbow 		1988	1988		[$7 million]	[$19.6 million]			
b8823	w26847	o18348		never been thawed	never been thawed	2005	2005	2005	"""[$25,000]"""	"""[$47,812]"""			
b13636	w21031			the kite runner 		2007	2007		[$20 million]	[$73.2 million]			
b11371	w35235			somewhere in time 		1980	1980		[$4 million]	[$9.7 million]			
b15479	w39063	o20786		toy story	toy story	1995	1995	1995	[$30 million]	[$373.6 million]			
b16180	w40952	o22455		wargames	wargames	1983	1983	1983	[$12 million]	[$79.6 million]			
b2337	w5893	o17599		butch cassidy and the sundance kid	butch cassidy and the sundance kid	1969	1969	1969	[$6 million]	[$102.3 million]			
b14606	w33602			the sessions 		2012	2012		[$1 million]	"""[$9,138,338]"""			
b11760	w36408			strangeland 		1998	1998		[$1.1 million]	"""[$713,239]"""			
b15838	w40128			unlawful entry 		1992	1992		[$23 million]	"""[$57,138,719 (USA)]"""			
b11630	w36053			state of play 		2009	2009		[$60 million]	"""[$87,812,371]"""			
b3683	w10488			do you believe? 		2015	2015		[$2.3 million]	[$14.4 million]			
b11603	w35997			star wars: the clone wars 		2008	2008		[$8.5 million]	[$68.3 million]			
b15689	w39738	o12959		two mules for sister sara	two mules for sister sara	1970	1970	1970	[$2.5 million]	[$4.7 million]			
b11587	w35978	o13825		star trek vi: the undiscovered country	star trek vi: the undiscovered country	1991	1991	1991	[$27 million]	[$96.9 million]			
b15790	w39979	o18499		underclassman	underclassman	2005	2005	2005	[$25 million]	"""[$5,655,459]"""			
b1594	w3293			before night falls 		2000	2000		[$20 million]	[$8.5 million]			
b14000	w25462	o11828		the moderns	the moderns	1988	1988	1988	[$5 million]	"""[$2,011,497]"""			
b10997	w33956	o6492		she's so lovely	she's so lovely	1997	1997	1997	[$18 million]	"""[$7,281,450]"""			
b3057	w8170			cop car 		2015	2015		[$5 million]	"""[$134,552]"""			
b1320	w2432			babe 		1995	1995		[$30 million]	[$254.1 million]			
b8248	w25078	o20712		mighty morphin power rangers: the movie	mighty morphin power rangers: the movie	1995	1995	1995	[$15 million]	[$66.4 million]			
b11557	w35898	o8149		stake land	stake land	2011	2010	2010	"""[$625,000]"""	"""[$33,245 (US)]"""			
b3087	w8329	o5087		courage under fire	courage under fire	1996	12-Jul	1996	[$46 million]	"""[$100,860,818]"""			
b4616	w13385			flubber 		1997	1997		[$80 million]	[$178 million]			
b12733	w7905			the commitments 		1991	1991		[$12â15 million]	[$14.9 million]			
b13660	w21430	o4508		the last american hero	the last american hero	1973	1973	1973	"""[$2,130,000]"""	"""[$1,250,000 (US/ Canada)]"""			
b16543	w42161	o20801		wings of courage	wings of courage	1995	1995	1995	[$20 million]	"""[$15,054,636]"""			
b15138	w42673	o2748		the worst movie ever!	the worst movie ever!	2011	2011	2011	"""[$1,000]"""	"""[$21,010]"""			
b3331	w9289	o1338		date with an angel	date with an angel	1987	1987	1987	[$8 million]	"""[$1,988,962]"""			
b248	w3983			a bill of divorcement (1932 film)		1932	1932		"""[$250,000]"""	"""[$531,000]"""			
b9880	w30222			prince of darkness 		1987	1987		[$3 million]	[$14.1 million]			
b4882	w14246			funny girl 		1968	1968		[$14.1 million]	[$58.5 million]			
b7144	w21261	o11753		lady in white	lady in white	1988	22-Apr	1988	[$4.7 million]	"""[$1,705,139]"""			
b3868	w11116	o13738		drop dead fred	drop dead fred	1991	1991	1991	[$6.788 million (est.)]	[$14.8 million (domestic)]			
b12846	w9625	o3965		the death and life of bobby z	the death and life of bobby z	0	2007	2007	[$8 million]	"""[$912,754]"""			
b14169	w28343	o20148		the other side of heaven	the other side of heaven	2001	2001	2001	[$7 million]	[$4.8 million]			
b14200	w28647	o2379		the pagemaster	the pagemaster	1994	1994	1994	[$27 million]	[$13.7 million]			
b13438	w18073			the hottie and the nottie		2008	2008		[$9 million]	"""[$27,696 (Domestic)]"""			
b15377	w38701			to kill a mockingbird 		1962	1962		[$2 million]	[$13.1 million]			
b3147	w8616			critical condition 		1987	1987		[$14 million]	"""[$20,240,502]"""			
b13301	w15754	o18443		the greatest game ever played	the greatest game ever played	2005	2005	2005	[$25 million]	[$15.4 million]			
b2431	w6255	o21483		canyon passage	canyon passage	1946	1946	1946	"""[$2,623,925]"""	"""[$4,263,651]"""			
b11584	w35977	o8449		star trek iv: the voyage home	star trek iv: the voyage home	1986	1986	1986	[$21 million]	[$133 million]			
b11270	w34910			smoke 		1995	1995		[$7 million]	[$38 million]			
b12572	w5137	o20757		the brady bunch movie	the brady bunch movie	1995	1995	1995	[$12 million]	[$54.1 million]			
b8850	w26955			"""new york, new york (1977 film)"""		1977	1977		[$14 million]	[$16.4 million]			
b7514	w22538			live and let die 		1973	1973		[$7 million]	[$161.8 million]			
b2449	w6316	o7460		captain ron	captain ron	1992	1992	1992	[$24 million]	"""[$22,518,097]"""			
b3508	w9894			dennis the menace 		1993	1993		[$35 million]	"""[$117,270,765]"""			
b2890	w7630			coal miner's daughter 		1980	1980		[$15 million]	"""[$67,182,787]"""			
b7487	w22425			little men (2016 film)		2016	2016		[$2 million]	[$1.9 million]			
b7410	w22151	o19090		life with mikey	life with mikey	1993	1993	1993	[$2 million]	"""[$12,440,858]"""			
b7358	w21991	o1392		lethal weapon	lethal weapon	1987	1987	1987	[$15 million]	[$120.2 million]			
b12665	w6746			the chamber 		1996	1996		[$50 million]	[$22.5 million]			
b7934	w24100	o19098		manhattan murder mystery	manhattan murder mystery	1993	1993	1993	[]	"""[$11,285,588 (USA)]"""			
b9608	w29287			pet sematary two		1992	1992		[$8 million]	[$17.1 million]			
b7301	w21844	o11931		legend of the lost	legend of the lost	1957	17-Dec	1957	"""[$1,750,000 (estimated)]"""	"""[$2,200,000 (USA) (1957)]"""			
b14681	w35336	o6979		the sons of katie elder	the sons of katie elder	1965	1965	1965	[$6.5 million]	[$23 million]			
b16287	w41280	o16872		wendy and lucy	wendy and lucy	2008	2008	2008	"""[$300,000]"""	[$1.4 million]			
b3007	w8008	o21995		confessions of a teenage drama queen	confessions of a teenage drama queen	2004	2004	2004	[$15 million]	[$33 million]			
b4017	w24199	o7482		el mariachi	el mariachi	1993	1992	1992	"""[$7,000]"""	[$2 million]			
b6479	w19754			it's pat		1994	1994		[$8 million]	"""[$60,822]"""			
b9498	w28935	o7542		passenger 57	passenger 57	1992	1992	1992	[$15 million]	"""[$44,065,653 (domestic USA)]"""			
b2283	w5665	o13504		buffalo '66	buffalo '66	1998	1998	1998	[$1.5 million]	[$2.4 million]			
b7415	w22164			lifeboat 		1944	1944		[$1.59 million]	[$1 million]			
b10070	w30855	o2341		radioland murders	radioland murders	1994	1994	1994	[$15 million]	[$1.3 million]			
b9766	w29795	o2337		police academy: mission to moscow	police academy: mission to moscow	1994	1994	1994	[$10 million]	"""[$126,247 (domestic)]"""			
b11419	w35413	o2671		sound of my voice	sound of my voice	2012	2011	2011	"""[$135,000]"""	"""[$408,015]"""			
b5322	w15841	o6423		gridlock'd	gridlock'd	1997	1997	1997	[$5 million]	[$5.6 million]			
b1326	w2459			baby boom 		1987	1987		[$15 million]	[$26 million]			
b12077	w37363	o11812		tapeheads	tapeheads	1988	1988	1988	"""[$10,000,000]"""	"""[$343,786]"""			
b7849	w23675			mahogany 		1975	1975		[$3.5 million]	"""[$5,000,000]"""			
b1997	w4666	o13498		blues brothers 2000	blues brothers 2000	1998	1998	1998	[$28 million]	[$14.1 million]			
b9485	w28870			parkland 		2013	2013		[$10 million]	"""[$1,412,181]"""			
b3856	w11087	o16533		drillbit taylor	drillbit taylor	2008	2008	2008	[$40 million]	[$49.7 million]			
b4417	w12603			fathers and daughters		2016	2015		[$22.4 million]	[$5.1 million]			
b7693	w23095			love in the time of cholera 		2007	2007		[$50 million]	"""[$31,337,584]"""			
b16722	w42964	o2775		you're next	you're next	2013	2011	2011	[$1 million]	[$26.9 million]			
b11386	w35319	o10099		song one	song one	2015	2014	2014	[$6 million]	"""[$32,251]"""			
b13851	w22892	o1463		the lost boys	the lost boys	1987	1987	1987	[$8.5 million]	[$32.2 million]			
b15768	w39930	o7591		under siege	under siege	1992	1992	1992	[$35 million]	[$156.6 million]			
b12863	w9916	o2709		the descendants	the descendants	2011	2011	2011	[$20 million]	[$177.2 million]			
b8265	w25147	o1401		million dollar mystery	million dollar mystery	1987	1987	1987	[$10 million]	"""[$989,033]"""			
b2202	w5375			"""bright lights, big city """		1988	1988		[]	[]			
b1240	w2213	o8356		at close range	at close range	1986	1986	1986	[$6.5 million]	[$2.3 million]			
b5527	w16446	o1367		harry and the hendersons	harry and the hendersons	1987	1987	1987	[$16 million]	"""[$49,998,613]"""			
b7128	w21180	o22054		ladder 49	ladder 49	2004	2004	2004	[$55 million]	[$100.6 million]			
b7869	w23740	o21736		making love	making love	1982	1982	1982	[$14 million]	"""[$11,897,978]"""			
b15662	w39654	o7590		twin peaks: fire walk with me	twin peaks: fire walk with me	1992	1992	1992	[$10 million]	[$4.2 million]			
b10321	w31589	o21398		return to oz	return to oz	1985	1985	1985	[$28 million]	[$11.1 million (USA)]			
b11695	w36170			stick 		1985	1985		[$22 million]	"""[$8,489,518]"""			
b10262	w31412			rendition 		2007	2007		[$27.5 million]	[$27 million]			
b11361	w35215			something wicked this way comes 		1983	1983		[$19 million (estimated)]	[$8.4 million]			
b7390	w22070	o10027		life after beth	life after beth	2014	2014	2014	[$2.4 million]	"""[$254,881]"""			
b1068	w1751			anne of green gables (1934 film)		1934	1934		"""[$226,000]"""	"""[$793,000]"""			
b4560	w13165	o21714		five days one summer	five days one summer	1982	1982	1982	[$15 million]	"""[$199,078]"""			
b6970	w20985	o9490		kiss me deadly	kiss me deadly	2008	1955	1955	"""[$410,000]"""	"""[$726,000 (USA/Canada)]"""			
b5834	w17724	o7499		home alone 2: lost in new york	home alone 2: lost in new york	1992	1992	1992	[$69 million]	[$359 million]			
b8167	w24775	o19102		menace ii society	menace ii society	1993	1993	1993	[$3.5 million]	[$27.9 million]			
b1228	w2166	o16453		assassination of a high school president	assassination of a high school president	0	2008	2008	"""[$11,500,000]"""	"""[$6,000,000]"""			
b6874	w20661			kickin' it old skool		2007	2007		[$25.7 million]	[$4.7 million]			
b13485	w18809			the ice storm 		1997	1997		[$18 million]	"""[$8,038,061]"""			
b10532	w32344			rosewood 		1997	1997		[$30 million]	"""[$13,130,349]"""			
b2816	w7420			city of industry 		1997	1997		[$8 million]	"""[$1,568,328]"""			
b13917	w23907			the man in the iron mask (1998 film)		1998	1998		[$35 million]	[$183 million]			
b9718	w29632			planet of the apes (1968 film)		1968	1968		[$5.8 million]	[$33.4 million]			
b4399	w12539			fat albert 		2004	2004		[$45 million]	[$48.6 million]			
b1975	w4592	o2265		blue chips	blue chips	1994	18-Feb	1994	[$35 million]	[$23 million]			
b2810	w7412			city of angels 		1998	1998		[$55 million]	[$198.7 million]			
b1706	w3653	o16471		beverly hills chihuahua	beverly hills chihuahua	2008	2008	2008	[$20 million]	[$149.3 million]			
b10056	w30805	o18825		race to witch mountain	race to witch mountain	2009	2009	2009	[$50 million]	[$106.4 million]			
b14215	w28917			the party 		1968	1968		[$1.5 million]	"""[$2,900,000]"""			
b3383	w9522	o20649		dead presidents	dead presidents	1995	1995	1995	[$10 million]	[$24.1 million (domestic)]			
b13802	w22562	o10142		the living	the living	2015	2014	2014	"""[$500,000]"""	"""[$5,514 (US)]"""			
b12671	w6802			the chaperone 		2011	2011		[$3 million]	"""[$14,400]"""			
b14934	w39903			the undefeated (1969 film)		1969	1969		"""[$7,115,000]"""	"""[$8,000,000]"""			
b4256	w12069	o16539		expelled: no intelligence allowed	expelled: no intelligence allowed	2008	18-Apr	2008	[$3.5 million]	[$7.7 million]			
b9857	w30134	o8434		pretty in pink	pretty in pink	1986	28-Feb	1986	[$9 million]	[$40.4 million]			
b1142	w1928			apt pupil 		1998	1998		[$14 million]	[$8.9 million]			
b10938	w33751	o10695		shadow of the vampire	shadow of the vampire	2000	2000	2000	[$8 million]	[$11.2 million]			
